dit,ca,ce,lcom3,loc,moa,ic,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob
6.0,1.0,11.0,0.784314,522.0,2.0,2.0,False,False,0.0672086519461,False,0.0,False,0.110474616015
7.0,2.0,12.0,0.782051,799.0,0.0,0.0,False,True,0.642469839243,False,0.2,False,0.320579223522
4.355171,4.190224,10.814675,0.762885,367.894093,0.39612,0.0,True,True,0.802430156334,True,0.6,True,0.69999751704
2.0,3.0,8.0,1.0,61.0,0.0,1.0,False,False,0.0466155065479,False,0.0,False,0.0766242774306
2.163952,2.720721,17.376982,1.759793,159.764487,0.633798,0.398097,True,True,0.903010979417,True,0.8,True,0.696118818011
2.0,11.0,11.0,0.0,170.0,0.0,1.0,False,False,0.016173758685,False,0.1,False,0.211976874639
4.618138,3.493065,16.737326,1.304291,530.363024,3.102316,0.857461,True,True,0.891284529144,True,1.0,True,0.943418926422
2.0,1.0,4.0,2.0,86.0,0.0,1.0,False,False,0.0689467928834,False,0.0,False,0.0407965186697
1.0,21.0,0.0,0.666667,28.0,0.0,0.0,False,False,0.0276318259287,False,0.0,False,0.0533928767633
3.364374,2.948555,9.73594,0.887577,323.978408,0.620444,0.026981,True,True,0.741646183982,True,0.7,True,0.686278629465
2.0,4.0,2.0,2.0,140.0,0.0,0.0,False,False,0.181003077916,False,0.0,False,0.0871491660799
1.0,3.0,0.0,0.1,514.0,0.0,0.0,False,False,0.0839932156709,False,0.0,False,0.0270445068423
2.0,4.0,14.0,0.482143,252.0,4.0,1.0,False,False,0.0799961864368,False,0.3,False,0.302000082742
2.0,2.0,6.0,0.766234,378.0,2.0,1.0,False,False,0.0457753942633,False,0.0,False,0.132726983457
4.0,1.0,2.0,0.794872,427.0,0.0,1.0,False,False,0.0502157258455,False,0.1,False,0.108887421988
1.0,1.0,12.0,0.519481,675.0,3.0,0.0,False,True,0.530771622272,False,0.1,False,0.21089610266
2.0,1.0,4.0,0.728395,278.0,1.0,1.0,False,False,0.0295046107647,False,0.0,False,0.0309321486151
7.0,2.0,12.0,0.740741,814.0,3.0,1.0,False,True,0.541041516801,False,0.3,False,0.231397013274
5.0,2.0,2.0,0.333333,148.0,1.0,0.0,False,False,0.122538547815,False,0.0,False,0.0303660459816
4.5057,1.096638,11.458574,1.075323,314.595251,1.151194,0.435658,True,True,0.805647533731,True,0.8,True,0.855235945283
3.205609,0.971839,12.128419,1.467327,235.33044,0.982612,0.608845,True,True,0.730718119782,True,1.0,True,0.939756493461
1.614513,0.522013,11.968757,1.233877,273.680724,0.691841,0.512874,True,True,0.704827369148,True,1.0,True,0.916330249434
1.0,1.0,7.0,1.0,318.0,0.0,0.0,False,False,0.279363076144,False,0.0,False,0.333946040514
2.454225,0.370937,13.283941,1.180243,246.172303,0.39848,0.483103,True,True,0.768902138689,True,0.9,True,0.913271090437
5.354822,1.215487,9.033372,0.985774,350.778477,1.396585,0.695841,True,True,0.669486376522,True,0.7,True,0.603258207798
1.0,4.0,6.0,0.269231,721.0,1.0,0.0,False,False,0.369050132122,False,0.0,False,0.317714474563
1.0,0.0,0.0,2.0,333.0,0.0,0.0,False,False,0.220266444847,False,0.0,False,0.133709777669
8.0,1.0,9.0,0.8,177.0,1.0,1.0,False,False,0.205818218274,False,0.0,False,0.0317494019473
2.0,2.0,18.0,1.114286,427.0,0.0,0.0,False,True,0.623627978048,False,0.2,False,0.447766815448
7.0,0.0,8.0,0.5,372.0,1.0,0.0,False,False,0.498254673967,False,0.2,False,0.247730556846
2.0,2.0,6.0,2.0,52.0,0.0,1.0,False,False,0.0814050315581,False,0.0,False,0.0639615846585
1.0,0.0,0.0,0.0,39.0,0.0,0.0,False,False,0.0240774651445,False,0.0,False,0.0265917604911
7.0,4.0,6.0,0.85,156.0,3.0,0.0,False,False,0.371393587735,False,0.0,False,0.0713696059009
7.0,3.0,4.0,0.444444,401.0,2.0,0.0,False,False,0.369053019446,False,0.0,False,0.0546739802014
4.0,11.0,6.0,0.5,135.0,0.0,1.0,False,False,0.0148595973665,False,0.1,False,0.21583760271
5.0,6.0,11.0,0.625,610.0,1.0,0.0,False,True,0.544696977176,False,0.4,True,0.540850306783
2.0,7.0,4.0,0.73,584.0,1.0,0.0,False,False,0.29671615241,False,0.0,False,0.22133091839
2.0,2.0,1.0,0.444444,148.0,0.0,2.0,False,False,0.00222081772192,False,0.0,False,0.0199682593232
2.0,16.0,2.0,2.0,5.0,0.0,0.0,False,False,0.0895786794559,False,0.0,False,0.0659880986616
4.729929,8.75135,13.454599,0.757327,327.50414,0.596364,0.0,True,True,0.823064695237,True,1.0,True,0.922310628236
1.0,3.0,0.0,0.0,24.0,0.0,0.0,False,False,0.0194443605879,False,0.0,False,0.011340649022
4.0,2.0,4.0,0.533333,494.0,1.0,2.0,False,False,0.0109378990215,False,0.0,False,0.0452775731243
7.0,2.0,11.0,0.542857,212.0,3.0,1.0,False,False,0.166150733205,False,0.0,False,0.185366292885
4.0,5.0,5.0,0.0,44.0,0.0,1.0,False,False,0.00841010757872,False,0.0,False,0.0345592647883
2.0,1.0,5.0,0.563636,525.0,1.0,1.0,False,False,0.028699365926,False,0.0,False,0.0186000500276
1.025126,10.455445,16.079404,0.751032,663.726907,0.644173,0.973834,True,True,0.500378413947,False,0.4,True,0.592069860097
1.0,0.0,2.0,2.0,38.0,0.0,0.0,False,False,0.209898735499,False,0.0846153846154,False,0.134351369694
1.0,1.0,4.0,0.679688,709.0,1.0,0.0,False,False,0.32633946019,False,0.1,False,0.366975743493
1.981811,3.186008,5.36028,1.19031,209.312365,0.080822,0.078233,True,True,0.572198955634,True,0.7,True,0.567882213925
1.0,2.0,1.0,0.436364,212.0,0.0,0.0,False,False,0.0587431044689,False,0.0,False,0.0244109536854
1.0,12.0,11.0,0.798077,466.0,1.0,0.0,False,False,0.294429745778,False,0.1,False,0.255412666172
1.0,4.0,3.0,1.0,239.0,3.0,0.0,False,False,0.0895521447566,False,0.1,False,0.138185295285
1.313681,3.204899,10.507227,0.959683,215.897182,0.966414,0.681872,True,False,0.481059101142,True,0.7,True,0.573563392037
1.0,2.0,0.0,0.688312,256.0,1.0,0.0,False,False,0.0798236789512,False,0.0,False,0.0697043479652
2.0,2.0,9.0,0.621212,615.0,2.0,0.0,False,False,0.398058530114,False,0.0,False,0.227283742832
2.0,4.0,9.0,0.771429,388.0,0.0,0.0,False,False,0.333233651708,False,0.0,False,0.265672077157
7.0,0.0,2.0,2.0,16.0,0.0,1.0,False,False,0.0844950013457,False,0.0,False,0.0718729785312
6.0,9.0,7.0,0.868132,339.0,1.0,2.0,False,False,0.0067712018823,False,0.1,False,0.349427778352
3.397877,0.661016,5.897869,1.306408,232.883542,0.0366,0.0,True,True,0.684977411886,True,0.785,True,0.649167149165
6.0,10.0,22.0,0.813853,561.0,4.0,1.0,True,False,0.325559828337,False,0.3,False,0.405999978301
2.0,1.0,9.0,0.571429,177.0,3.0,0.0,False,False,0.18286116029,False,0.0,False,0.0664719698913
6.0,11.0,11.0,0.897959,230.0,1.0,0.0,False,False,0.391884176838,False,0.3,False,0.462118794405
5.906434,9.448118,21.102337,0.794291,558.11326,2.927452,0.960402,True,True,0.745776544921,True,0.6,True,0.558914149196
1.0,0.0,3.0,0.5,300.0,0.0,0.0,False,False,0.109361235097,False,0.0,False,0.0684073817618
1.373908,10.981382,9.061396,0.687243,685.228345,0.357901,0.302636,True,True,0.641737173252,True,0.9,True,0.886939669718
1.0,10.0,18.0,2.0,397.0,0.0,0.0,False,True,0.610590689341,False,0.2,False,0.198882022674
4.871497,9.199616,13.479527,0.668266,397.145679,0.67606,0.0,True,True,0.806196129106,True,1.0,True,0.944174743553
1.0,7.0,4.0,0.833333,300.0,1.0,0.0,False,False,0.131045494821,False,0.0,False,0.123091269024
5.0,4.0,1.0,0.571429,419.0,0.0,0.0,False,False,0.175562273899,False,0.0,False,0.0678481881941
7.0,8.0,19.0,0.746032,685.0,3.0,2.0,False,False,0.0921269315147,False,0.3,False,0.4609287327
6.0,2.0,5.0,2.0,150.0,0.0,0.0,False,False,0.448564613467,False,0.1,False,0.193770531167
3.0,1.0,0.0,1.0,82.0,0.0,2.0,False,False,0.00247317071141,False,0.0,False,0.0607028808052
3.037199,10.840422,15.757012,0.728302,571.840678,1.47601,0.583354,True,True,0.727918039805,True,1.0,True,0.93616185643
3.042907,7.044188,11.427434,0.669507,392.719251,0.103559,0.0,True,True,0.721847831105,True,0.8,True,0.838426055274
1.0,11.0,8.0,0.666667,232.0,0.0,0.0,False,False,0.127277204117,False,0.4,False,0.401182269521
3.59756,0.127445,15.860616,1.201689,297.265874,0.118319,0.0,True,True,0.944160111962,True,0.9,True,0.739104391911
1.0,4.437633,4.210959,1.53231,209.256479,0.0,0.0,True,False,0.213676352275,False,0.192307692308,False,0.310491134555
1.0,4.0,11.0,0.705882,707.0,0.0,0.0,False,False,0.4878601171,False,0.2,False,0.334840576479
1.0,1.0,0.0,0.583333,443.0,1.0,1.0,False,False,0.00795304383338,False,0.0,False,0.0195193105831
3.0,2.0,0.0,1.12,184.0,0.0,1.0,False,False,0.0137942924842,False,0.0,False,0.0806392606285
7.0,4.0,8.0,0.84127,368.0,1.0,0.0,False,False,0.454784573722,False,0.1,False,0.427375801402
1.014803,10.954241,10.111986,0.649634,672.062669,0.34147,0.737763,True,False,0.46697217449,True,0.8,True,0.719791411514
4.050325,2.202869,11.596085,1.03008,340.006455,0.123343,0.0,True,True,0.852703782095,True,0.9,True,0.638652551142
3.0,15.0,2.0,0.8,135.0,1.0,0.0,False,False,0.0521149461462,False,0.2,False,0.22537612135
2.0,1.0,10.0,1.0,290.0,0.0,1.0,False,False,0.0932150727962,False,0.0,False,0.148588205518
5.611671,10.609496,17.981316,0.76711,570.057603,3.067456,0.893354,True,True,0.630190102328,True,0.9,True,0.817783168572
3.88137,2.827532,12.301492,1.164554,350.718084,0.153506,0.0,True,True,0.878074926407,True,0.9,True,0.948931913526
5.023097,3.650057,17.494881,0.891753,444.89437,3.06353,0.831017,True,True,0.708351691417,True,0.9,True,0.694038537664
1.0,4.0,10.0,0.746032,485.0,1.0,0.0,False,False,0.374301489856,False,0.1,False,0.213310734155
1.0,4.0,13.0,2.0,191.0,0.0,0.0,False,True,0.531433837434,False,0.1,False,0.168990624971
1.0,2.0,0.0,2.0,13.0,0.0,0.0,False,False,0.162694441083,False,0.0,False,0.0623428541602
3.273275,8.590006,16.52992,0.93449,540.445595,2.755202,0.590917,True,True,0.718493239818,True,0.9,True,0.868025126659
6.0,4.0,5.0,0.592593,254.0,1.0,2.0,False,False,0.00674338520874,False,0.0,False,0.0874350418314
7.0,2.0,4.0,0.5,64.0,0.0,1.0,False,False,0.0360019172978,False,0.0,False,0.0278580546794
2.0,7.0,9.0,0.805556,189.0,3.0,1.0,False,False,0.0205115610119,False,0.0,False,0.125772099323
5.420762,3.863035,16.17513,1.03998,541.569728,2.590387,0.895967,True,True,0.669060664044,True,1.0,True,0.920774800737
1.0,1.0,6.0,0.6,132.0,3.0,0.0,False,False,0.0963872343434,False,0.0,False,0.0685462414494
2.0,11.0,9.0,0.428571,89.0,0.0,1.0,False,False,0.0178846379771,False,0.1,False,0.0296903387558
2.0,5.0,8.0,0.638889,552.0,1.0,1.0,False,False,0.0419639963831,False,0.0,False,0.24750483041
1.0,2.0,1.0,2.0,8.0,3.0,0.0,False,False,0.104404088966,False,0.0,False,0.0765312609357
5.086206,6.625246,17.831943,1.302408,543.480704,2.350996,0.219189,True,True,0.935753818689,True,0.8,True,0.923656411366
1.0,6.0,11.0,0.821429,378.0,1.0,0.0,False,False,0.347580348696,False,0.0,False,0.36343566538
1.0,3.0,9.0,0.5,203.0,0.0,0.0,False,False,0.229169574171,False,0.0,False,0.139435543582
4.35596,10.551947,17.942677,0.736836,561.389125,3.009409,0.702168,True,True,0.662915771896,True,0.9,True,0.71469252312
7.0,2.0,8.0,0.814286,408.0,0.0,0.0,False,False,0.476911401779,False,0.1,False,0.0629992928969
4.626218,4.01127,18.200205,0.990364,526.786045,2.079611,0.688821,True,True,0.854479734094,True,1.0,True,0.79211276045
4.0,0.0,0.0,1.1,173.0,0.0,1.0,False,False,0.0230519467333,False,0.1,False,0.0969162462552
4.916033,9.124217,15.49723,0.691036,409.950908,1.533558,0.113115,True,True,0.830852766065,True,0.9,True,0.895384772549
5.633834,9.218224,16.120094,0.706671,551.477544,2.289734,0.902627,True,True,0.563255013825,True,0.9,True,0.960175465606
5.300438,7.185014,16.375167,0.800806,379.616721,1.158425,0.729269,True,True,0.727597625985,True,0.9,True,0.961349627877
2.0,4.0,8.0,0.694444,294.0,1.0,2.0,False,False,0.007946947991,False,0.0,False,0.142249540575
2.0,1.0,10.0,2.0,149.0,0.0,1.0,False,False,0.173334447753,False,0.0,False,0.0201017933643
3.939613,4.274108,11.215314,0.827229,339.650505,0.557422,0.0,True,True,0.784378019932,True,1.0,True,0.906315680128
1.0,9.0,11.0,0.685185,207.0,2.0,0.0,False,False,0.211980306329,False,0.0,False,0.2347644328
2.0,0.0,4.0,0.0,44.0,0.0,0.0,False,False,0.0716457297775,False,0.0890909090909,False,0.0572242169176
4.988385,9.16895,18.47181,0.795343,415.318018,1.345973,0.052844,True,True,0.916041266803,True,0.9,True,0.866281433279
2.0,1.0,5.0,1.0,32.0,0.0,0.0,False,False,0.221609805872,False,0.0,False,0.119022195493
3.449875,0.985729,13.520709,1.953097,242.123297,0.322,0.0,True,True,0.927051082319,True,1.0,True,0.819556327432
7.0,4.0,10.0,0.740741,403.0,2.0,0.0,False,False,0.45328328998,False,0.2,False,0.205532118912
4.793366,9.588485,16.022487,0.714358,564.991516,2.035582,0.867538,True,True,0.57357847462,True,0.9,True,0.917295628089
1.0,1.0,2.0,0.0,12.0,1.0,0.0,False,False,0.0378636326285,False,0.0,False,0.0306339888021
6.0,6.0,3.0,2.0,46.0,0.0,0.0,False,False,0.332814913122,False,0.0,False,0.1060049221
5.0,1.0,10.0,2.0,23.0,0.0,0.0,False,True,0.542391525092,False,0.1,False,0.111385670891
1.0,2.0,6.0,0.0,248.0,0.0,0.0,False,False,0.0909441223164,False,0.0,False,0.102601043354
2.0,6.0,5.0,0.721154,400.0,1.0,0.0,False,False,0.187830342075,False,0.1,False,0.301329464063
3.536039,0.606953,15.145209,1.931865,262.130201,0.305572,0.0,True,True,0.949330190615,True,1.0,True,0.924442983515
6.0,3.0,6.0,0.8,203.0,2.0,0.0,False,False,0.282676437892,False,0.1,False,0.357908626335
5.0,4.0,9.0,0.7,139.0,3.0,0.0,False,True,0.574347017668,False,0.1,False,0.32868344881
1.0,16.0,0.0,1.0,160.0,0.0,0.0,False,False,0.0370682010965,False,0.0,False,0.189208360813
1.806991,0.772632,9.720527,1.082923,152.660568,2.655884,0.61406,True,False,0.48142236465,True,0.6,True,0.523297735268
3.428335,8.896825,11.558931,0.666693,663.543406,0.226737,0.0,True,True,0.782657138002,True,1.0,True,0.93312391099
5.694814,9.638557,19.733665,0.80911,545.279304,2.347955,0.198644,True,True,0.922829877208,True,1.0,True,0.945686397511
5.0,4.0,5.0,0.930556,158.0,3.0,1.0,False,False,0.0211106707495,False,0.1,False,0.388798171115
4.0,1.0,5.0,0.0,31.0,1.0,0.0,False,False,0.0984473597353,False,0.1,False,0.172965238276
1.0,1.0,3.0,0.0,59.0,1.0,0.0,False,False,0.0458246337313,False,0.0,False,0.0358703683369
1.0,15.0,6.0,0.222222,191.0,0.0,0.0,False,False,0.0347765633704,False,0.0,False,0.055012342023
1.0,11.0,8.0,0.647059,687.0,0.0,0.0,True,False,0.256085055962,False,0.2,False,0.411388579549
1.0,8.0,22.0,0.842424,734.0,3.0,0.0,False,True,0.626262430712,False,0.0,False,0.256742915714
1.833588,3.759023,11.768337,1.298649,290.448007,0.651497,0.0,True,True,0.820645827021,True,1.0,True,0.902606187303
2.0,4.0,6.0,0.666667,37.0,0.0,0.0,False,False,0.165534617532,False,0.1,False,0.0686850549168
2.0,1.0,2.0,2.0,5.0,0.0,0.0,False,False,0.236776164583,False,0.0,False,0.0234596066928
2.0,1.0,2.0,2.0,5.0,0.0,0.0,False,False,0.236776164583,False,0.0,False,0.0234596066928
1.0,1.0,1.0,0.229167,498.0,0.0,0.0,False,False,0.0781667463244,False,0.0,False,0.0424065950648
2.0,2.0,4.0,0.92,256.0,0.0,1.0,False,False,0.0320842387418,False,0.0,False,0.105570677869
5.417147,9.776027,12.279173,0.690925,572.93349,0.280554,0.725516,True,True,0.570647940499,True,1.0,True,0.91935027452
1.0,12.0,3.0,1.0,16.0,2.0,0.0,False,False,0.0659765289122,False,0.0,False,0.116222826207
4.86208,7.473753,16.259793,0.769673,384.460873,0.60281,0.195063,True,True,0.865791246487,True,1.0,True,0.904386694072
2.0,3.0,2.0,0.333333,281.0,0.0,1.0,False,False,0.0103040226023,False,0.0,False,0.0351525475488
2.0,3.0,2.0,2.0,5.0,0.0,0.0,False,False,0.218332947144,False,0.0,False,0.032191411496
5.608823,4.726026,16.532355,1.091562,546.174703,2.290852,0.883602,True,True,0.739525966832,True,1.0,True,0.918209187618
2.0,1.0,1.0,0.805556,115.0,0.0,0.0,False,False,0.1103425627,False,0.0,False,0.0237215964311
2.0,3.0,1.0,1.0,10.0,0.0,0.0,False,False,0.116980572002,False,0.0,False,0.0162535535403
1.0,5.0,5.0,0.75,182.0,2.0,0.0,False,False,0.128269639594,False,0.0,False,0.098755104049
2.0,1.0,7.0,1.0,80.0,0.0,0.0,False,False,0.283319656068,False,0.0,False,0.13027522485
1.0,2.0,10.0,2.0,157.0,0.0,0.0,False,False,0.478369753985,False,0.0,False,0.0546877441957
5.749837,9.782409,20.079406,0.810755,553.324072,2.516436,0.681757,True,True,0.84854446781,True,1.0,True,0.973499162913
2.0,2.0,13.0,2.0,119.0,0.0,1.0,False,False,0.267489250582,False,0.0,False,0.0502352357762
6.0,8.0,2.0,0.285714,105.0,0.0,1.0,False,False,0.00639990774777,False,0.0,False,0.0264901413633
2.0,1.0,11.0,0.625,221.0,0.0,1.0,False,False,0.108020405499,False,0.0,False,0.0578441200188
2.0,3.0,9.0,2.0,190.0,0.0,1.0,False,False,0.16166935411,False,0.0,False,0.135838132487
2.0,1.0,5.0,0.5,97.0,0.0,0.0,False,False,0.141958741897,False,0.0,False,0.0228646302527
2.0,1.0,2.0,0.619048,366.0,0.0,0.0,False,False,0.132402904122,False,0.0,False,0.0271541203225
1.0,6.0,1.0,2.0,193.0,0.0,0.0,False,False,0.166301245096,False,0.0,False,0.117458994394
1.0,14.0,2.0,2.0,1.0,0.0,0.0,False,False,0.0875223058848,False,0.0,False,0.0422781530135
5.064754,7.196038,18.48162,0.712516,414.486709,1.063442,0.039593,True,True,0.921260528367,True,1.0,True,0.78452977484
3.0,2.0,0.0,2.0,5.0,0.0,0.0,False,False,0.190970853621,False,0.0,False,0.0238480156944
1.0,1.0,2.0,0.75,42.0,0.0,0.0,False,False,0.104580873372,False,0.0,False,0.0126592763493
2.0,5.0,2.0,0.0,29.0,0.0,1.0,False,False,0.00485229111764,False,0.0,False,0.019190980826
3.129952,10.514144,17.185573,0.796394,557.525502,1.896349,0.426463,True,True,0.81645376557,True,1.0,True,0.898782377869
4.025822,0.114312,10.031622,1.585463,307.264129,2.427539,0.52362,True,True,0.716846108476,True,0.9,True,0.929521538484
1.0,6.0,3.0,0.358974,378.0,1.0,0.0,False,False,0.0806270064126,False,0.0,False,0.0482810914334
1.0,1.0,0.0,0.75,437.0,0.0,0.0,False,False,0.118776170786,False,0.0,False,0.034882666832
4.849658,8.060921,14.313525,0.656032,607.97807,0.225022,0.0,True,True,0.847233177208,True,1.0,True,0.83046035624
3.98976,9.418261,10.254613,0.678238,571.902601,2.184544,0.319875,True,True,0.61970125003,True,0.8,True,0.726073205113
3.334052,9.941238,9.168126,0.67131,670.935361,0.253472,0.0,True,True,0.671103771472,True,0.8,True,0.813243563813
2.0,10.0,10.0,0.8125,288.0,0.0,0.0,False,False,0.265055590748,False,0.1,False,0.451348725512
1.0,3.0,8.0,0.533333,515.0,0.0,0.0,False,False,0.276977937813,False,0.1,False,0.0328516306668
2.0,3.0,10.0,1.0,123.0,1.0,1.0,False,False,0.0899316103528,False,0.0,False,0.179269536735
2.0,3.0,2.0,0.0,36.0,0.0,1.0,False,False,0.0060384296413,False,0.0,False,0.0233748007902
1.0,1.0,4.0,0.666667,82.0,0.0,0.0,False,False,0.1318114649,False,0.0,False,0.0223382510523
5.318474,9.101705,19.332403,0.81019,439.763573,1.552689,0.680292,True,True,0.835824621552,True,1.0,True,0.954307229917
5.451403,10.194221,19.628463,0.790904,639.458178,2.279404,0.999168,True,False,0.364113169145,True,0.7,True,0.651595727834
3.0,9.0,0.0,2.0,9.0,0.0,0.0,False,False,0.136237517759,False,0.0,False,0.0329073385658
2.0,1.0,4.0,0.5,94.0,0.0,1.0,False,False,0.0224045993408,False,0.0,False,0.0253503639739
4.0,2.0,1.0,2.0,5.0,0.0,0.0,False,False,0.236934865456,False,0.0,False,0.0194553841467
1.0,10.0,2.0,2.0,16.0,1.0,0.0,False,False,0.138010397771,False,0.0,False,0.162844069621
1.0,0.0,7.0,0.666667,235.0,1.0,0.0,False,False,0.211214205014,True,0.571740362812,False,0.191971112823
2.163572,4.385563,9.901516,1.192134,134.445218,0.642135,0.324846,True,True,0.657565047544,True,1.0,True,0.707944112262
3.797237,6.227918,15.711054,0.67763,387.806154,0.312033,0.0,True,True,0.830461936942,True,0.9,True,0.972871141844
1.0,0.0,7.0,2.0,84.0,0.0,0.0,False,False,0.376299727114,False,0.271740362812,False,0.0634123238198
2.0,3.0,11.0,1.0,113.0,1.0,0.0,False,False,0.374115022313,False,0.1,False,0.338693076511
2.0,1.0,9.0,1.0,79.0,0.0,1.0,False,False,0.0910487363144,False,0.0,False,0.0331055767591
4.541078,8.345407,10.880821,0.660644,642.19826,0.24935,0.0,True,True,0.728409307931,True,1.0,True,0.844491178537
