dit,cbo,rfc,ca,moa,ic,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob
2.0,3.0,28.0,1.0,0.0,1.0,1.0,False,False,0.0662359377658,False,0.3,False,0.178366290661
1.0,4.330289,11.112603,3.790605,0.0,0.0,3.096107,True,False,0.0382052412491,False,0.4,True,0.512629545111
2.0,0.0,43.0,0.0,0.0,1.0,6.0,False,False,0.128036926092,False,0.3,False,0.243417689643
1.276372,8.598552,21.933191,0.349307,1.0,0.0,3.0,True,False,0.124789407687,False,0.1,True,0.536367349134
1.0,20.0,72.0,6.0,3.0,0.0,4.0,False,True,0.615877331632,False,0.4,False,0.355236066343
1.0,8.0,47.0,3.0,0.0,0.0,13.0,False,False,0.433122491227,False,0.1,False,0.117123013787
1.173136,15.900285,47.011338,1.991266,0.146167,0.0,1.553344,True,True,0.869415915164,True,1.0,True,0.74042045441
1.0,6.0,32.0,3.0,0.0,0.0,7.0,False,False,0.103423394543,False,0.0,False,0.127890581141
3.0,5.0,6.0,0.0,0.0,1.0,1.0,False,False,0.0470191769127,False,0.0,False,0.0622461736132
1.0,14.0,29.0,11.0,2.0,0.0,5.0,False,False,0.456071014748,False,0.1,False,0.32938375247
1.0,2.0,24.0,1.0,1.0,0.0,5.0,False,False,0.0424837294027,False,0.0,False,0.145832587057
2.0,6.0,9.0,2.0,0.0,1.0,1.0,False,False,0.0695984362974,False,0.0,False,0.0375841052331
3.0,4.0,27.0,1.0,3.0,1.0,3.0,False,False,0.111842890272,False,0.1,False,0.33714212245
1.0,16.0,49.0,4.0,0.0,0.0,3.0,True,True,0.542230438626,True,0.7,False,0.429308735872
2.0,3.0,27.0,1.0,0.0,1.0,1.0,False,False,0.0514279395883,False,0.0,False,0.0444506426446
1.0,3.0,13.0,1.0,0.0,0.0,6.0,True,False,0.0433152071886,False,0.2,False,0.268279925062
1.0,7.0,15.0,2.0,4.0,0.0,1.0,False,True,0.727375429526,False,0.1,False,0.46521342886
2.0,13.036921,44.521005,0.0,1.0,0.0,1.715705,True,True,0.716803252002,True,0.8,True,0.672951836773
1.0,1.0,22.0,1.0,0.0,0.0,5.0,False,False,0.0313465750176,False,0.2,False,0.097102436174
1.0,3.0,11.0,2.0,0.0,0.0,8.0,False,False,0.0487005659382,False,0.0,False,0.194354999219
1.0,11.927339,49.284632,6.571647,3.288173,0.0,13.547837,True,True,0.824676639914,True,1.0,True,0.697777642258
3.0,6.0,35.0,1.0,3.0,1.0,3.0,False,False,0.20237104808,False,0.1,False,0.364632794664
2.0,0.0,4.0,0.0,3.0,0.0,1.0,False,False,0.0686404904719,False,0.0,False,0.17186614528
3.0,4.0,29.0,1.0,0.0,1.0,6.0,False,False,0.0486372510955,False,0.0,False,0.0584005631089
1.0,16.0,40.0,12.0,1.0,0.0,9.0,False,False,0.496020515892,False,0.4,False,0.45452955557
1.0,12.0,25.0,12.0,1.0,0.0,5.0,False,False,0.385886300261,False,0.3,False,0.248053685293
1.0,16.0,48.0,4.0,0.0,0.0,1.0,False,True,0.53475520844,True,0.6,False,0.338319163473
2.0,9.0,38.0,0.0,1.0,0.0,3.0,False,False,0.150620146818,False,0.0,False,0.11531593154
1.0,1.0,7.0,1.0,0.0,0.0,1.0,False,False,0.0243447457004,False,0.0,False,0.0845673214413
2.0,3.0,32.0,3.0,2.0,0.0,2.0,False,False,0.390683207296,False,0.2,False,0.164445063307
1.0,1.0,10.0,0.0,0.0,0.0,1.0,False,False,0.0271257679659,False,0.0,False,0.059505658424
1.0,2.0,31.0,2.0,0.0,0.0,13.0,False,False,0.284545564406,False,0.1,False,0.105697441673
2.0,0.0,37.0,0.0,0.0,0.0,2.0,False,False,0.357582098383,False,0.1,False,0.135229250572
1.383287,12.162846,35.0,1.0,1.725449,0.0,1.0,True,True,0.689788802158,True,0.9,True,0.948290505647
1.661721,15.11804,45.225708,0.00715,0.685575,0.0,3.0,True,True,0.845077884826,True,0.9,True,0.582924277648
2.0,4.0,27.0,1.0,1.0,1.0,3.0,False,False,0.0708384707116,False,0.0,False,0.130402972372
1.0,6.0,23.0,2.0,4.0,0.0,2.0,False,False,0.387415679118,False,0.1,False,0.430583624118
2.0,10.0,61.0,0.0,1.0,0.0,3.0,False,False,0.405618002556,False,0.0,False,0.0918006917853
2.0,2.0,4.0,0.0,0.0,0.0,0.0,False,False,0.0230588984632,False,0.1,False,0.257216332344
2.0,2.0,4.0,0.0,0.0,0.0,0.0,False,False,0.0230588984632,False,0.1,False,0.257216332344
1.0,3.0,5.0,1.0,2.0,0.0,1.0,False,False,0.046773544141,False,0.0,False,0.0187721171396
4.0,0.0,8.0,0.0,1.0,0.0,2.0,False,False,0.00848141084761,False,0.0,False,0.0211078445143
2.0,3.0,8.0,1.0,0.0,1.0,1.0,False,False,0.0426830188946,False,0.0,False,0.0174305559541
2.0,5.0,8.0,0.0,0.0,0.0,1.0,False,False,0.0429805964243,False,0.0,False,0.0316819905763
1.0,1.0,17.0,0.0,0.0,0.0,1.0,False,False,0.0287926196841,False,0.0,False,0.0830959669362
2.0,12.265135,44.928764,0.0,1.0,0.0,2.173291,True,True,0.678363769744,True,0.8,True,0.810329155347
1.0,6.0,15.0,6.0,0.0,0.0,1.0,False,False,0.0495945115445,False,0.0,False,0.126498177958
2.0,10.0,55.0,0.0,1.0,0.0,3.0,False,False,0.341930947311,False,0.0,False,0.107566549185
3.0,4.0,7.0,1.0,0.0,1.0,1.0,False,False,0.035907054052,False,0.0,False,0.0271973264012
3.0,4.0,7.0,1.0,0.0,1.0,1.0,False,False,0.035907054052,False,0.0,False,0.0271973264012
2.0,11.0,41.0,0.0,1.0,0.0,1.0,True,False,0.23391791326,False,0.4,False,0.479176013131
1.0,12.0,1.0,10.0,0.0,0.0,1.0,False,False,0.237954379151,False,0.0,False,0.0623837092456
2.0,2.0,20.0,1.0,0.0,1.0,1.0,False,False,0.0394355294946,False,0.1,False,0.151857648561
1.0,6.0,18.0,1.0,2.0,0.0,11.0,False,False,0.326098825611,False,0.1,False,0.190023471712
1.0,13.0,11.0,11.0,0.0,0.0,1.0,False,False,0.321808330928,False,0.0,False,0.167119648801
2.0,6.0,20.0,1.0,1.0,0.0,6.0,False,False,0.0693612419748,False,0.0,False,0.073119317581
1.0,1.0,9.0,1.0,0.0,0.0,1.0,False,False,0.0247194701088,False,0.0,False,0.0697601949639
1.0,5.062017,4.764099,2.337768,0.832742,0.0,0.890004,True,False,0.382686797232,True,0.7,False,0.391061971094
2.0,14.0,45.0,0.0,1.0,0.0,3.0,True,True,0.785741570372,True,0.7,True,0.519920213412
1.0,3.0,15.0,1.0,0.0,0.0,1.0,False,False,0.0380344188976,False,0.0,False,0.11078509687
1.0,1.0,13.0,1.0,2.0,0.0,7.0,False,False,0.0617977223136,False,0.1,False,0.083075470039
