dit,cbo,rfc,ca,moa,ic,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1.0,1.1002610000000002,13.195816,1.0,0.0,0.0,9.221588,True,False,0.09019851039886513,False,0.3,False,0.41969140860732,AdaBoost,AdaBoost,False,0.4176500151858856
2.0,7.0,12.0,2.0,0.0,1.0,1.0,False,False,0.050595307554981546,False,0.0,False,0.07271980289193207,AdaBoost,AdaBoost,False,0.07241258162862672
1.0,1.0,3.0,1.0,0.0,0.0,0.0,False,False,0.03109775637466488,False,0.2,False,0.22273935171703427,AdaBoost,AdaBoost,False,0.22157441554412663
1.0,17.0,57.927668999999995,2.0,2.06108,0.0,15.568043,True,True,0.9160256708840616,False,0.5,False,0.4681748186758555,Voting,AdaBoost,False,0.4706632087279865
1.0,17.0,59.0,2.0,5.0,0.0,11.0,True,True,0.936308660169491,True,0.7,True,0.6160106111079066,AdaBoost,AdaBoost,True,0.6178969673953634
1.292023,14.84288,96.897148,2.289086,0.6906140000000001,0.319296,7.139658,True,True,0.9029195150196928,True,0.8,True,0.8654492809669359,AdaBoost,AdaBoost,True,0.865575572949837
1.0,2.0,11.0,0.0,0.0,0.0,2.0,False,False,0.040405553016160736,False,0.0,False,0.019966166728803945,AdaBoost,AdaBoost,False,0.020037266071820024
1.0,9.0,48.0,5.0,5.0,0.0,10.0,True,False,0.4330725257726835,False,0.4,False,0.4951448682978243,AdaBoost,AdaBoost,False,0.49468862591053514
1.0,8.0,0.0,8.0,0.0,0.0,0.0,False,False,0.08498759581236719,True,0.6,False,0.2538920152540887,AdaBoost,AdaBoost,False,0.253496067698273
3.0,1.0,22.0,1.0,0.0,1.0,14.0,False,False,0.0673825358053829,False,0.4,False,0.13955889172965552,AdaBoost,AdaBoost,False,0.13947799219051923
2.389628,17.183633,100.501695,0.542165,2.7534080000000003,0.19864400000000002,6.052479,True,True,0.6062447807051506,True,0.9,True,0.7127105601544733,AdaBoost,AdaBoost,True,0.7123531005346991
2.889204,10.470502,27.721245,0.20129,0.0,1.315697,1.0,True,False,0.4283729897473503,True,0.9,True,0.5953459881733362,AdaBoost,AdaBoost,True,0.5949945368885606
1.0,16.0,73.0,2.0,5.0,0.0,3.0,False,True,0.9423240536421584,False,0.4,True,0.5598761613280805,RandomForest,AdaBoost,True,0.5617740508037293
2.0,17.0,67.0,9.0,5.0,1.0,3.0,True,True,0.5211441719651679,False,0.4,True,0.6992095505107008,AdaBoost,AdaBoost,True,0.6978776471844872
1.0,9.0,34.0,8.0,1.0,0.0,17.0,False,False,0.3768297519004314,False,0.1,False,0.36856260234805016,AdaBoost,AdaBoost,False,0.3682862383564508
1.59554,14.636887,77.616291,7.248589,3.413151,0.7541260000000001,9.608251,True,True,0.8278216739028901,True,1.0,True,0.9454690470747666,AdaBoost,AdaBoost,True,0.9448929870370394
2.0,5.0,12.0,1.0,0.0,1.0,1.0,False,False,0.03866436033521211,False,0.0,False,0.0483520154804669,AdaBoost,AdaBoost,False,0.04818971806359231
5.0,2.0,7.0,2.0,0.0,0.0,0.0,False,False,0.0071566019302173565,False,0.4,False,0.4925532153663365,AdaBoost,AdaBoost,False,0.4896721536343205
5.0,2.0,37.0,0.0,0.0,1.0,12.0,False,False,0.007767724464977766,False,0.0,False,0.06721370822574331,AdaBoost,AdaBoost,False,0.0668082200464985
1.8347490000000002,17.612616,67.779844,12.323625999999999,4.451695,0.12453,11.475123,True,True,0.8162241667962294,True,0.9,True,0.925385072941064,AdaBoost,AdaBoost,True,0.9247576916606568
1.010708,19.227503,81.71708100000002,9.851558,1.464269,0.364799,7.677132,True,True,0.8955056230141868,True,0.8,True,0.8235482979593021,AdaBoost,AdaBoost,True,0.8239132458010285
1.0,18.0,68.0,13.0,4.0,0.0,13.0,True,True,0.8346943310668182,True,0.8,True,0.7687294992268372,AdaBoost,AdaBoost,True,0.7691274010028977
1.0,15.0,89.0,6.0,5.0,0.0,10.0,True,True,0.8889289815077008,True,0.8,True,0.6730328366851441,AdaBoost,AdaBoost,True,0.6743900803661065
1.0,15.0,16.0,15.0,0.0,0.0,1.0,False,False,0.35964801850131595,False,0.1,False,0.07443600857062409,AdaBoost,AdaBoost,False,0.07604803308763164
2.0,6.0,14.0,1.0,0.0,1.0,1.0,False,False,0.04774751847553222,False,0.0,False,0.06969294958581249,AdaBoost,AdaBoost,False,0.06942467561861514
1.864991,5.782682,23.55482,1.608265,0.461345,1.0451350000000001,2.153632,True,False,0.38078952811823497,True,0.7,True,0.6640639008108138,AdaBoost,AdaBoost,True,0.662535478934926
1.0,14.0,71.0,2.0,6.0,0.0,6.0,False,True,0.9158994823549892,True,0.7,True,0.5305782852186155,AdaBoost,AdaBoost,True,0.5328866676689397
1.0,2.0,52.0,1.0,0.0,0.0,18.0,False,False,0.3609912051771976,False,0.1,False,0.2275924413369043,AdaBoost,AdaBoost,False,0.22816852145153996
1.0,17.0,1.0,15.0,0.0,0.0,1.0,False,False,0.40779057221556797,False,0.0,False,0.013438934982380522,AdaBoost,AdaBoost,False,0.015611287226222874
1.0,6.0,17.0,5.0,1.0,0.0,10.0,False,False,0.2725305298033463,False,0.0,False,0.05095498078159242,AdaBoost,AdaBoost,False,0.052104678054505034
1.0,12.097037,67.917948,9.637042999999998,1.992533,0.0,8.523437,True,True,0.7671421745184108,True,0.6,False,0.4977657162931477,AdaBoost,AdaBoost,False,0.4993605070951073
1.0,16.0,89.0,7.0,1.0,0.0,5.0,False,True,0.5502795747653516,False,0.5,True,0.5233866275642516,RandomForest,AdaBoost,True,0.5235053585769336
1.0,1.0,15.0,1.0,0.0,0.0,1.0,False,False,0.032435802568216286,False,0.0,False,0.040617243248870345,AdaBoost,AdaBoost,False,0.040473565256752615
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.09504387891354917,False,0.19249043608311345,False,0.3653416085515346,AdaBoost,AdaBoost,False,0.3634853790573593
1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.09504387891354917,False,0.19249043608311345,False,0.3653416085515346,AdaBoost,AdaBoost,False,0.3634853790573593
2.0,5.0,8.0,1.0,0.0,0.0,1.0,False,False,0.04810994510105837,False,0.0,False,0.05265231558723961,AdaBoost,AdaBoost,False,0.05237336095674085
1.0,16.0,1.0,15.0,0.0,0.0,1.0,False,False,0.3824084649832901,False,0.0,False,0.013290340117244415,AdaBoost,AdaBoost,False,0.015341995644965752
1.0,6.0,9.0,4.0,2.0,0.0,1.0,False,False,0.12672867828810944,False,0.0,False,0.06703694595034296,AdaBoost,AdaBoost,False,0.06715213449716367
1.0,1.0,0.0,1.0,0.0,0.0,0.0,False,False,0.030952997793133583,False,0.1,False,0.1129947192042268,AdaBoost,AdaBoost,False,0.11250508103047015
1.0,3.0,30.0,0.0,0.0,0.0,15.0,False,False,0.3666281914893059,False,0.2,False,0.2082789530705812,AdaBoost,AdaBoost,False,0.20914144157485962
1.0,5.0,13.0,1.0,1.0,0.0,7.0,False,False,0.10174242578460346,False,0.2,False,0.21471767300537048,AdaBoost,AdaBoost,False,0.21405373655040516
2.0,18.0,83.0,3.0,2.0,1.0,8.0,True,True,0.9268022523130972,True,1.0,True,0.7767952262464666,AdaBoost,AdaBoost,True,0.7781240409039841
1.0,2.0,74.0,0.0,1.0,0.0,6.0,False,False,0.3734260721455924,False,0.0,False,0.05606700733557735,AdaBoost,AdaBoost,False,0.057994986931975676
1.0,3.0,0.0,3.0,0.0,0.0,0.0,False,False,0.03008915913500855,False,0.1,False,0.05399681535106651,AdaBoost,AdaBoost,False,0.05392186833628414
1.0,0.0,17.0,0.0,3.0,0.0,12.0,False,False,0.33829810448511793,False,0.0,False,0.22112117301096326,AdaBoost,AdaBoost,False,0.22149534738508586
1.0,13.0,34.0,13.0,0.0,0.0,3.0,False,False,0.4019622907092748,False,0.5,True,0.507397894041437,AdaBoost,AdaBoost,True,0.5067145453843565
3.0,5.0,11.0,3.0,0.0,1.0,10.0,False,False,0.04094682924575993,False,0.1,False,0.06649249226206311,AdaBoost,AdaBoost,False,0.0663863136444726
1.0,14.664366000000001,19.98923,2.7532099999999997,0.152055,0.0,3.0,True,False,0.36166520804305696,False,0.3,True,0.5301662361645201,AdaBoost,AdaBoost,True,0.5287054905608352
1.0,12.707317999999999,19.512397,1.0,0.25208200000000003,0.0,2.951712,True,True,0.5775692462309996,False,0.3,True,0.5643647131560039,AdaBoost,AdaBoost,True,0.5640049495753372
1.322414,10.509352999999999,15.198757999999998,0.698371,0.0,0.012215,1.776476,True,False,0.4848677975847971,False,0.5,True,0.6394247745967031,AdaBoost,AdaBoost,True,0.6382050314518237
1.0,11.761610000000001,45.26952,1.200959,2.897573,0.0,15.538443,True,False,0.4960158068720555,False,0.3,True,0.5496635605251502,AdaBoost,AdaBoost,True,0.5489026618668017
2.0,9.0,57.0,0.0,1.0,0.0,2.0,False,False,0.35798220967310296,False,0.1,False,0.29460768971851176,AdaBoost,AdaBoost,False,0.2946846953474748
1.0,14.359575,87.557649,9.719381,1.7618919999999998,0.0,9.537297,True,True,0.8215048137896191,True,0.7,True,0.6625214066118431,AdaBoost,AdaBoost,True,0.6635960204041292
1.6793169999999995,10.29456,66.092125,4.870759,2.562936,0.74946,14.318367000000002,True,False,0.44136920179771577,False,0.5,True,0.685211330073487,AdaBoost,AdaBoost,True,0.6833474464893198
1.0,12.0,95.0,5.0,2.0,0.0,12.0,True,False,0.4977504766334008,False,0.4,False,0.4352686448896714,AdaBoost,AdaBoost,False,0.4356087591896849
1.0,2.0,7.0,1.0,4.0,0.0,1.0,False,False,0.2873010326384176,False,0.0,False,0.03686372041718849,AdaBoost,AdaBoost,False,0.038405778358141934
1.0,15.097694,56.93296899999999,1.851875,4.819269,0.0,12.127744999999999,True,True,0.8846881734442453,True,0.8,True,0.6327363015328845,AdaBoost,AdaBoost,True,0.6346329230266338
2.0,3.0,12.0,2.0,0.0,1.0,1.0,False,False,0.029578415065972363,False,0.0,False,0.05558426939304467,AdaBoost,AdaBoost,False,0.05533618566885572
2.0,9.0,49.0,1.0,0.0,0.0,10.0,False,False,0.409822083785925,False,0.2,False,0.42740258460703584,AdaBoost,AdaBoost,False,0.4269088355067375
2.0,3.0,25.0,1.0,0.0,1.0,1.0,False,False,0.03679899411342813,False,0.0,False,0.06093345418563561,AdaBoost,AdaBoost,False,0.060676843093533696
1.0,2.0,34.0,2.0,1.0,0.0,1.0,False,False,0.04223424221036237,False,0.2,False,0.33989944079387546,AdaBoost,AdaBoost,False,0.337764727209738
1.0,11.0,75.0,5.0,1.0,0.0,4.0,False,False,0.4678017887714172,False,0.1,False,0.25348637216207504,AdaBoost,AdaBoost,False,0.2545912269206531
1.0,14.0,16.0,13.0,0.0,0.0,4.0,False,False,0.4040611518522204,False,0.1,False,0.4160650416456676,AdaBoost,AdaBoost,False,0.41545742771205696
1.0,8.0,29.0,4.0,4.0,0.0,2.0,True,False,0.3920971122163885,False,0.3,False,0.2883825546862493,AdaBoost,AdaBoost,False,0.2890620181500475
1.0,5.0,52.0,0.0,1.0,0.0,1.0,False,True,0.5013870858549897,False,0.1,False,0.3021916518901525,AdaBoost,AdaBoost,False,0.3031203248950612
1.425914,17.0,61.351243000000004,5.289061,5.0,0.965501,6.813853,True,True,0.8849755790487143,True,0.8,True,0.9200829731572476,AdaBoost,AdaBoost,True,0.9196573210923942
1.0,15.400224,46.200975,2.656531,0.0,0.0,1.4547139999999998,True,True,0.529154676329635,True,0.7,False,0.49434631502582793,AdaBoost,AdaBoost,False,0.49469663988977997
1.0,7.0,71.0,3.0,2.0,0.0,14.0,False,False,0.4185369901782357,False,0.1,False,0.32829651647347996,AdaBoost,AdaBoost,False,0.3284880394120676
1.0,10.174901,51.887426,6.225351,4.127896,0.0,12.989786,True,True,0.7570379381361674,True,0.8,True,0.8512114825271594,AdaBoost,AdaBoost,True,0.8505268869753583
3.0,13.0,7.0,13.0,0.0,0.0,1.0,False,True,0.6170207057865115,False,0.2,False,0.2495608180305504,AdaBoost,AdaBoost,False,0.2518164593829692
2.0,12.228951,15.070242000000002,12.312598,1.841875,0.0,1.397993,True,True,0.7008154087772717,True,0.7,False,0.37084496733490907,AdaBoost,AdaBoost,False,0.37349403018713623
1.0,2.3157810000000003,29.555102,1.0,0.0,0.0,9.621075,True,False,0.10163994099182187,False,0.1,False,0.2581115482876188,AdaBoost,AdaBoost,False,0.2568479262441438
1.9606139999999999,17.786882000000006,66.14888,10.221757,1.22738,0.094364,8.0,True,True,0.8466124186561332,True,1.0,True,0.8247517580091709,AdaBoost,AdaBoost,True,0.8251857590929337
5.0,2.0,34.0,0.0,0.0,1.0,1.0,False,False,0.016971944150698245,False,0.0,False,0.14546944197006328,AdaBoost,AdaBoost,False,0.1444070832090008
2.0,4.0,5.0,0.0,0.0,0.0,0.0,False,False,0.3731250175304645,False,0.3,False,0.3596680438426964,AdaBoost,AdaBoost,False,0.35963149215465984
1.0,1.0,20.0,1.0,1.0,0.0,1.0,False,False,0.029166517388588307,False,0.1,False,0.08620612373636527,AdaBoost,AdaBoost,False,0.08586677819079486
1.0,3.0,32.0,2.0,1.0,0.0,14.0,False,False,0.34985725965215075,False,0.1,False,0.14326422226594407,AdaBoost,AdaBoost,False,0.14451026856942042
3.0,3.0,13.0,1.0,0.0,1.0,10.0,False,False,0.3653217362554653,False,0.1,False,0.3508249685862935,AdaBoost,AdaBoost,False,0.3504952623826444
1.0,8.0,70.0,5.0,0.0,0.0,5.0,False,False,0.4131443924351464,False,0.2,False,0.3972198272265855,AdaBoost,AdaBoost,False,0.3969893661357456
1.0,0.0,39.0,0.0,0.0,0.0,6.0,False,False,0.052455790098316,False,0.0,False,0.06819347194801215,AdaBoost,AdaBoost,False,0.06797813661586309
2.0,16.0,65.0,1.0,1.0,0.0,10.0,False,True,0.9017801485639626,True,1.0,False,0.3616245470287215,AdaBoost,AdaBoost,False,0.3661431031602167
2.583513,11.743702,29.354413,1.576495,0.0,1.470418,1.0,True,False,0.4828705802944256,True,0.9,True,0.6433281477616773,AdaBoost,AdaBoost,True,0.6427360599943888
1.585724,10.666207,66.257812,1.412772,2.957659,0.128296,4.404768,True,False,0.4765449831551862,True,0.7,True,0.5780785244344834,AdaBoost,AdaBoost,True,0.5776393978936392
1.0,16.0,13.0,14.0,0.0,0.0,1.0,False,False,0.4298959724737402,False,0.0,False,0.13860620101597365,AdaBoost,AdaBoost,False,0.14023539203439486
1.0,11.0,29.0,10.0,0.0,0.0,7.0,False,False,0.3622805297914009,False,0.2,False,0.1925538180137376,AdaBoost,AdaBoost,False,0.19364677970891547
1.0,15.0,2.0,15.0,0.0,0.0,1.0,False,False,0.4029002906041087,False,0.0,False,0.02297751664635,AdaBoost,AdaBoost,False,0.025368792052204894
1.0,0.0,20.0,0.0,0.0,0.0,3.0,False,False,0.026554665547580226,False,0.0,False,0.06545274934950375,AdaBoost,AdaBoost,False,0.06509325510337122
1.0,14.698177,76.317516,12.312452,1.948246,0.0,8.702695,True,True,0.7939368015146383,True,0.6,True,0.6538879978957363,AdaBoost,AdaBoost,True,0.654690091548666
1.0,12.603407,77.87218,9.950529,1.632484,0.0,11.598908999999999,True,True,0.7826981993876375,True,0.8,True,0.7069709476344228,AdaBoost,AdaBoost,True,0.7076103908188828
1.0,16.0,11.0,15.0,0.0,0.0,1.0,False,False,0.4215407541679821,False,0.0,False,0.1382104839212162,AdaBoost,AdaBoost,False,0.13978334971968465
1.0302040000000001,3.2211819999999998,16.023259,1.6460540000000001,0.909077,0.907209,2.0781549999999998,True,False,0.37383868096101597,False,0.4,True,0.5313106248042656,AdaBoost,AdaBoost,True,0.530109654897201
1.0,17.0,6.0,15.0,0.0,0.0,1.0,False,False,0.43410816531834057,False,0.0,False,0.11208735033354926,AdaBoost,AdaBoost,False,0.11394568890996047
4.0,4.0,12.0,4.0,0.0,1.0,4.0,False,False,0.01721942252048004,False,0.2,False,0.0868673435485464,AdaBoost,AdaBoost,False,0.08661388726857396
2.0,4.0,21.0,1.0,1.0,1.0,6.0,False,False,0.04819311653454642,False,0.1,False,0.06363740551747105,AdaBoost,AdaBoost,False,0.06360003029282794
1.0,13.613662,48.518446999999995,2.232495,0.0,0.0,2.542993,True,True,0.8136944040332675,True,0.6,True,0.7557143989497068,AdaBoost,AdaBoost,True,0.755858238961863
1.0,6.0,33.0,0.0,4.0,0.0,11.0,False,True,0.7379503501941066,False,0.2,False,0.3028954158801669,AdaBoost,AdaBoost,False,0.3054911187408431
5.0,2.0,10.0,0.0,0.0,1.0,1.0,False,False,0.014075445655972732,False,0.0,False,0.1407785586128681,AdaBoost,AdaBoost,False,0.13973343627177348
5.0,2.0,11.0,0.0,0.0,1.0,1.0,False,False,0.01418608025503766,False,0.0,False,0.10435644445189132,AdaBoost,AdaBoost,False,0.10360619117772106
5.0,2.0,12.0,0.0,0.0,1.0,1.0,False,False,0.014297546106868212,False,0.0,False,0.10471648337080698,AdaBoost,AdaBoost,False,0.10396398114300426
1.0,11.0,37.0,6.0,0.0,0.0,7.0,False,False,0.35532042704913946,False,0.2,False,0.16641770527337138,AdaBoost,AdaBoost,False,0.1676800799818906
2.967874,11.67583,29.656846999999996,1.279847,0.0,1.034993,1.0,True,False,0.4698175026087796,True,0.8,True,0.5830151276600712,AdaBoost,AdaBoost,True,0.5826580927486531
2.0,9.0,11.0,6.0,4.0,0.0,2.0,False,False,0.3730057917472073,False,0.2,False,0.3196434093596055,AdaBoost,AdaBoost,False,0.3197812197994961
2.0,0.0,32.0,0.0,0.0,1.0,3.0,False,False,0.02626743209700189,False,0.0,False,0.09485791997045688,AdaBoost,AdaBoost,False,0.09426315042835934
5.0,2.0,13.0,0.0,0.0,1.0,1.0,False,False,0.014409848856534306,False,0.0,False,0.1064661438258273,AdaBoost,AdaBoost,False,0.10569882897395863
5.0,2.0,13.0,0.0,0.0,1.0,1.0,False,False,0.019156577812131485,False,0.0,False,0.05038773522407143,AdaBoost,AdaBoost,False,0.05030457816997678
5.0,2.0,13.0,0.0,0.0,1.0,1.0,False,False,0.019156577812131485,False,0.0,False,0.05038773522407143,AdaBoost,AdaBoost,False,0.05030457816997678
5.0,2.0,13.0,0.0,0.0,1.0,1.0,False,False,0.019156577812131485,False,0.0,False,0.05038773522407143,AdaBoost,AdaBoost,False,0.05030457816997678
2.0,6.0,33.0,1.0,1.0,1.0,1.0,False,False,0.1434868228075589,False,0.2,False,0.2901878921337736,AdaBoost,AdaBoost,False,0.28985604931236475
1.0,12.371396,51.883054,6.368682,4.0534370000000015,0.0,11.361657000000001,True,True,0.8268345475413851,True,1.0,True,0.9611783782549356,AdaBoost,AdaBoost,True,0.9609219472472171
1.0,1.0,17.0,0.0,0.0,0.0,1.0,False,False,0.029142857487454495,False,0.0,False,0.03972923663779794,AdaBoost,AdaBoost,False,0.03969290557035789
5.0,1.0,7.0,1.0,0.0,1.0,1.0,False,False,0.013052212404762705,False,0.0,False,0.13123218270620246,AdaBoost,AdaBoost,False,0.1309567282039988
1.0,12.0,17.0,10.0,0.0,0.0,1.0,False,False,0.1984779504639007,False,0.0,False,0.06605116965951857,AdaBoost,AdaBoost,False,0.06629322625255285
5.0,2.0,25.0,0.0,0.0,1.0,1.0,False,False,0.021239035085339728,False,0.0,False,0.06191651587871332,AdaBoost,AdaBoost,False,0.0618087047929637
3.0,12.0,66.0,0.0,1.0,0.0,11.0,False,True,0.5115111668731465,True,0.6,False,0.4096474932029279,AdaBoost,AdaBoost,False,0.4099303897283654
1.3460809999999999,16.245794,87.009784,4.39194,2.010693,0.000231,9.933356,True,True,0.5888189570899229,True,0.9,True,0.7051017352745913,AdaBoost,AdaBoost,True,0.7049459431167993
5.0,2.0,5.0,0.0,0.0,1.0,1.0,False,False,0.01787740204019061,False,0.0,False,0.050174321105356516,AdaBoost,AdaBoost,False,0.05008862547166172
5.0,2.0,5.0,0.0,0.0,1.0,1.0,False,False,0.01787740204019061,False,0.0,False,0.050174321105356516,AdaBoost,AdaBoost,False,0.05008862547166172
5.0,2.0,5.0,0.0,0.0,1.0,1.0,False,False,0.01787740204019061,False,0.0,False,0.050174321105356516,AdaBoost,AdaBoost,False,0.05008862547166172
1.0,2.0,30.0,1.0,1.0,0.0,6.0,False,False,0.050305583828769325,False,0.1,False,0.3242254708180612,AdaBoost,AdaBoost,False,0.32357826147053215
1.0,2.0,29.0,2.0,0.0,0.0,10.0,False,False,0.0938162331525766,False,0.1,False,0.2431521820389285,AdaBoost,AdaBoost,False,0.24279381841376788
5.0,2.0,16.0,0.0,0.0,1.0,1.0,False,False,0.01965826188654161,False,0.1,False,0.0588828207182881,AdaBoost,AdaBoost,False,0.05882063023528037
5.0,2.0,14.0,0.0,0.0,1.0,1.0,False,False,0.0193224432899986,False,0.0,False,0.05184885646326135,AdaBoost,AdaBoost,False,0.05176195267140627
2.0,0.0,46.0,0.0,1.0,1.0,5.0,False,False,0.15729378705828614,False,0.2,False,0.2125264260920592,AdaBoost,AdaBoost,False,0.2124097774712634
2.0,1.0,25.0,0.0,0.0,1.0,6.0,False,False,0.06642741551742387,False,0.0,False,0.0712895485750039,AdaBoost,AdaBoost,False,0.07125076378096501
5.0,3.0,32.0,0.0,0.0,1.0,1.0,False,False,0.027701666488909836,False,0.0,False,0.053387975011348274,AdaBoost,AdaBoost,False,0.053314355799487796
1.0,2.0,10.0,0.0,2.0,0.0,3.0,False,False,0.04189673770837287,False,0.0,False,0.008170408328854808,AdaBoost,AdaBoost,False,0.008228621358026995
1.0,8.0,23.0,4.0,2.0,0.0,6.0,False,False,0.17265737426546002,False,0.0,False,0.14366114846644096,AdaBoost,AdaBoost,False,0.1436614246239788
1.0,15.0,6.0,14.0,0.0,0.0,1.0,False,False,0.3845781037480437,False,0.0,False,0.07105002185988145,AdaBoost,AdaBoost,False,0.07165543749265356
1.0,19.0,46.0,3.0,3.0,0.0,1.0,False,True,0.6080463005824879,False,0.2,False,0.3868592997029792,AdaBoost,AdaBoost,False,0.3872313263450328
1.0,0.0,17.0,0.0,0.0,0.0,1.0,False,False,0.0239727340486578,False,0.0,False,0.04905169610135676,AdaBoost,AdaBoost,False,0.0489810461126212
2.0,8.0,11.0,3.0,0.0,1.0,1.0,False,False,0.117534734812483,False,0.0,False,0.07639245394792528,AdaBoost,AdaBoost,False,0.07639708986807282
2.0,5.0,51.0,1.0,2.0,0.0,2.0,False,False,0.18787076035009445,False,0.1,False,0.3972041200683733,AdaBoost,AdaBoost,False,0.396662973183474
1.0,2.0,10.0,1.0,2.0,0.0,3.0,False,False,0.03873592369477305,False,0.0,False,0.034059558669001136,AdaBoost,AdaBoost,False,0.034053444144046145
2.0,3.0,10.0,0.0,0.0,1.0,1.0,False,False,0.05567424424756099,False,0.0,False,0.019500270044331604,AdaBoost,AdaBoost,False,0.01953585782599533
2.0,3.0,10.0,0.0,0.0,1.0,1.0,False,False,0.05567424424756099,False,0.0,False,0.019500270044331604,AdaBoost,AdaBoost,False,0.01953585782599533
2.0,15.0,55.0,1.0,1.0,0.0,1.0,False,True,0.8687735170300303,False,0.5,True,0.5138900087479282,RandomForest,RandomForest,False,0.5082502431313296
1.0,13.0,35.0,1.0,0.0,0.0,1.0,True,True,0.6229445439656911,True,0.6,False,0.4657268624569623,AdaBoost,AdaBoost,False,0.4660987699328428
