rfc,lcom,ca,npm,lcom3,dam,mfa,cbm,amc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
25,7,2,4,0.75,1.0,0.0,0,36.666667,True,False,0.07091201263710484,False,0.1,False,0.3592238964342063,AdaBoost,AdaBoost,False,0.3526094944943522
19,15,2,5,2.0,0.0,0.0,0,27.5,True,False,0.120561175827837,False,0.4,True,0.6189307649786162,AdaBoost,AdaBoost,True,0.6091373982535825
24,2,0,4,0.666667,0.0,0.0,0,21.8,False,False,0.4727457750448752,True,0.6,True,0.5827531633789867,Voting,AdaBoost,True,0.5809771247020155
4,0,1,2,0.0,0.0,0.0,0,5.5,False,False,0.19001791017606715,False,0.14,False,0.2596661725818287,AdaBoost,AdaBoost,False,0.2575724889240003
42,209,3,24,0.8461540000000001,0.9,0.323529,6,12.407407000000001,True,True,0.9998587537783976,True,1.0,True,0.9600620454353008,AdaBoost,AdaBoost,True,0.9609813535172868
2,0,3,1,2.0,0.0,1.0,0,7.0,False,False,0.08527772867782395,False,0.2,False,0.4295832592575397,AdaBoost,AdaBoost,False,0.4220294360041489
23,6,3,12,0.6727270000000001,0.0,0.592593,1,11.416667,True,True,0.5444369779424778,True,0.7,True,0.5753746500677264,AdaBoost,AdaBoost,True,0.5756705307735069
5,0,2,2,0.0,0.0,0.0,0,19.0,True,False,0.2218810589239724,False,0.3,False,0.33621788891508914,AdaBoost,AdaBoost,False,0.3339188332568819
32,20,2,8,0.625,1.0,0.0,0,31.0,False,False,0.4382826843160638,False,0.3,True,0.5272195367278733,AdaBoost,AdaBoost,True,0.5243145589152087
29,171,1,19,1.055556,0.0,0.581395,0,5.684211,True,True,0.9989125823013372,True,0.8,True,0.8259852997754352,AdaBoost,AdaBoost,True,0.8287613028562079
7,4,3,5,0.5,1.0,0.9444440000000001,0,4.6,False,False,0.1252812685421278,False,0.1,False,0.4220748897218021,AdaBoost,AdaBoost,False,0.41434590262758686
37,0,1,18,0.684211,0.833333,0.392857,6,14.75,True,True,0.979786708724023,True,0.6,True,0.8619856356722477,AdaBoost,AdaBoost,True,0.8623631471077665
50,244,3,22,0.9082129999999999,0.44444399999999995,0.34375,5,15.375,True,True,0.9998265434781956,True,0.9,True,0.8422561333656706,AdaBoost,AdaBoost,True,0.8452824884254176
5,0,1,1,0.0,1.0,0.0,0,22.0,False,False,0.14444939061692227,False,0.4400000000000001,False,0.32747306699507484,AdaBoost,AdaBoost,False,0.3250272004534458
47,175,1,20,0.6309520000000001,0.0,0.34375,5,20.409091,True,True,0.9999554310853964,True,0.7,True,0.610476371501974,AdaBoost,AdaBoost,True,0.6154366786442884
41,38,1,22,0.75,0.875,0.34375,6,16.541667,True,True,0.9927220065575554,True,0.8,True,0.7732021251835718,AdaBoost,AdaBoost,True,0.7759706409717165
23,0,10,11,0.642857,1.0,0.45,2,19.307692000000007,False,False,0.025085440087052317,True,0.6,False,0.4740555684246367,AdaBoost,AdaBoost,False,0.4686266249937378
0,0,4,0,2.0,0.0,0.0,0,0.0,False,False,0.028078426126740347,False,0.0,False,0.02816442286822657,AdaBoost,AdaBoost,False,0.028126720781720457
35,16,2,8,0.727273,0.555556,0.0,0,28.166666999999997,True,False,0.4686032283272668,False,0.5,False,0.4782555750386346,AdaBoost,AdaBoost,False,0.4781638057833237
47,28,1,11,0.636364,1.0,0.655172,6,28.166666999999997,False,True,0.9554572895704744,False,0.4,False,0.4919578181965655,AdaBoost,AdaBoost,False,0.49760480775646937
0,0,0,0,2.0,0.0,0.0,0,0.0,False,False,0.08518580194025145,False,0.0,False,0.035667331358037783,AdaBoost,AdaBoost,False,0.03623702680456678
0,0,0,0,2.0,0.0,0.0,0,0.0,False,False,0.08518580194025145,False,0.0,False,0.035667331358037783,AdaBoost,AdaBoost,False,0.03623702680456678
0,0,0,0,2.0,0.0,0.0,0,0.0,False,False,0.08518580194025145,False,0.0,False,0.035667331358037783,AdaBoost,AdaBoost,False,0.03623702680456678
0,0,2,0,2.0,0.0,0.0,0,0.0,False,False,0.05029557568871479,False,0.0,False,0.0363602047418144,AdaBoost,AdaBoost,False,0.03648498517392817
9,0,1,3,0.0,0.0,0.0,0,26.666666999999997,False,True,0.5860972663960892,True,0.7,True,0.5936279479624029,AdaBoost,AdaBoost,True,0.5936722485707758
0,0,1,0,2.0,0.0,0.0,0,0.0,False,False,0.06602202573972772,False,0.0,False,0.015000774746477647,AdaBoost,AdaBoost,False,0.0156087242942901
13,3,2,10,0.722222,0.5,0.466667,2,6.1,True,True,0.8500430413855712,True,0.9,True,0.6354167111097118,AdaBoost,AdaBoost,True,0.6384331461677443
19,0,7,8,0.642857,0.5,0.0,0,40.375,True,False,0.08408498246676621,False,0.3,False,0.4250304583692816,AdaBoost,AdaBoost,False,0.4206275427998471
49,0,8,11,0.757576,0.333333,0.633333,5,21.166667,False,False,0.07743759294151803,False,0.4,False,0.4784557593530123,AdaBoost,AdaBoost,False,0.47337249181652463
18,45,6,8,1.111111,0.0,0.631579,6,7.5,True,True,0.632981083313246,True,0.9,True,0.5939425400176708,AdaBoost,AdaBoost,True,0.5948268015175346
34,19,2,13,1.0769229999999999,1.0,0.555556,4,26.0,True,True,0.9221705684003462,False,0.3,False,0.4061232921567833,Voting,Voting,True,0.7718328055379061
9,14,5,6,0.785714,0.0,0.695652,0,7.625,False,False,0.1481665211147392,False,0.1,False,0.4360691122753751,AdaBoost,AdaBoost,False,0.432054451402274
47,195,3,27,0.875,0.833333,0.42222200000000004,5,16.481481,True,True,0.9999502546095344,True,0.9,True,0.8394791252254798,AdaBoost,AdaBoost,True,0.8415536961451745
22,0,1,0,0.333333,1.0,0.0,0,25.666667,False,False,0.048713502093355406,False,0.3,False,0.43854254353670974,AdaBoost,AdaBoost,False,0.43350311238522243
24,53,1,6,1.033333,1.0,0.0,0,20.636364,False,False,0.3981306323876741,True,0.6,False,0.468185404089062,AdaBoost,AdaBoost,False,0.4674852320821497
36,221,5,21,0.727273,0.75,0.35483899999999996,6,14.043478,True,True,0.9999711426397306,True,1.0,True,0.9384646517646196,AdaBoost,AdaBoost,True,0.9393088771536385
2,0,0,1,2.0,0.0,0.0,0,3.0,True,False,0.09637188130684878,False,0.0,False,0.035863814000153885,AdaBoost,AdaBoost,False,0.03657115768444059
53,100,2,28,0.75,0.8888889999999999,0.212121,2,17.862069,True,True,0.9951113932358266,True,0.9,True,0.8062775146653115,AdaBoost,AdaBoost,True,0.8087479403327925
8,0,3,3,0.0,0.0,0.0,0,9.333333,False,False,0.1404690961728018,False,0.3,False,0.4644440132623307,AdaBoost,AdaBoost,False,0.4604847049343567
24,6,2,11,0.787879,0.0,0.0,0,11.5,True,True,0.6284250931993697,False,0.4,True,0.5442027515466196,AdaBoost,AdaBoost,True,0.5450651394612442
44,0,5,20,0.976667,0.13333299999999998,0.0,0,5.571429,True,True,0.6012712969082754,False,0.5,True,0.5120261950579209,AdaBoost,AdaBoost,True,0.5131192720597232
30,54,4,14,0.7,0.0,0.416667,1,23.0,False,True,0.9877541642959912,True,1.0,True,0.7475881671342766,AdaBoost,AdaBoost,True,0.7498157141253418
24,0,2,8,0.666667,0.5,0.631579,6,15.9,True,True,0.9245506200408364,True,1.0,True,0.795821720963366,AdaBoost,AdaBoost,True,0.7970777999880814
10,3,6,1,2.0,0.0,0.9714290000000001,1,8.0,False,False,0.024426995844353167,False,0.1,False,0.2635245991068726,AdaBoost,AdaBoost,False,0.26138340545685906
7,6,4,5,2.0,0.0,0.769231,1,8.2,False,False,0.1352430246834907,False,0.0,False,0.20206708883625835,AdaBoost,AdaBoost,False,0.20133170214815507
24,4,1,2,0.333333,1.0,0.0,0,35.25,False,False,0.0485430292904712,False,0.0,False,0.3184078661920376,AdaBoost,AdaBoost,False,0.31587632071609134
11,0,2,5,0.0,1.0,0.0,0,27.166666999999997,True,False,0.14656294869847367,False,0.0,False,0.325681262622508,AdaBoost,AdaBoost,False,0.3238981003122142
14,41,5,11,0.916667,0.0,0.642857,0,4.4545449999999995,False,True,0.8756667499254096,True,0.7,True,0.6166664184737988,AdaBoost,AdaBoost,True,0.6189028454274489
8,6,3,4,2.0,0.0,1.0,0,4.0,True,False,0.09175413515631246,False,0.1,False,0.35550658350129444,AdaBoost,AdaBoost,False,0.3531040951731115
4,1,5,3,2.0,0.0,0.875,0,7.0,False,False,0.060345029109638126,False,0.0,False,0.09545803504625704,AdaBoost,AdaBoost,False,0.0950810736295303
8,6,2,4,2.0,0.0,1.0,0,4.0,False,False,0.4447353090152337,False,0.1,False,0.4837761439740447,AdaBoost,AdaBoost,False,0.4831119590272907
8,6,2,4,2.0,0.0,1.0,0,4.0,True,False,0.4447353090152337,False,0.1,False,0.4837761439740447,AdaBoost,AdaBoost,False,0.4831119590272907
30,0,4,4,0.333333,0.0,0.0,0,29.0,False,False,0.05408103199614325,False,0.2,False,0.454698175570517,AdaBoost,AdaBoost,False,0.45113447268199525
8,1,2,2,2.0,0.0,0.0,0,11.0,False,False,0.05964618486308065,False,0.1,False,0.32872674043236044,AdaBoost,AdaBoost,False,0.3262655370256749
28,120,1,16,1.066667,0.0,0.625,0,5.4375,True,True,0.9990434718042,True,0.9,True,0.6637677191636535,AdaBoost,AdaBoost,True,0.6667708604208686
34,0,2,10,0.566667,1.0,0.0,0,17.818182,False,False,0.12509495123414335,False,0.5,False,0.4580592195422766,AdaBoost,AdaBoost,False,0.4553197424812203
2,0,1,0,2.0,0.0,0.0,0,3.0,False,False,0.04749232831117554,False,0.3,False,0.4854870007747013,AdaBoost,AdaBoost,False,0.4816654576993281
17,30,3,6,0.75,1.0,0.529412,1,5.0,False,False,0.3272115581556844,False,0.4,False,0.4646098428677541,AdaBoost,AdaBoost,False,0.4634068806146088
37,219,2,21,0.850649,0.857143,0.35483899999999996,5,13.695651999999999,True,True,0.9999909082576072,True,0.9,True,0.7879949631055244,AdaBoost,AdaBoost,True,0.7898609224562356
18,54,4,8,0.924242,1.0,0.230769,2,17.0,False,True,0.8996576550513496,True,0.8,True,0.5506628352056804,AdaBoost,AdaBoost,True,0.5537908371013202
39,49,3,13,0.75,0.5,0.478261,6,23.466667,True,True,0.985677826658038,True,0.8,True,0.6826948157268656,AdaBoost,AdaBoost,True,0.6853245300472489
10,0,5,3,0.25,1.0,0.0,0,24.333333,True,False,0.04249238343349728,False,0.0,False,0.2280956936968877,AdaBoost,AdaBoost,False,0.22634419756657675
46,117,1,24,0.936364,0.363636,0.323529,6,17.576923,True,True,0.9999334190429624,True,1.0,True,0.9225348971130288,AdaBoost,AdaBoost,True,0.9232481372083362
41,4,1,8,0.875,0.5,0.730769,5,32.111111,True,True,0.5321985769040655,False,0.3,False,0.415484713790326,Voting,Voting,True,0.5225652103294646
1,0,9,1,2.0,0.0,0.0,0,0.0,False,False,0.007426349090018206,False,0.0,False,0.0665385027287791,AdaBoost,AdaBoost,False,0.06598687854775544
16,4,1,4,0.333333,0.0,0.0,0,19.25,True,False,0.17884636696831288,False,0.1,False,0.448848575860382,AdaBoost,AdaBoost,False,0.44629907980782796
9,36,5,9,2.0,0.0,0.0,0,0.0,False,True,0.5289747548591024,False,0.2,False,0.26337590763284835,AdaBoost,AdaBoost,False,0.2655354441924072
19,0,0,10,0.0,1.0,0.5,2,7.5,False,False,0.2412840720022897,False,0.5,True,0.5160810156200117,AdaBoost,AdaBoost,True,0.5137760838131226
31,3,1,9,0.22222199999999998,0.0,0.0,0,17.2,True,True,0.510849766830151,True,0.6,True,0.5482148507565058,AdaBoost,AdaBoost,True,0.548039136225874
15,26,2,7,0.857143,0.25,0.9,1,25.875,True,True,0.7972448128872124,True,0.7,True,0.5583857517294691,AdaBoost,AdaBoost,True,0.5598662349646271
48,38,3,17,0.822917,0.666667,0.5428569999999999,5,23.294118,False,True,0.6405033292222109,True,0.7,True,0.6157292352607967,AdaBoost,AdaBoost,True,0.6159348494697487
15,4,3,5,0.428571,1.0,0.416667,1,9.875,False,False,0.10905752897698467,False,0.2,False,0.3026148598460713,AdaBoost,AdaBoost,False,0.3014242910052332
22,3,1,6,0.75,1.0,0.0,0,16.833333,False,False,0.08690049588559272,False,0.4,False,0.4426114445697337,AdaBoost,AdaBoost,False,0.440552024560723
8,1,0,2,2.0,0.0,0.0,0,13.0,True,False,0.11729448766193468,False,0.0,False,0.1501699586666571,AdaBoost,AdaBoost,False,0.14629604227294532
25,24,6,8,0.8636360000000001,1.0,0.0,0,25.25,False,False,0.3830493165353223,False,0.4,True,0.506839770902836,AdaBoost,AdaBoost,True,0.5060476238717279
21,0,2,4,0.5,1.0,0.0,0,28.4,False,False,0.3959971487878973,False,0.5,False,0.4897011100507311,AdaBoost,AdaBoost,False,0.4891694556688727
22,0,1,5,0.166667,1.0,0.0,0,11.285714,True,False,0.036367834956325326,False,0.2,False,0.24905020898678001,AdaBoost,AdaBoost,False,0.24778969040862509
35,1,1,16,0.670588,0.8,0.42307700000000004,6,14.055556,True,True,0.9755246063108745,True,1.0,True,0.7994896578127884,AdaBoost,AdaBoost,True,0.8006512354403735
11,4,1,2,0.833333,1.0,0.5,1,25.5,False,False,0.16481848025572587,False,0.4,False,0.40181035526017017,AdaBoost,AdaBoost,False,0.4004458191447507
30,34,6,9,0.690909,1.0,0.0,0,24.083333,True,False,0.388494785765249,False,0.3,False,0.4173810190024222,AdaBoost,AdaBoost,False,0.4171263266317925
51,89,3,22,0.7210880000000001,0.857143,0.269231,2,17.636364,True,True,0.9917956509144265,True,1.0,True,0.9412016851379084,AdaBoost,AdaBoost,True,0.9415364576769657
15,4,6,2,0.333333,1.0,0.0,0,12.5,False,False,0.005633627029723224,False,0.3,False,0.455436046767942,AdaBoost,AdaBoost,False,0.452732793638842
8,15,2,6,1.2,0.0,0.0,0,22.0,True,True,0.6132896516192523,True,0.7,True,0.5586127532728226,AdaBoost,AdaBoost,True,0.5590334609297435
1,0,1,1,2.0,0.0,0.0,0,0.0,False,False,0.388253896938884,False,0.1,False,0.09055413314689227,AdaBoost,AdaBoost,False,0.09226486852229414
41,82,1,22,0.766304,0.875,0.34375,6,16.916667,True,True,0.999569241935472,True,1.0,True,0.9361335368281022,AdaBoost,AdaBoost,True,0.9365464515018208
39,1,8,12,0.692308,0.5,0.5,6,16.214285999999998,True,False,0.15769258444428536,True,0.8,True,0.5553340750564303,AdaBoost,AdaBoost,True,0.553229385136807
17,0,3,3,0.0,1.0,0.0,0,27.75,False,False,0.3916718319761273,False,0.4,True,0.5078545172712989,AdaBoost,AdaBoost,True,0.5071037791074627
6,0,1,5,0.583333,1.0,0.0,0,7.0,False,False,0.10049803767878827,False,0.1,False,0.1835383352379194,AdaBoost,AdaBoost,False,0.18299770897148077
6,15,6,6,2.0,0.0,0.0,0,0.0,False,False,0.04365257650899774,False,0.2,False,0.24188337400206725,AdaBoost,AdaBoost,False,0.24070899726705816
19,5,2,8,0.740741,1.0,0.3,2,21.0,False,True,0.7508121387342602,False,0.5,True,0.6844332138007393,RandomForest,RandomForest,False,0.5062195246043442
5,0,3,3,0.666667,1.0,0.0,0,5.25,False,False,0.030132447781487437,False,0.2,False,0.3123733397062283,AdaBoost,AdaBoost,False,0.31066836455363733
12,3,2,9,0.916667,0.5,0.5,2,7.3,True,True,0.8602129091601656,True,0.9,True,0.908099011192414,AdaBoost,AdaBoost,True,0.9078170559949512
30,88,1,14,0.683333,0.0,0.0,0,14.375,True,True,0.995080878892875,True,0.8,True,0.6140499360266114,AdaBoost,AdaBoost,True,0.6163800104555595
30,88,1,14,0.683333,0.0,0.0,0,14.375,False,True,0.995080878892875,True,0.8,True,0.6140499360266114,AdaBoost,AdaBoost,True,0.6163800104555595
6,2,3,4,0.75,1.0,0.0,0,5.4,False,False,0.03848744743474072,False,0.2,False,0.1820921252886862,AdaBoost,AdaBoost,False,0.18127924531823666
1,0,3,1,2.0,0.0,0.0,0,0.0,False,False,0.049230360325440536,False,0.1,False,0.10736211094154327,AdaBoost,AdaBoost,False,0.10716582380751857
34,141,1,20,0.957393,0.315789,0.366667,6,17.363636,True,True,0.9998542611880205,True,1.0,True,0.9064176594148272,AdaBoost,AdaBoost,True,0.9067764347170082
46,153,1,24,0.8,0.8888889999999999,0.323529,6,17.923077,True,True,0.9998072411532952,True,1.0,True,0.8992231499694034,AdaBoost,AdaBoost,True,0.8996096087417804
22,0,7,8,0.35,1.0,0.578947,6,15.181818,True,False,0.15595285823608745,False,0.4,True,0.5069347747038374,AdaBoost,AdaBoost,True,0.5057029604321147
14,33,1,11,0.9,0.75,0.4375,2,4.636364,True,True,0.9280409880115282,True,0.8,True,0.5199181298150815,AdaBoost,AdaBoost,True,0.5214247667881189
17,9,4,11,0.25,1.0,0.0,0,6.5454550000000005,False,False,0.11436874168491196,False,0.4,False,0.4570808939077447,AdaBoost,AdaBoost,False,0.45589987824536427
1,0,6,1,2.0,0.0,0.0,0,0.0,False,False,0.022151081887503216,False,0.0,False,0.07822863919595753,AdaBoost,AdaBoost,False,0.0780031575611664
1,0,6,1,2.0,0.0,0.0,0,0.0,False,False,0.022151081887503216,False,0.0,False,0.07822863919595753,AdaBoost,AdaBoost,False,0.0780031575611664
1,0,6,1,2.0,0.0,0.0,0,0.0,False,False,0.022151081887503216,False,0.0,False,0.07822863919595753,AdaBoost,AdaBoost,False,0.0780031575611664
4,3,2,3,2.0,0.0,0.0,0,1.666667,False,False,0.08975548417863717,False,0.025,False,0.2283042879005956,AdaBoost,AdaBoost,False,0.22774215891742178
1,0,3,1,2.0,0.0,0.0,0,0.0,False,False,0.049230360325440536,False,0.1,False,0.10736211094154327,AdaBoost,AdaBoost,False,0.10716582380751857
1,0,3,1,2.0,0.0,0.0,0,0.0,False,False,0.049230360325440536,False,0.1,False,0.10736211094154327,AdaBoost,AdaBoost,False,0.10716582380751857
4,6,5,4,2.0,0.0,0.0,0,0.0,False,False,0.05425983567770926,False,0.0,False,0.13436591634619824,AdaBoost,AdaBoost,False,0.13403461760395594
4,6,6,4,2.0,0.0,0.0,0,0.0,False,False,0.042093939084924786,False,0.0,False,0.13389501169181825,AdaBoost,AdaBoost,False,0.1335227746377971
8,21,0,7,1.0,1.0,0.583333,2,2.571429,True,False,0.29410649734301625,False,0.4,True,0.511195021139654,AdaBoost,AdaBoost,True,0.5104109915761624
8,21,1,7,1.166667,0.5,0.583333,2,3.285714,True,True,0.7619588549974026,True,0.9,True,0.7508047175839972,AdaBoost,AdaBoost,True,0.7509124963071714
4,1,2,1,2.0,0.0,0.0,0,18.5,False,False,0.11170027821912057,False,0.2,False,0.4178949033294235,AdaBoost,AdaBoost,False,0.4167599254030722
10,9,2,7,0.9444440000000001,0.666667,0.583333,2,8.428571,True,True,0.7770434248948326,True,0.8,True,0.6891871644787281,AdaBoost,AdaBoost,True,0.6895353950182406
21,9,2,11,0.25,1.0,0.0,0,7.181817999999999,False,False,0.15562521871904125,False,0.3,True,0.517391903560314,AdaBoost,AdaBoost,True,0.5160687195016944
21,9,2,11,0.25,1.0,0.0,0,7.181817999999999,False,False,0.15562521871904125,False,0.3,True,0.517391903560314,AdaBoost,AdaBoost,True,0.5160687195016944
12,22,1,7,0.8857139999999999,0.8,0.583333,2,11.125,True,True,0.8263930886626346,True,0.7,True,0.5522880947748977,AdaBoost,AdaBoost,True,0.5532809611241201
39,204,2,21,0.882609,0.7,0.34375,6,16.0,True,True,0.9999191510609656,True,1.0,True,0.9304862467071956,AdaBoost,AdaBoost,True,0.9307524029525378
12,8,0,7,0.8214290000000001,0.083333,0.0,0,13.625,True,True,0.6079777009934539,True,0.76,True,0.5584449770625958,AdaBoost,AdaBoost,True,0.5587065187240542
6,0,3,5,2.0,0.0,0.777778,0,6.4,False,False,0.12229091267625193,False,0.3,False,0.30832032659116354,AdaBoost,AdaBoost,False,0.30768862398315217
16,10,4,5,2.0,0.0,0.555556,0,9.0,False,False,0.07248269860599722,False,0.4,True,0.524273040329007,AdaBoost,AdaBoost,True,0.522694247688571
12,10,1,5,2.0,0.0,0.555556,0,5.4,False,False,0.3107502795562452,True,0.6599999999999999,True,0.6003376330471238,Voting,Voting,False,0.333409241253697
38,21,2,18,0.685185,0.833333,0.304348,2,13.631579,True,True,0.9387784272250452,False,0.5,True,0.6887187660775445,AdaBoost,AdaBoost,True,0.6894731937102792
22,2,2,8,0.666667,0.166667,0.538462,2,20.777778,True,True,0.8599265898543419,True,0.7,True,0.5406327385895106,AdaBoost,AdaBoost,True,0.5419282813160713
16,55,2,11,1.1,0.333333,0.25,0,7.454544999999999,True,True,0.9475695168284533,True,0.9,True,0.6427497514884193,AdaBoost,AdaBoost,True,0.6440297388084087
17,0,2,7,0.571429,1.0,0.0,0,15.375,False,False,0.1082480099816215,False,0.0,False,0.4854280812185371,AdaBoost,AdaBoost,False,0.4837794944159417
15,21,1,11,0.533333,1.0,0.0,0,6.909091,False,False,0.28213949518359244,False,0.1,False,0.4519931864175563,AdaBoost,AdaBoost,False,0.45119912364660886
30,48,2,9,0.818182,1.0,0.0,0,25.25,True,True,0.7221195860302925,False,0.4,True,0.5307766041566986,AdaBoost,AdaBoost,True,0.5314649803377715
35,169,5,20,0.946779,0.352941,0.366667,6,12.590909,True,True,0.9997966007484768,True,1.0,True,0.8673892968111122,AdaBoost,AdaBoost,True,0.8679526720476085
4,3,1,3,2.0,0.0,0.0,0,1.333333,False,False,0.09349568764972578,False,0.0,False,0.18987187891231805,AdaBoost,AdaBoost,False,0.18942432971566947
27,6,5,9,0.875,0.333333,0.703704,5,18.666667,False,True,0.901550281214068,True,0.8,True,0.6601381706850029,AdaBoost,AdaBoost,True,0.6611270160460283
18,39,2,9,0.851852,0.333333,0.5,2,6.5,True,True,0.9301001879855254,True,1.0,True,0.6386551614892516,AdaBoost,AdaBoost,True,0.6399257792791516
9,10,1,5,1.25,0.0,0.96,3,4.4,True,False,0.3097301494521438,False,0.26666666666666666,False,0.4778724604381569,AdaBoost,AdaBoost,False,0.47714006556987054
9,10,1,5,1.25,0.0,0.96,3,4.4,True,False,0.3097301494521438,False,0.26666666666666666,False,0.4778724604381569,AdaBoost,AdaBoost,False,0.47714006556987054
8,1,0,2,2.0,0.0,0.0,0,12.5,False,False,0.4462305221536775,True,0.6,True,0.7342352340003672,Voting,AdaBoost,True,0.7317832538538961
20,4,2,7,0.8,0.6,0.583333,2,16.875,True,True,0.8048502388859444,True,1.0,True,0.6693632855217986,AdaBoost,AdaBoost,True,0.6700209533766748
17,0,1,7,0.5,1.0,0.0,0,24.555556,True,False,0.17192289003350192,False,0.0,False,0.4600337427517551,AdaBoost,AdaBoost,False,0.45873833765750593
40,103,2,16,0.8487389999999999,0.0,0.42307700000000004,6,16.777778,True,True,0.999062151844144,True,0.9,True,0.94468668438681,AdaBoost,AdaBoost,True,0.9448795112362631
18,33,2,9,0.866667,0.6,0.5,2,7.4,True,True,0.9034813144343148,True,1.0,True,0.6458575607998204,AdaBoost,AdaBoost,True,0.6469940718135715
8,10,1,4,1.25,0.0,0.923077,2,4.0,True,False,0.2201175561952801,False,0.16666666666666666,True,0.5224609966479915,AdaBoost,AdaBoost,True,0.5211594944211684
8,10,1,4,1.25,0.0,0.923077,2,4.0,True,False,0.2201175561952801,False,0.16666666666666666,True,0.5224609966479915,AdaBoost,AdaBoost,True,0.5211594944211684
46,105,1,20,0.920635,0.4,0.366667,6,17.5,True,True,0.9995461175622036,True,1.0,True,0.9427918839928942,AdaBoost,AdaBoost,True,0.943033819482811
8,10,2,4,1.25,0.0,0.923077,2,4.0,True,False,0.19396087401331685,False,0.16666666666666666,True,0.5021945807227178,AdaBoost,AdaBoost,True,0.5008706204781767
4,6,1,4,2.0,0.0,0.0,0,0.0,True,False,0.11728061597158253,False,0.0,False,0.16139456197438054,AdaBoost,AdaBoost,False,0.16116061132090342
32,43,1,15,0.833333,0.666667,0.575758,5,15.466667000000001,False,True,0.6611186653639977,False,0.15,False,0.34754482823485583,AdaBoost,AdaBoost,False,0.3486652257252683
33,43,1,15,0.833333,0.666667,0.575758,5,15.8,False,True,0.6606613038575548,False,0.25,False,0.38013764117769694,AdaBoost,AdaBoost,False,0.381171311073205
32,114,1,18,0.789474,0.833333,0.392857,6,16.55,True,True,0.9996855743350318,True,1.0,True,0.9080992185957548,AdaBoost,AdaBoost,True,0.9084899832704092
4,6,1,4,2.0,0.0,0.0,0,0.0,False,False,0.11728061597158253,False,0.0,False,0.16139456197438054,AdaBoost,AdaBoost,False,0.16116061132090342
2,1,5,2,2.0,0.0,0.0,0,0.0,False,False,0.02304211779016665,False,0.1,False,0.10445139703062116,AdaBoost,AdaBoost,False,0.1041343152225792
2,1,5,2,2.0,0.0,0.0,0,0.0,False,False,0.02304211779016665,False,0.1,False,0.10445139703062116,AdaBoost,AdaBoost,False,0.1041343152225792
19,0,2,7,1.142857,0.5,0.772727,5,18.875,True,True,0.9423161239895972,True,0.9,True,0.6082944893521676,AdaBoost,AdaBoost,True,0.6094227473719369
5,3,3,2,2.0,0.0,0.0,0,13.333332999999998,False,False,0.4091780893760804,False,0.1,False,0.4853364470977891,AdaBoost,AdaBoost,False,0.4850081624442799
