dit,ca,ce,lcom3,loc,moa,ic,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1.0,3.0,0.0,0.0,24.0,0.0,0.0,False,False,0.019444364394943254,False,0.0,False,0.007523456640435723,RandomForest,RandomForest,False,4.108726930174198e-05
4.0,2.0,4.0,0.533333,494.0,1.0,2.0,False,False,0.010937899055814444,False,0.1,False,0.09732696110277607,RandomForest,RandomForest,False,0.09980798071724364
7.0,2.0,11.0,0.5428569999999999,212.0,3.0,1.0,False,False,0.16615074188244686,False,0.2,False,0.09016381535542316,RandomForest,RandomForest,False,0.19992544245067972
4.0,5.0,5.0,0.0,44.0,0.0,1.0,False,False,0.008410220438900079,False,0.0,False,0.11703878730192052,RandomForest,RandomForest,False,5.4201188568276585e-06
2.0,1.0,5.0,0.5636359999999999,525.0,1.0,1.0,False,False,0.028698915252765963,False,0.0,False,0.031258622893176366,RandomForest,RandomForest,False,1.747607824226169e-05
1.025126,10.455445,16.079404,0.7510319999999999,663.726907,0.644173,0.973834,True,True,0.5003757091928058,True,0.6,True,0.7166657010578003,RandomForest,RandomForest,True,0.599939957399468
1.0,0.0,2.0,2.0,38.0,0.0,0.0,False,False,0.2098988581547976,False,0.0,False,0.1882074879509188,RandomForest,RandomForest,False,0.00012806075421317617
1.0,1.0,4.0,0.679688,709.0,1.0,0.0,False,False,0.32634000081302633,False,0.1,False,0.20905661207527287,RandomForest,RandomForest,False,0.10013749092064302
1.981811,3.186008,5.36028,1.19031,209.312365,0.080822,0.07823300000000001,True,True,0.57219975972939,False,0.5,True,0.541512894048397,RandomForest,RandomForest,False,0.5000439955539618
1.0,2.0,1.0,0.43636400000000003,212.0,0.0,0.0,False,False,0.05874391577893909,False,0.0,False,0.04107079833312334,RandomForest,RandomForest,False,3.570058537267115e-05
1.0,12.0,11.0,0.798077,466.0,1.0,0.0,False,False,0.2944299513710719,False,0.0,False,0.3470455321192958,RandomForest,RandomForest,False,0.00017920185441174836
1.0,4.0,3.0,1.0,239.0,3.0,0.0,False,False,0.08955252231221772,False,0.0,False,0.11801864060937435,RandomForest,RandomForest,False,5.4611083735042876e-05
1.3136809999999999,3.204899,10.507227,0.959683,215.897182,0.966414,0.681872,True,False,0.4810586612727144,False,0.5,True,0.6308646442005699,AdaBoost,AdaBoost,True,0.6227228111520441
1.0,2.0,0.0,0.688312,256.0,1.0,0.0,False,False,0.07982421377484462,False,0.0,False,0.1018411469624712,RandomForest,RandomForest,False,4.851081564668098e-05
2.0,2.0,9.0,0.621212,615.0,2.0,0.0,False,False,0.3980596612930449,False,0.0,False,0.1289183595228052,RandomForest,RandomForest,False,0.00024152418060093003
2.0,4.0,9.0,0.771429,388.0,0.0,0.0,False,False,0.33323521685750523,False,0.0,False,0.1908692008135551,RandomForest,RandomForest,False,0.00020187848142053355
7.0,0.0,2.0,2.0,16.0,0.0,1.0,False,False,0.08449301940715775,False,0.0,False,0.11820395710200565,RandomForest,RandomForest,False,5.152181984630589e-05
6.0,9.0,7.0,0.868132,339.0,1.0,2.0,False,False,0.006770750683663902,False,0.4,False,0.3347059606426614,RandomForest,RandomForest,False,0.3997618965551212
3.397877,0.6610159999999999,5.897869,1.306408,232.883542,0.0366,0.0,True,True,0.6849786769934507,True,0.6,False,0.49365361306560906,RandomForest,RandomForest,True,0.6000512367624926
6.0,10.0,22.0,0.8138529999999999,561.0,4.0,1.0,True,False,0.3255570144149286,False,0.4,False,0.470385779073554,RandomForest,RandomForest,False,0.39995508855422446
2.0,1.0,9.0,0.571429,177.0,3.0,0.0,False,False,0.182863516674482,False,0.0,False,0.10359287157519224,RandomForest,RandomForest,False,0.0001111711452058628
6.0,11.0,11.0,0.8979590000000001,230.0,1.0,0.0,False,False,0.3918854871600253,False,0.4,False,0.4711891328807603,RandomForest,RandomForest,False,0.399995281545178
5.906434,9.448118,21.102337,0.794291,558.11326,2.927452,0.9604020000000001,True,True,0.7457740966830769,True,0.7,True,0.5635005358889371,RandomForest,RandomForest,True,0.7000273560580984
1.0,0.0,3.0,0.5,300.0,0.0,0.0,False,False,0.1093627239178316,False,0.0,False,0.0775738390651951,RandomForest,RandomForest,False,6.65003349545671e-05
1.373908,10.981382,9.061396,0.687243,685.228345,0.357901,0.302636,True,True,0.641736512648758,True,1.0,True,0.9245157316170276,RandomForest,RandomForest,True,0.9997823842040912
1.0,10.0,18.0,2.0,397.0,0.0,0.0,False,True,0.6105899742578825,False,0.2,False,0.20251570029485505,RandomForest,RandomForest,False,0.2002487864106941
4.871497,9.199616,13.479527,0.668266,397.14567900000003,0.67606,0.0,True,True,0.8061975753418794,True,1.0,True,0.9513810035423378,RandomForest,RandomForest,True,0.999882434189764
1.0,7.0,4.0,0.833333,300.0,1.0,0.0,False,False,0.13104593097001194,False,0.0,False,0.10043125786060138,RandomForest,RandomForest,False,7.962413320548266e-05
5.0,4.0,1.0,0.571429,419.0,0.0,0.0,False,False,0.1755632720741428,False,0.1,False,0.15932449345080515,RandomForest,RandomForest,False,0.10004594797229083
7.0,8.0,19.0,0.7460319999999999,685.0,3.0,2.0,False,False,0.09212180452678442,False,0.3,True,0.5240306996720412,RandomForest,RandomForest,False,0.2998746592973249
6.0,2.0,5.0,2.0,150.0,0.0,0.0,False,False,0.4485645604879707,False,0.2,False,0.08404397244162175,RandomForest,RandomForest,False,0.20015005856037674
3.0,1.0,0.0,1.0,82.0,0.0,2.0,False,False,0.0024730392201584195,False,0.0,False,0.04695351371967496,RandomForest,RandomForest,False,1.6325689242106956e-06
3.037199,10.840422,15.757012,0.728302,571.840678,1.47601,0.583354,True,True,0.7279164914818209,True,1.0,True,0.948961690736636,RandomForest,RandomForest,True,0.9998353248862258
3.042907,7.044188,11.427434,0.669507,392.719251,0.103559,0.0,True,True,0.7218494388997998,True,1.0,True,0.8934617118952146,RandomForest,RandomForest,True,0.99983140264611
1.0,11.0,8.0,0.666667,232.0,0.0,0.0,False,False,0.1272779438406222,False,0.1,False,0.4775281749859851,RandomForest,RandomForest,False,0.10001757251979626
3.5975599999999996,0.127445,15.860616,1.201689,297.265874,0.11831900000000001,0.0,True,True,0.9441606017879212,True,1.0,True,0.7122812277686977,RandomForest,RandomForest,True,0.9999653756252116
1.0,4.437633,4.210959,1.53231,209.256479,0.0,0.0,True,False,0.21367651891835013,False,0.2,False,0.202890557430516,RandomForest,RandomForest,False,0.20000831951297607
1.0,4.0,11.0,0.705882,707.0,0.0,0.0,False,False,0.48786068091759993,False,0.3,False,0.3639263217777773,RandomForest,RandomForest,False,0.3001140044648766
1.0,1.0,0.0,0.583333,443.0,1.0,1.0,False,False,0.007952920819555698,False,0.0,False,0.018445671889442718,RandomForest,RandomForest,False,4.862330982710671e-06
3.0,2.0,0.0,1.12,184.0,0.0,1.0,False,False,0.013794037476376315,False,0.0,False,0.08182087425561173,RandomForest,RandomForest,False,8.573020684964642e-06
7.0,4.0,8.0,0.8412700000000001,368.0,1.0,0.0,False,False,0.4547863022834888,False,0.0,False,0.3317004810497575,RandomForest,RandomForest,False,0.00027628790658775724
1.0148030000000001,10.954241,10.111986,0.649634,672.062669,0.34147,0.7377630000000001,True,False,0.4669711708780506,True,0.6,True,0.8164702148189709,RandomForest,RandomForest,True,0.5999202883698753
4.050325,2.2028689999999997,11.596085,1.0300799999999999,340.00645499999996,0.12334300000000001,0.0,True,True,0.8527049483088351,True,0.9,True,0.6548993101564163,RandomForest,RandomForest,True,0.8999706660572475
3.0,15.0,2.0,0.8,135.0,1.0,0.0,False,False,0.05211506732414917,False,0.2,False,0.34419069580718337,RandomForest,RandomForest,False,0.19991092466458918
2.0,1.0,10.0,1.0,290.0,0.0,1.0,False,False,0.0932137857677678,False,0.1,False,0.07492237589000808,RandomForest,RandomForest,False,0.09999581733409378
5.611671,10.609496,17.981316,0.7671100000000001,570.057603,3.067456,0.8933540000000001,True,True,0.6301874541158977,True,1.0,True,0.7247277646994177,RandomForest,RandomForest,True,0.9997752038325517
3.8813699999999995,2.827532,12.301492,1.164554,350.718084,0.153506,0.0,True,True,0.8780756816979288,True,0.9,True,0.9032264128404502,RandomForest,RandomForest,True,0.8999867431523627
5.023097,3.650057,17.494881,0.891753,444.89437000000004,3.06353,0.831017,True,True,0.7083501907317844,True,1.0,True,0.6392700725787785,RandomForest,RandomForest,True,0.9998215789423417
1.0,4.0,10.0,0.7460319999999999,485.0,1.0,0.0,False,False,0.37430261909979695,False,0.0,False,0.16792407963705475,RandomForest,RandomForest,False,0.00022709041790784052
1.0,4.0,13.0,2.0,191.0,0.0,0.0,False,True,0.531433837404469,False,0.0,False,0.2789461410077502,RandomForest,RandomForest,False,0.0001964463530899713
1.0,2.0,0.0,2.0,13.0,0.0,0.0,False,False,0.16269444100497255,False,0.0,False,0.2061805699662268,RandomForest,RandomForest,False,6.0223442261180175e-05
3.273275,8.590005999999999,16.52992,0.9344899999999999,540.445595,2.755202,0.590917,True,True,0.7184932391164899,True,1.0,True,0.8947689297153969,RandomForest,RandomForest,True,0.9998957291663384
6.0,4.0,5.0,0.592593,254.0,1.0,2.0,False,False,0.006743385784551657,False,0.0,False,0.05196444790138273,RandomForest,RandomForest,False,2.5368533014109814e-06
7.0,2.0,4.0,0.5,64.0,0.0,1.0,False,False,0.03600191858221167,False,0.0,False,0.024356722208034483,RandomForest,RandomForest,False,1.3319265407023254e-05
2.0,7.0,9.0,0.805556,189.0,3.0,1.0,False,False,0.02051156068510326,False,0.2,False,0.18351483727666554,RandomForest,RandomForest,False,0.19993365960272652
5.420762,3.863035,16.17513,1.03998,541.569728,2.5903869999999998,0.895967,True,True,0.669060665985084,True,1.0,True,0.9205239115517116,RandomForest,RandomForest,True,0.9998775760205757
1.0,1.0,6.0,0.6,132.0,3.0,0.0,False,False,0.09638723113396196,False,0.1,False,0.00988335887275515,RandomForest,RandomForest,False,0.09999858611565518
2.0,11.0,9.0,0.428571,89.0,0.0,1.0,False,False,0.01788463816795926,False,0.1,False,0.05441158272793488,RandomForest,RandomForest,False,0.0999696523241434
2.0,5.0,8.0,0.638889,552.0,1.0,1.0,False,False,0.04196399735354153,False,0.3,False,0.2686295296080443,RandomForest,RandomForest,False,0.29990475310852815
1.0,2.0,1.0,2.0,8.0,3.0,0.0,False,False,0.10440408697539368,False,0.0,False,0.06372269639956595,RandomForest,RandomForest,False,3.8607159553565264e-05
5.086206,6.6252460000000015,17.831943,1.302408,543.4807040000002,2.350996,0.219189,True,True,0.935753818593986,True,1.0,True,0.962585279970986,RandomForest,RandomForest,True,0.999976181741405
1.0,6.0,11.0,0.8214290000000001,378.0,1.0,0.0,False,False,0.3475803461649353,False,0.0,False,0.3503015873760849,RandomForest,RandomForest,False,0.00012870068394019938
1.0,3.0,9.0,0.5,203.0,0.0,0.0,False,False,0.229169571671292,False,0.0,False,0.18002129205711506,RandomForest,RandomForest,False,8.482863256768955e-05
4.35596,10.551947,17.942677,0.7368359999999999,561.389125,3.0094090000000002,0.702168,True,True,0.662915771437055,True,1.0,True,0.8515494126079884,RandomForest,RandomForest,True,0.9998753708277335
7.0,2.0,8.0,0.814286,408.0,0.0,0.0,False,False,0.4769114034717466,False,0.2,False,0.11599815887747,RandomForest,RandomForest,False,0.2001023850322551
4.626218,4.01127,18.200205,0.9903639999999999,526.7860450000002,2.079611,0.688821,True,True,0.8544797349564494,True,1.0,True,0.8169843505301504,RandomForest,RandomForest,True,0.9999461029095655
4.0,0.0,0.0,1.1,173.0,0.0,1.0,False,False,0.0230519477308632,False,0.1,False,0.08913385028578928,RandomForest,RandomForest,False,0.0999715859980551
4.9160330000000005,9.124217,15.497229999999998,0.691036,409.950908,1.533558,0.11311500000000001,True,True,0.8308527647227844,True,1.0,True,0.9701988874134192,RandomForest,RandomForest,True,0.9999374954580952
5.633833999999999,9.218224000000001,16.120094,0.706671,551.4775440000002,2.289734,0.9026270000000001,True,True,0.5632550156717291,True,1.0,True,0.9037303205607021,RandomForest,RandomForest,True,0.9998386242635194
5.300438,7.185014,16.375167,0.800806,379.616721,1.158425,0.729269,True,True,0.7275976277228645,True,1.0,True,0.9291699765074032,RandomForest,RandomForest,True,0.9998992937791558
2.0,4.0,8.0,0.694444,294.0,1.0,2.0,False,False,0.007946948513888,False,0.2,False,0.1849766136692504,RandomForest,RandomForest,False,0.1999290407466511
