dit,cbo,lcom,ce,lcom3,loc,moa,ic,cbm,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1.304236,9.282057,0.27922800000000003,10.683561,1.0197450000000001,243.200986,1.0,0.525791,0.258992,6.211912,True,True,0.7143675507052222,True,0.9,True,0.752886344857271,AdaBoost,AdaBoost,True,0.7559771287633229
1.0,5.0,11.0,4.0,0.6,169.0,0.0,0.0,0.0,4.0,False,False,0.05128691277580685,False,0.0,False,0.08197411014539423,AdaBoost,AdaBoost,False,0.07960812215585204
1.0,20.0,0.0,4.0,0.0,43.0,0.0,0.0,0.0,1.0,False,False,0.018249980786884917,False,0.1,False,0.2113591384505072,AdaBoost,AdaBoost,False,0.20570155871627646
1.096274,20.58259,7.806214,17.975495000000006,1.18392,400.686127,0.7248439999999999,0.163108,2.1275470000000003,7.671432000000001,True,True,0.7412167617860318,True,1.0,True,0.8090937856675486,AdaBoost,AdaBoost,True,0.8132241629229562
1.403066,11.215423,64.637291,2.198388,1.550139,150.376225,0.8361290000000001,0.194894,0.492179,5.226013,True,True,0.7015192244078835,True,0.9,True,0.8637638715582122,AdaBoost,AdaBoost,True,0.862488275414386
1.0,17.0,10.0,16.0,0.732143,495.0,3.0,0.0,0.0,3.0,False,True,0.5791556828276689,True,0.8666666666666666,True,0.5898277365275908,AdaBoost,AdaBoost,True,0.5970423254841818
1.0,17.0,10.0,16.0,0.732143,495.0,3.0,0.0,0.0,3.0,True,True,0.5791556828276689,True,0.8666666666666666,True,0.5898277365275908,AdaBoost,AdaBoost,True,0.5970423254841818
1.0935059999999999,24.0,11.593034,23.403397000000002,0.650722,330.632735,1.0,0.8727530000000001,0.37359699999999996,3.911687,True,True,0.9438963046541994,True,0.7833333333333333,True,0.5324809526608919,AdaBoost,AdaBoost,True,0.5448646183746974
1.8132979999999999,20.577663,2.812951,17.627724,0.683045,255.88774500000002,0.4458180000000001,0.161886,0.36294299999999996,5.0,True,True,0.7523248757639375,True,0.8833333333333332,True,0.5421869787392389,AdaBoost,AdaBoost,True,0.5541703327728383
1.17143,11.750223,72.482315,11.888885,1.582096,116.81718400000001,0.137446,0.497676,0.761524,1.568286,True,True,0.8445696844083522,True,1.0,True,0.7808684423265382,AdaBoost,AdaBoost,True,0.7875870555916508
1.08841,0.9070540000000001,2.986652,3.7371449999999995,1.5711870000000001,38.918377,0.0,0.6085010000000001,0.48823599999999995,0.403636,True,False,0.4463395202998437,True,1.0,True,0.785560982028885,AdaBoost,AdaBoost,True,0.7861857141707601
3.0,8.0,10.0,8.0,1.25,135.0,0.0,2.0,2.0,1.0,False,True,0.5710364460740481,False,0.0,False,0.3320796660263255,AdaBoost,AdaBoost,False,0.3265975770221071
3.0,8.0,10.0,8.0,1.25,135.0,0.0,2.0,2.0,1.0,False,True,0.5710364460740481,False,0.0,False,0.3320796660263255,AdaBoost,AdaBoost,False,0.3265975770221071
3.0,8.0,10.0,8.0,1.25,135.0,0.0,2.0,2.0,1.0,False,True,0.5710364460740481,False,0.0,False,0.3320796660263255,AdaBoost,AdaBoost,False,0.3265975770221071
1.0,22.0,76.0,2.0,0.783333,171.0,2.0,1.0,1.0,7.0,False,True,0.8226491458430769,True,0.775,True,0.6054242337187342,AdaBoost,AdaBoost,True,0.612966928046949
2.0,6.0,51.0,5.0,0.836735,183.0,0.0,2.0,2.0,3.0,False,True,0.586815623793488,False,0.07916666666666666,False,0.38011935391296986,AdaBoost,AdaBoost,False,0.37499963197575337
2.0,6.0,51.0,5.0,0.836735,183.0,0.0,2.0,2.0,3.0,False,True,0.586815623793488,False,0.07916666666666666,False,0.38011935391296986,AdaBoost,AdaBoost,False,0.37499963197575337
1.0,11.0,21.0,11.0,0.8,190.0,4.0,0.0,0.0,3.0,False,False,0.16525031173119464,False,0.05,False,0.3578796027000629,AdaBoost,AdaBoost,False,0.34700186962041074
1.0,11.0,21.0,11.0,0.8,190.0,4.0,0.0,0.0,3.0,False,False,0.16525031173119464,False,0.05,False,0.3578796027000629,AdaBoost,AdaBoost,False,0.34700186962041074
1.0,17.916033,24.682279,13.014612,1.100797,430.38058499999994,1.0,0.0,0.0,3.2986160000000004,True,True,0.8834091036542917,True,0.8,True,0.6451192739625847,AdaBoost,AdaBoost,True,0.6525651400631456
1.0,23.0,36.0,9.0,2.0,207.0,0.0,0.0,0.0,7.0,False,False,0.4258758298964951,False,0.1,False,0.12886248969023695,AdaBoost,AdaBoost,False,0.1318287597266677
2.0,7.0,91.0,7.0,2.0,53.0,0.0,1.0,4.0,1.0,False,False,0.4557192826952752,False,0.3763888888888889,False,0.4862117591334726,AdaBoost,AdaBoost,False,0.48286497443804494
2.0,7.0,91.0,7.0,2.0,54.0,0.0,1.0,4.0,1.0,False,False,0.4560796424990475,False,0.35416666666666663,False,0.4816309076244431,AdaBoost,AdaBoost,False,0.4778838585826686
2.0,7.0,91.0,7.0,2.0,54.0,0.0,1.0,4.0,1.0,False,False,0.4560796424990475,False,0.35416666666666663,False,0.4816309076244431,AdaBoost,AdaBoost,False,0.4778838585826686
2.0,8.0,91.0,8.0,2.0,86.0,0.0,1.0,4.0,1.0,False,False,0.4724143228344274,False,0.4541666666666667,False,0.4987394666275665,AdaBoost,AdaBoost,False,0.4971864204411241
1.0,21.0,95.0,5.0,0.909091,235.0,3.0,1.0,1.0,7.0,False,True,0.9140564490205948,True,0.7,True,0.6410886210384733,AdaBoost,AdaBoost,True,0.6464658895276856
1.0,17.100261,25.212195,14.665287,0.785207,531.652594,3.0,0.0,0.0,5.6988660000000015,True,True,0.9234307452333208,True,0.9,True,0.6223147829987974,AdaBoost,AdaBoost,True,0.6339040670323991
1.0,18.0,143.0,3.0,0.850649,309.0,2.0,1.0,1.0,7.0,False,True,0.962104285351418,True,0.9666666666666666,True,0.6559812372052791,AdaBoost,AdaBoost,True,0.6685181771506543
1.0,18.0,143.0,3.0,0.850649,309.0,2.0,1.0,1.0,7.0,True,True,0.962104285351418,True,0.9666666666666666,True,0.6559812372052791,AdaBoost,AdaBoost,True,0.6685181771506543
1.0,20.0,36.0,1.0,0.795455,122.0,1.0,1.0,1.0,7.0,False,True,0.5439252107588796,False,0.4333333333333334,False,0.4835646940583701,AdaBoost,AdaBoost,False,0.48307116481153667
1.0,12.0,25.0,11.0,0.714286,411.0,0.0,0.0,0.0,5.0,False,False,0.4601905083355386,False,0.1,False,0.3801950494366946,AdaBoost,AdaBoost,False,0.3738588632306376
1.0,12.0,25.0,11.0,0.714286,411.0,0.0,0.0,0.0,5.0,False,False,0.4601905083355386,False,0.1,False,0.3801950494366946,AdaBoost,AdaBoost,False,0.3738588632306376
1.0,22.0,36.0,9.0,2.0,207.0,0.0,0.0,0.0,7.0,False,False,0.4869722470866513,False,0.0,False,0.14819897430561255,AdaBoost,AdaBoost,False,0.14830042753611772
1.0,3.0,1.0,3.0,1.0,26.0,1.0,0.0,0.0,0.0,False,False,0.3739976849870054,False,0.3,False,0.3995586098821601,AdaBoost,AdaBoost,False,0.3982275763520935
1.0,3.0,1.0,3.0,1.0,26.0,1.0,0.0,0.0,0.0,False,False,0.3739976849870054,False,0.3,False,0.3995586098821601,AdaBoost,AdaBoost,False,0.3982275763520935
1.0,3.0,1.0,3.0,1.0,26.0,1.0,0.0,0.0,0.0,False,False,0.3739976849870054,False,0.3,False,0.3995586098821601,AdaBoost,AdaBoost,False,0.3982275763520935
2.0,7.0,1.0,7.0,1.0,110.0,0.0,0.0,0.0,1.0,False,False,0.07858866957042425,False,0.0,False,0.08263364805832941,AdaBoost,AdaBoost,False,0.08159878647058331
2.0,14.0,91.0,14.0,2.0,135.0,0.0,0.0,0.0,1.0,False,True,0.8321591604175301,False,0.5,True,0.7610718048152783,RandomForest,RandomForest,False,0.6500123804133631
2.0,22.0,13.0,21.0,0.6,157.0,0.0,1.0,3.0,4.0,False,False,0.4268686094096463,False,0.05,False,0.30349231035288177,AdaBoost,AdaBoost,False,0.30108713352917316
2.0,22.0,13.0,21.0,0.6,157.0,0.0,1.0,3.0,4.0,False,False,0.4268686094096463,False,0.05,False,0.30349231035288177,AdaBoost,AdaBoost,False,0.30108713352917316
2.0,22.0,13.0,21.0,0.6,157.0,0.0,1.0,3.0,4.0,False,False,0.4268686094096463,False,0.05,False,0.30349231035288177,AdaBoost,AdaBoost,False,0.30108713352917316
1.0,7.0,31.0,7.0,0.775,285.0,0.0,0.0,0.0,7.0,False,True,0.7729857311449851,False,0.2,True,0.5014544925632612,RandomForest,RandomForest,False,0.3745057876345867
1.0,9.740680000000001,128.355023,3.0,0.820973,275.080621,1.550043,1.0,1.0,7.0,True,True,0.9118650931582294,True,0.9333333333333332,True,0.701399891061964,AdaBoost,AdaBoost,True,0.7054293013457584
1.0,7.0,31.0,7.0,0.775,297.0,0.0,0.0,0.0,7.0,False,True,0.7883173017227709,False,0.2,False,0.4984372712377377,AdaBoost,AdaBoost,False,0.49642520044072347
1.0,7.0,31.0,7.0,0.775,297.0,0.0,0.0,0.0,7.0,False,True,0.7883173017227709,False,0.2,False,0.4984372712377377,AdaBoost,AdaBoost,False,0.49642520044072347
1.873177,24.0,11.351007000000001,23.862029,0.9163110000000001,295.19026,1.0,0.113396,2.087125,3.695841,True,True,0.7749990551097308,True,0.7,True,0.6168124356017787,AdaBoost,AdaBoost,True,0.6187271174170127
2.0,11.0,1.0,11.0,1.0,243.0,1.0,2.0,2.0,4.0,False,True,0.8252525762365677,True,0.6,True,0.5245871745425292,AdaBoost,AdaBoost,True,0.5272122491345286
1.0,7.0,0.0,1.0,0.85,190.0,0.0,0.0,0.0,5.0,False,False,0.0949231806478458,False,0.0,False,0.14230842033915014,AdaBoost,AdaBoost,False,0.14029852095983036
1.0,13.0,13.0,13.0,1.0,226.0,1.0,0.0,0.0,1.0,False,False,0.34463272852979304,False,0.3666666666666665,False,0.39689501655029225,AdaBoost,AdaBoost,False,0.396228798975866
1.0,13.0,13.0,13.0,1.0,226.0,1.0,0.0,0.0,1.0,False,False,0.34463272852979304,False,0.3666666666666665,False,0.39689501655029225,AdaBoost,AdaBoost,False,0.396228798975866
1.0,19.0,18.0,7.0,0.727273,255.0,0.0,0.0,0.0,5.0,True,True,0.6919378692104989,False,0.5,False,0.4766838520997807,Voting,AdaBoost,False,0.4812179053401298
1.0,4.0,0.0,3.0,0.0,78.0,0.0,0.0,0.0,3.0,False,False,0.03362283379400687,False,0.0,False,0.11743932927580228,AdaBoost,AdaBoost,False,0.11552587890619499
1.0,4.0,0.0,3.0,0.0,78.0,0.0,0.0,0.0,3.0,False,False,0.03362283379400687,False,0.0,False,0.11743932927580228,AdaBoost,AdaBoost,False,0.11552587890619499
1.0,4.0,0.0,3.0,0.0,78.0,0.0,0.0,0.0,3.0,False,False,0.03362283379400687,False,0.0,False,0.11743932927580228,AdaBoost,AdaBoost,False,0.11552587890619499
1.0,5.0,0.0,1.0,0.85,190.0,0.0,0.0,0.0,5.0,False,False,0.0962288826718328,False,0.0,False,0.17798376997041546,AdaBoost,AdaBoost,False,0.1753375198835123
1.0,13.0,13.0,13.0,1.0,226.0,1.0,0.0,0.0,1.0,False,False,0.34463272852979304,False,0.3666666666666665,False,0.39689501655029225,AdaBoost,AdaBoost,False,0.396228798975866
1.0,9.0,4.0,8.0,1.308642,300.0,2.0,0.0,0.0,5.0,True,False,0.27734236557045616,False,0.5,False,0.4034016765477241,AdaBoost,AdaBoost,False,0.4038710917486605
1.0,10.0,0.0,7.0,0.652778,298.0,1.0,0.0,0.0,6.0,False,False,0.34071976092112705,False,0.2,True,0.5301600303806031,AdaBoost,AdaBoost,True,0.5250498695804839
1.0,14.0,0.0,3.0,0.45,141.0,2.0,0.0,0.0,2.0,False,False,0.026342820843160263,False,0.0,False,0.09988424631261768,AdaBoost,AdaBoost,False,0.09824513100019783
1.444033,18.398594,40.964593,21.121489999999998,1.0232729999999999,375.07937799999996,1.0,0.733583,2.3124860000000003,4.8841779999999995,True,True,0.9135867882281836,True,1.0,True,0.6488892314858422,AdaBoost,AdaBoost,True,0.6546848828250676
1.0,24.0,13.0,24.0,1.075758,337.0,1.0,0.0,0.0,3.0,True,True,0.9239921820689806,False,0.5,True,0.5815264492145409,AdaBoost,AdaBoost,True,0.5814650309401868
1.0,24.0,13.0,24.0,1.075758,337.0,1.0,0.0,0.0,3.0,False,True,0.9239921820689806,False,0.5,True,0.5815264492145409,RandomForest,AdaBoost,True,0.5814650309401868
1.0,18.0,18.0,7.0,0.727273,255.0,0.0,0.0,0.0,5.0,False,True,0.6822519461208213,False,0.5,False,0.4788307091658755,AdaBoost,AdaBoost,False,0.48061890927668577
1.946781,8.246397,64.64915,5.856688,1.3757540000000001,144.54331100000005,0.010901000000000001,0.097204,0.806554,5.692989,True,True,0.6742446736109587,True,0.8,True,0.6406568132902221,AdaBoost,AdaBoost,True,0.6427967478633768
1.0,5.0,36.0,1.0,0.727273,342.0,0.0,0.0,0.0,4.0,False,False,0.3199350789031974,False,0.325,False,0.3786768726987782,AdaBoost,AdaBoost,False,0.37768637860134113
1.0,5.0,36.0,1.0,0.727273,342.0,0.0,0.0,0.0,4.0,False,False,0.3199350789031974,False,0.325,False,0.3786768726987782,AdaBoost,AdaBoost,False,0.37768637860134113
2.0,21.288879,19.018449,8.390516,1.025777,108.587255,0.244754,0.10040299999999999,0.38317399999999996,3.0,True,True,0.6161310599554036,True,0.7,True,0.5679275197747905,AdaBoost,AdaBoost,True,0.5698170853310003
1.0,6.0,36.0,1.0,0.727273,342.0,0.0,0.0,0.0,4.0,False,False,0.31994984451280656,False,0.325,False,0.38846555391901344,AdaBoost,AdaBoost,False,0.38730040043204034
1.644552,6.744027,17.117507999999994,5.518564,2.0,25.792618,0.0,0.0,0.0,1.0,True,False,0.4274916862170754,False,0.5,True,0.5305754060860842,AdaBoost,AdaBoost,True,0.5296177010435653
1.2145549999999998,17.569415,2.247929,18.61427,1.189958,288.023948,1.0,0.73085,0.666227,5.0,True,True,0.9193177559960096,True,0.9,True,0.7724099383015407,AdaBoost,AdaBoost,True,0.7748021200856556
1.0,20.0,16.0,2.0,0.525,112.0,1.0,0.0,0.0,2.0,False,False,0.10091531753209723,False,0.0,False,0.0975238601634348,AdaBoost,AdaBoost,False,0.09634980639143416
1.0,9.0,3.0,8.0,2.0,75.0,0.0,0.0,0.0,1.0,False,False,0.13122843796206504,False,0.1,False,0.2371475408633806,AdaBoost,AdaBoost,False,0.2348651938910844
1.0,12.0,4.0,12.0,1.083333,271.0,0.0,0.0,0.0,9.0,False,True,0.8560435450815179,False,0.3,True,0.534400252591548,RandomForest,RandomForest,False,0.31392923320593624
1.0,12.0,4.0,12.0,1.083333,271.0,0.0,0.0,0.0,9.0,False,True,0.8560435450815179,False,0.3,True,0.534400252591548,RandomForest,RandomForest,False,0.31392923320593624
2.0,18.97843,0.578346,12.024075,1.0503,254.548077,1.0,1.0,1.814597,6.844360000000001,True,True,0.7686839911657241,True,1.0,True,0.8213557902306375,AdaBoost,AdaBoost,True,0.8232444678114724
2.0,9.557025,71.797462,9.776392999999999,2.0,86.842668,0.0,0.382822,2.811076,1.0,True,True,0.5957892539243119,True,0.75,True,0.7153788375602891,AdaBoost,AdaBoost,True,0.7151264945503907
1.0,5.0,10.0,5.0,2.0,163.0,0.0,0.0,0.0,3.0,False,False,0.16506755035397702,False,0.0,False,0.17632471460273372,AdaBoost,AdaBoost,False,0.17409835814305574
1.0,5.0,10.0,5.0,2.0,163.0,0.0,0.0,0.0,3.0,False,False,0.16506755035397702,False,0.0,False,0.17632471460273372,AdaBoost,AdaBoost,False,0.17409835814305574
1.0,22.0,3.0,7.0,0.533333,186.0,0.0,0.0,0.0,4.0,False,False,0.2728595301795374,False,0.0,False,0.1165538669188256,AdaBoost,AdaBoost,False,0.11601081562908101
1.092191,20.20668,3.623582,15.784932000000001,1.177743,278.666178,1.0,0.827044,0.835038,5.0,True,True,0.881663924511523,True,0.9,True,0.8111947200825675,AdaBoost,AdaBoost,True,0.8126818198294368
1.0,17.0,18.0,7.0,0.727273,253.0,0.0,0.0,0.0,5.0,False,True,0.6689807934541626,False,0.5,False,0.4898477342130825,AdaBoost,AdaBoost,False,0.4910008690375995
1.0,20.307447,33.979945,21.788299,1.076247,349.653103,1.0,0.0,0.0,3.0,True,True,0.9387679365597632,True,0.6,True,0.5933750955561575,AdaBoost,AdaBoost,True,0.5954104632148061
3.0,3.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,False,False,0.020558086859288945,False,0.1,False,0.2403871290985777,AdaBoost,AdaBoost,False,0.23733802888669117
3.0,3.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,False,False,0.020558086859288945,False,0.1,False,0.2403871290985777,AdaBoost,AdaBoost,False,0.23733802888669117
3.0,3.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,False,False,0.020558086859288945,False,0.1,False,0.2403871290985777,AdaBoost,AdaBoost,False,0.23733802888669117
1.0,9.0,4.0,8.0,1.307692,299.0,1.0,0.0,0.0,5.0,True,False,0.3821175690613064,False,0.5,False,0.3748633509951301,AdaBoost,AdaBoost,False,0.37643796212058445
2.0,23.0,6.0,22.0,0.761905,413.0,1.0,1.0,3.0,6.0,True,True,0.8456561929370626,True,0.525,True,0.5689818393987479,AdaBoost,AdaBoost,True,0.5700101713300043
2.0,23.0,6.0,22.0,0.761905,413.0,1.0,1.0,3.0,6.0,False,True,0.8456561929370626,True,0.525,True,0.5689818393987479,AdaBoost,AdaBoost,True,0.5700101713300043
2.0,23.0,6.0,22.0,0.761905,413.0,1.0,1.0,3.0,6.0,False,True,0.8456561929370626,True,0.525,True,0.5689818393987479,AdaBoost,AdaBoost,True,0.5700101713300043
2.0,20.0,18.0,19.0,0.785714,360.0,0.0,1.0,3.0,6.0,False,True,0.5112992399265449,False,0.325,True,0.5260919899939565,RandomForest,RandomForest,False,0.33434685574121287
2.0,20.0,18.0,19.0,0.785714,360.0,0.0,1.0,3.0,6.0,False,True,0.5112992399265449,False,0.325,True,0.5260919899939565,RandomForest,RandomForest,False,0.33434685574121287
2.0,20.0,18.0,19.0,0.785714,360.0,0.0,1.0,3.0,6.0,False,True,0.5112992399265449,False,0.325,True,0.5260919899939565,RandomForest,RandomForest,False,0.33434685574121287
1.0,2.0,3.0,0.0,2.0,90.0,0.0,0.0,0.0,6.0,False,False,0.10926632114508317,False,0.1,False,0.0702968772366886,AdaBoost,AdaBoost,False,0.07088104030074271
1.0,2.0,3.0,0.0,2.0,90.0,0.0,0.0,0.0,6.0,False,False,0.10926632114508317,False,0.1,False,0.0702968772366886,AdaBoost,AdaBoost,False,0.07088104030074271
1.0,2.0,3.0,0.0,2.0,90.0,0.0,0.0,0.0,6.0,False,False,0.0902180426823604,False,0.0,False,0.08060352615016875,AdaBoost,AdaBoost,False,0.08011137613390794
2.0,11.611483999999999,74.44416,9.144454,2.0,83.79906700000002,0.0,0.751505,1.12316,1.0,True,True,0.7988185311207686,True,0.86,True,0.7644548526190466,AdaBoost,AdaBoost,True,0.7653075036237394
2.0,8.0,3.0,7.0,2.0,103.0,0.0,0.0,0.0,6.0,False,False,0.14930226192868035,False,0.0,False,0.09703041065170898,AdaBoost,AdaBoost,False,0.09667551941057752
1.0,21.0,3.0,7.0,0.533333,187.0,0.0,0.0,0.0,4.0,False,False,0.2590369680462955,False,0.0,False,0.23257916247329025,AdaBoost,AdaBoost,False,0.23114903265027298
1.0,8.0,0.0,5.0,0.651515,234.0,1.0,0.0,0.0,3.0,True,False,0.4376562442070706,False,0.1,False,0.25085610039988304,AdaBoost,AdaBoost,False,0.25092344517932597
2.0,24.0,0.0,23.0,0.64,291.0,1.0,1.0,3.0,5.0,True,True,0.5690529924928618,True,0.6316666666666666,True,0.5098350790999683,AdaBoost,AdaBoost,True,0.5110120311514834
2.0,24.0,0.0,23.0,0.64,291.0,1.0,1.0,3.0,5.0,False,True,0.5690529924928618,True,0.6316666666666666,True,0.5098350790999683,AdaBoost,AdaBoost,True,0.5110120311514834
2.0,24.0,0.0,23.0,0.64,291.0,1.0,1.0,3.0,5.0,False,True,0.5690529924928618,True,0.6316666666666666,True,0.5098350790999683,AdaBoost,AdaBoost,True,0.5110120311514834
2.0,14.0,0.0,12.0,0.5,155.0,0.0,1.0,1.0,2.0,False,False,0.2714408344140488,False,0.4,False,0.120860286365399,AdaBoost,AdaBoost,False,0.12364839517262871
2.0,14.0,0.0,12.0,0.5,155.0,0.0,1.0,1.0,2.0,False,False,0.2714408344140488,False,0.4,False,0.120860286365399,AdaBoost,AdaBoost,False,0.12364839517262871
1.0,16.0,10.0,1.0,2.0,89.0,0.0,0.0,0.0,3.0,False,False,0.08815884977060932,False,0.2,False,0.12431781848320282,AdaBoost,AdaBoost,False,0.1246217084713636
1.0,25.0,3.0,9.0,0.666667,261.0,1.0,0.0,0.0,4.0,False,True,0.7200822284671627,False,0.4,True,0.5051565562660206,RandomForest,RandomForest,False,0.4042583574350882
1.0,9.721789999999999,23.36654200000001,1.471611,0.783007,225.38390099999998,0.536582,0.898134,0.062313,6.046171,True,True,0.6356149916269473,True,0.8,True,0.6481285205927116,AdaBoost,AdaBoost,True,0.6490910265119784
