cbo,ca,npm,dam,mfa,max_cc,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
7.0,0.0,3.0,0.0,0.96,1.0,True,True,0.9999869628834168,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999869628834168
8.0,8.0,4.0,0.086957,0.0,1.0,True,True,0.9999952497021932,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999952497021932
1.474594,1.0,0.0,0.306248,0.285621,8.651238000000001,False,False,0.00027892181880872314,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.00027892181880872314
8.0,8.0,11.0,0.8,0.0,4.0,True,True,0.999999999999758,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.999999999999758
1.0,0.0,7.0,1.0,0.0,1.0,True,True,0.999999999415628,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.999999999415628
3.0,2.0,0.0,0.0,0.0,3.0,True,False,0.33204522696366645,False,0.1,False,2.2204460492503185e-16,Voting,Voting,False,0.33204522696366645
19.0,5.0,4.0,1.0,0.949153,4.0,True,True,0.9999962290013804,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999962290013804
12.0,0.0,4.0,0.0,0.941176,1.0,True,True,0.9999999815900248,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999815900248
5.0,1.0,4.0,0.0,0.75,1.0,True,True,0.9999979774473012,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999979774473012
15.0,1.0,8.0,1.0,0.925532,2.0,True,True,0.99999999999983,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.99999999999983
3.0,0.0,10.0,1.0,0.590909,4.0,True,True,0.9999999999937424,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999937424
1.0,1.0,1.0,0.0,1.0,0.0,True,True,0.8713828172826155,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.8713828172826155
4.0,2.0,8.0,0.0,0.708333,2.0,True,True,0.9999999999327917,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999327917
17.0,1.0,7.0,1.0,0.9220780000000001,2.0,True,True,0.9999999999986764,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999986764
8.0,8.0,1.0,0.0,0.0,1.0,True,True,0.9261917463532522,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9261917463532522
8.0,8.0,1.0,0.0,0.0,1.0,True,True,0.9261917463532522,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9261917463532522
2.0,0.0,2.0,0.75,0.0,1.0,True,True,0.9960643102996084,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9960643102996084
12.0,5.0,7.0,0.0,0.0,4.0,True,True,0.9999999992110896,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999992110896
7.0,1.0,2.0,0.0,0.727273,1.0,True,True,0.9995728917375344,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9995728917375344
9.0,1.0,4.0,1.0,0.0,1.0,True,True,0.9999998608781864,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999998608781864
2.0,1.0,6.0,0.0,1.0,0.0,True,True,0.9999999959020408,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999959020408
21.0,2.0,4.0,1.0,0.933333,4.0,True,True,0.9999998169009388,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999998169009388
14.0,4.0,4.0,1.0,0.947368,1.0,True,True,0.999999824740958,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.999999824740958
7.0,3.0,2.0,0.0,0.0,1.0,True,True,0.9996367078856688,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9996367078856688
14.0,0.0,7.0,0.44444399999999995,0.9220780000000001,3.0,True,True,0.9999999999829421,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999829421
16.0,2.0,4.0,1.0,0.0,5.0,True,True,0.9999944645394824,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999944645394824
4.0,4.0,13.0,1.0,0.0,2.0,True,True,1.0,True,1.0,True,0.9999999999999998,Voting,Voting,True,1.0
11.0,1.0,7.0,1.0,0.958333,1.0,True,True,0.9999999999902036,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999902036
4.0,1.0,3.0,1.0,0.0,6.0,True,True,0.7372133899847939,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.7372133899847939
10.0,2.0,2.0,1.0,0.0,1.0,True,True,0.9998970900652072,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9998970900652072
0.0,0.0,12.0,1.0,0.0,2.0,True,True,0.9999999999999996,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999999996
3.0,2.0,0.0,1.0,0.0,1.0,True,False,0.34827200382807205,False,0.1,False,0.4000000000000001,Voting,Voting,False,0.34827200382807205
2.0,2.0,2.0,0.0,0.0,0.0,True,True,0.9992510511078098,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9992510511078098
5.0,1.0,0.0,0.0,0.0,4.0,True,True,0.5678987246647567,False,0.5,False,0.4000000000000001,Voting,Voting,True,0.5678987246647567
13.0,1.0,7.0,0.5,0.5,1.0,True,True,0.9999999999993516,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999993516
1.745427,1.127443,0.0,0.151295,0.351269,7.451196,False,False,5.704356128793008e-05,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,5.704356128793008e-05
4.0,0.0,9.0,1.0,0.6190479999999999,3.0,True,True,0.9999999999853166,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999853166
11.0,7.0,9.0,1.0,0.0,3.0,True,True,0.9999999999969499,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999969499
1.0,1.0,11.0,1.0,0.0,4.0,True,True,0.9999999999995108,True,0.7,True,0.8999999999999999,Voting,Voting,True,0.9999999999995108
1.447899,1.0,0.0,0.488753,0.36436,8.135672,False,False,0.0006210721757943578,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.0006210721757943578
8.0,3.0,5.0,0.5,0.0,4.0,True,True,0.9999952959062716,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999952959062716
1.787422,1.0,0.0,0.289927,0.387808,7.1032509999999975,False,False,7.676052328509221e-05,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,7.676052328509221e-05
9.0,1.0,2.0,1.0,0.923077,4.0,True,True,0.8872736284357851,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.8872736284357851
18.0,1.0,6.0,1.0,0.9,5.0,True,True,0.9999999944392054,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999944392054
5.0,0.0,2.0,0.0,0.984615,1.0,True,True,0.9986319559402188,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9986319559402188
2.0,0.0,9.0,1.0,0.0,3.0,True,True,0.9999999999827086,True,1.0,True,0.8,Voting,Voting,True,0.9999999999827086
9.0,0.0,3.0,0.0,0.96,1.0,True,True,0.9999963647099492,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999963647099492
3.0,0.0,10.0,1.0,0.590909,2.0,True,True,0.9999999999998588,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999998588
6.0,5.0,3.0,0.0,0.0,0.0,True,True,0.9999884109949192,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999884109949192
2.0,1.0,1.0,0.0,1.0,0.0,True,True,0.6462888512353149,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.6462912797982716
10.0,1.0,1.0,0.0,0.990566,1.0,True,True,0.9998067018115588,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9998067021246756
9.0,1.0,5.0,0.5,0.9047620000000001,8.0,True,True,0.9833667204514359,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9833665853930382
19.0,1.0,3.0,0.0,0.949153,5.0,True,True,0.9999997475983964,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9999995855936346
7.0,7.0,2.0,0.0,0.0,1.0,True,True,0.9993812122901758,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9993812132916903
1.0,0.0,1.0,0.0,1.0,0.0,True,True,0.8925530714700857,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.8925538840404239
7.0,2.0,2.0,1.0,0.9545450000000001,1.0,True,True,0.9994715710696024,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9994715718894679
3.0,2.0,5.0,1.0,0.0,3.0,True,True,0.9999602831882765,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999602832492408
17.0,0.0,5.0,1.0,0.903226,3.0,True,True,0.9999999999356736,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999356737
6.0,2.0,5.0,0.0,0.0,1.0,True,True,0.999999979242018,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999792420511
1.52601,1.150854,0.0,0.053488,0.337545,6.350129,False,False,4.566759030639298e-05,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,4.566751589933975e-05
1.537568,1.892196,0.0,0.110671,0.0,7.262188,False,False,0.3122619396227679,False,0.2,False,0.10000000000000002,Voting,Voting,False,0.3122615955949174
3.0,3.0,6.0,1.0,0.0,3.0,True,True,0.9999956810754728,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999956810824103
9.0,3.0,4.0,0.75,0.9863639999999999,1.0,True,True,0.9999995511487276,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.9999995511494547
8.0,0.0,3.0,0.0,0.955224,1.0,True,True,0.9999971180914368,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999971180960955
3.0,2.0,11.0,0.5,0.583333,3.0,True,True,0.9999999999914534,True,0.9,True,0.8,Voting,Voting,True,0.9999996759811299
4.0,4.0,5.0,0.0,0.0,0.0,True,True,0.9999999349809042,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999349810038
4.0,2.0,8.0,1.0,0.722222,4.0,True,True,0.9999998187801621,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9999996567806257
5.0,4.0,3.0,0.0,0.0,1.0,True,True,0.9999480049882736,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999480050574304
3.0,1.0,10.0,1.0,0.590909,2.0,True,True,0.9999999999893564,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999893564
6.0,1.0,8.0,1.0,0.65,6.0,True,True,0.9999992894516438,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999992894527949
8.0,1.0,3.0,0.0,0.9908680000000001,1.0,True,True,0.9999942962583056,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.999994296267514
4.0,3.0,6.0,0.0,0.0,7.0,True,True,0.9941396169618884,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9941396264559463
1.0,1.0,5.0,0.0,0.8888889999999999,4.0,True,True,0.9870724605459462,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9870723240250723
15.0,3.0,6.0,1.0,0.903226,5.0,True,True,0.99999998744885,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999874488703
2.0,1.0,8.0,1.0,0.932692,5.0,True,True,0.9999880917405448,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9999879297591381
5.0,0.0,2.0,0.0,0.982143,1.0,True,True,0.9988333802264194,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9988333816943867
13.0,0.0,7.0,1.0,0.9220780000000001,1.0,True,True,0.9999999999997672,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999997672
5.0,5.0,3.0,0.5,0.9444440000000001,1.0,True,True,0.9986830944610204,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9986830964456007
9.0,2.0,4.0,1.0,0.978723,2.0,True,True,0.9999978674241108,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999978674275652
1.8453950000000001,1.0,0.0,0.215779,0.375577,6.825483,False,False,2.033207028973948e-05,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,2.0332037298659578e-05
6.0,6.0,1.0,0.0,0.0,1.0,True,True,0.9845698647392872,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9845698890034891
2.0,2.0,3.0,0.0,0.95,5.0,True,True,0.6714684184649187,True,0.7,True,0.8999999999999999,Voting,Voting,True,0.6714687772772697
0.0,0.0,4.0,0.0,0.9638549999999999,1.0,True,True,0.9992514434767616,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9992514440136525
17.0,3.0,4.0,1.0,0.933333,5.0,True,True,0.999999537953326,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999995379540745
6.0,0.0,3.0,0.0,0.0,6.0,True,True,0.9425676190325496,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9425677120538626
1.702616,1.04976,0.0,0.162925,0.031205,7.242567,False,False,9.183035831079688e-05,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,9.183020944012684e-05
10.0,0.0,3.0,0.0,0.99,1.0,True,True,0.999999606830985,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999996068316219
9.0,0.0,3.0,0.0,0.99,1.0,True,True,0.9999988843232002,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999988843250072
9.0,0.0,3.0,0.0,0.99,1.0,True,True,0.9999988843232002,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999988843250072
8.0,1.0,4.0,1.0,0.8,3.0,True,True,0.9999827498140881,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999827498420256
4.0,4.0,3.0,1.0,0.0,3.0,True,True,0.9880837266016872,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.9880837440315651
5.0,1.0,3.0,0.0,0.976563,4.0,True,True,0.94090040116642,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9409003366670605
2.04525,1.0,1.7100919999999995,0.961091,0.049361,3.243794,False,False,0.406422567703803,False,0.0,False,0.10000000000000002,Voting,Voting,False,0.406422132331361
16.0,3.0,10.0,0.75,0.951456,4.0,True,True,0.9999999999999925,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999999925
11.0,0.0,4.0,1.0,0.9594590000000001,1.0,True,True,0.9999999906304524,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999906304676
11.0,0.0,4.0,1.0,0.9594590000000001,1.0,True,True,0.9999999906304524,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999906304676
4.0,3.0,6.0,0.5,0.975124,3.0,True,True,0.9999807352851664,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9999805739925918
1.194882,1.1994559999999999,0.474797,0.176922,0.0,6.196324,False,False,0.0018427028475871575,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.0018426998427734478
4.0,2.0,3.0,0.5,0.9864860000000001,1.0,True,True,0.9992777460466474,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.9992777466143958
2.1108439999999997,1.0,0.0,0.045017,0.375471,6.627483,False,False,1.0090884778758605e-05,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,1.0090868398482968e-05
1.0,0.0,2.0,1.0,0.0,2.0,True,True,0.9536411584016128,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.9536412028539547
0.0,0.0,2.0,1.0,0.0,1.0,True,True,0.9825644964717428,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9825645041762194
1.0,0.0,3.0,0.0,0.989899,1.0,True,True,0.9953758188662784,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9953758207480742
8.0,3.0,4.0,0.0,0.976563,4.0,True,True,0.9993867096016176,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9993867105950792
6.0,6.0,5.0,0.0,0.0,1.0,True,True,0.9999997833397116,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999997833400623
7.0,3.0,2.0,0.333333,0.9047620000000001,2.0,True,True,0.9940397839844852,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9940397933804099
1.259831,1.0,0.424228,0.29604,0.35239299999999996,5.95634,False,False,0.00031639496595836517,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.00031639444787387184
5.0,0.0,2.0,0.0,0.982143,1.0,True,True,0.9988333802264194,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9988333816943867
6.0,6.0,2.0,0.0,0.0,1.0,True,True,0.999024141630148,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9990241431818895
8.0,1.0,3.0,1.0,0.9523809999999999,1.0,True,True,0.9999937594125892,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999937594226693
4.0,2.0,2.0,0.5,0.987342,2.0,True,True,0.923309439662883,True,0.7,True,0.9999999999999998,Voting,Voting,True,0.9233094991972031
3.0,1.0,8.0,1.0,0.65,2.0,True,True,0.9999999965878448,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999965878503
11.0,1.0,4.0,1.0,0.0,2.0,True,True,0.9999999661961364,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999661961365
7.0,0.0,5.0,1.0,0.971831,1.0,True,True,0.999999943751114,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999437511142
1.0,0.0,10.0,1.0,0.0,3.0,True,True,0.9999999999842172,True,0.9,True,0.8999999999999999,Voting,Voting,True,0.9999999996758447
1.315418,1.644134,0.658737,0.12119,0.0,6.742323,False,False,0.3178478137590143,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.31784781277457835
1.6637680000000001,1.0,0.0,0.042682,0.079373,6.810316,False,False,0.0025761993761812506,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.0025761993681708184
6.0,1.0,5.0,1.0,0.0,2.0,True,True,0.9999998534491844,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999998534491849
9.0,0.0,6.0,0.0,0.975124,4.0,True,True,0.9999999421609802,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999421609805
1.0,0.0,4.0,0.0,0.571429,3.0,True,True,0.9982411033330296,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9982411033348825
1.565544,1.458465,0.0,0.180346,0.24688800000000002,6.998378,False,False,0.01917793962070565,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.019177939561301195
2.205439,1.0,0.0,0.038846,0.36825,6.275103,False,False,0.00013532694846205714,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.00013532694803782152
3.0,0.0,2.0,1.0,0.9523809999999999,3.0,True,True,0.7794509366598218,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.7794509370095036
3.0,3.0,2.0,0.0,1.0,0.0,True,True,0.9951030674622966,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9951030674621727
2.205343,1.0,0.0,0.272762,0.374533,6.465358,False,False,0.000281267871812714,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.00028126787093624183
1.43307,1.0,0.042307,0.396783,0.09402,6.8090649999999995,False,False,0.01763000294327971,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.017630002888430602
8.0,3.0,1.0,0.0,0.0,0.0,True,True,0.9998903324756916,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9998903324760091
4.0,3.0,2.0,0.0,1.0,0.0,True,True,0.9979780345614208,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.997978034561447
6.0,2.0,3.0,1.0,0.9759040000000001,1.0,True,True,0.9998555002125146,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.999855500212819
6.0,6.0,4.0,0.0,0.0,1.0,True,True,0.9999978172268328,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999978172268394
2.0,2.0,1.0,0.396552,0.0,1.0,True,True,0.9067675054176908,True,0.9,True,0.8999999999999999,Voting,Voting,True,0.9067675053896099
0.0,0.0,1.0,0.0,0.0,0.0,True,True,0.969569326759364,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9695693269994221
1.0,0.0,5.0,1.0,0.0,1.0,True,True,0.9999987772891578,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999987772891588
1.1515879999999998,1.0,1.21985,0.996352,0.382682,2.464752,False,False,0.35168488309883217,False,0.1,False,0.29999999999999993,Voting,Voting,False,0.3516848820198262
10.0,0.0,2.0,0.0,0.979592,1.0,True,True,0.9999857689311479,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999857689311918
4.0,0.0,5.0,1.0,0.5,1.0,True,True,0.9999997289353034,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.999999728935304
1.3312549999999999,1.0,0.406504,0.511633,0.175652,2.844705,False,False,0.010933053369012286,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.01093304744823603
2.011832,1.0,0.7865340000000001,0.9909129999999999,0.461563,2.123793,False,False,0.2480043952011711,False,0.1,False,2.2204460492503185e-16,Voting,Voting,False,0.24800436771173764
13.0,0.0,7.0,0.5,0.965517,2.0,True,True,0.999999999997192,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999971921
6.0,3.0,5.0,0.0,0.98,1.0,True,True,0.9999997392255479,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999997392255486
2.128515,1.0,0.0,0.052714,0.376398,6.737774000000001,False,False,0.00023174274322182548,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.00023174274250285632
3.0,1.0,4.0,1.0,0.0,3.0,True,True,0.999721929200851,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.9997219292012897
1.0,1.0,3.0,0.0,0.0,0.0,True,True,0.9999453181044018,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999453181044018
1.0,1.0,0.700199,0.52469,0.0,7.902347,False,False,0.3204509884601361,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.3204509874716497
5.0,1.0,4.0,1.0,0.9642860000000001,1.0,True,True,0.9999893534360748,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999893534360956
1.439149,1.01925,0.526266,0.524721,0.0,5.9272089999999995,False,False,0.06255821318280431,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.06255821298197368
3.0,0.0,7.0,1.0,0.684211,1.0,True,True,0.9999999974682,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999974682001
1.0,1.0,1.0,0.0,0.0,0.0,True,True,0.8569448725718093,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.85904847561991
0.0,0.0,2.0,1.0,0.0,2.0,True,True,0.8933710036416556,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.8933710036423673
5.0,1.0,3.0,1.0,0.9759040000000001,1.0,True,True,0.9997805010470504,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9997805010472941
1.533831,1.164288,1.9888599999999999,0.970656,0.0,2.848703,False,False,0.4978828864435298,False,0.2,False,0.10000000000000002,Voting,Voting,False,0.4978828860734522
2.0,1.0,8.0,1.0,0.65,1.0,True,True,0.9999999995427884,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999995427885
6.0,1.0,3.0,0.0,0.9534879999999999,1.0,True,True,0.9999618088688838,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999618088689637
2.0,2.0,4.0,1.0,0.0,2.0,True,True,0.9998315626782328,True,0.9,True,0.9999999999999998,Voting,Voting,True,0.9998315626782981
9.0,2.0,4.0,0.75,0.981308,1.0,True,True,0.9999995908626732,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999995908626745
8.0,1.0,1.0,0.0,0.995283,1.0,True,True,0.9971793139818079,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9971793139901244
6.0,0.0,2.0,0.0,0.979592,1.0,True,True,0.9994937817446348,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9994937817456837
2.1434830000000002,1.173435,0.107024,0.033908999999999995,0.190679,2.107291,False,False,0.01045443095825084,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.010454347194110022
2.1209729999999998,1.0242639999999998,0.38902,0.07134800000000001,0.45775699999999997,2.385951,False,False,0.007945148442801055,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.007945144423989038
1.0,0.0,3.0,0.0,0.0,2.0,True,True,0.998574667725251,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9985746677202226
1.0,0.0,5.0,1.0,0.0,1.0,True,True,0.9999987772891578,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999987772891588
9.0,2.0,7.0,0.5,0.0,1.0,True,True,0.9999999999958638,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999999999958639
5.0,0.0,3.0,0.0,0.9835389999999999,3.0,True,True,0.9973996308109324,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9973996308173737
2.656331,1.276464,0.0,0.0,0.464786,2.0,False,False,0.007599353967310819,False,0.0,False,2.2204460492503185e-16,Voting,Voting,False,0.007599351914632404
2.0359580000000004,1.637689,0.32964299999999996,0.0,0.9426979999999999,0.5439890000000001,False,False,0.22444138942708605,False,0.0,False,0.10000000000000002,Voting,Voting,False,0.22403214235817384
2.0,2.0,4.0,0.5,0.9444440000000001,2.0,True,True,0.9989688069130844,True,1.0,True,0.8999999999999999,Voting,Voting,True,0.9989688068745226
5.0,5.0,4.0,0.0,0.0,1.0,True,True,0.9999966835752891,True,1.0,True,0.9999999999999998,Voting,Voting,True,0.9999966835752981
