cbo,mfa,buggy,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,0.959184,True,True,0.9775352226479892,True,1.0,True,0.8381099049142815,RandomForest,RandomForest,True,0.9983047443748867
13,0.0,True,True,0.9999992137136916,True,1.0,True,0.8349766507546714,RandomForest,RandomForest,True,0.9986724026765541
2,0.8392860000000001,True,True,0.9673936811069238,True,1.0,True,0.8083675789103678,RandomForest,RandomForest,True,0.9976456231196541
3,0.854167,True,True,0.9886674588125842,True,1.0,True,0.9055451482593886,RandomForest,RandomForest,True,0.9989319095303785
3,0.8952379999999999,True,True,0.9894617359280994,True,0.7,True,0.8191945531749666,RandomForest,RandomForest,True,0.706711576177375
4,0.0,True,True,0.9206297668571408,True,0.975,True,0.9912213480633988,RandomForest,RandomForest,True,0.9740857211602473
2,0.8703700000000001,True,True,0.9690285074390684,True,1.0,True,0.9005482053086179,RandomForest,RandomForest,True,0.9985042766292057
3,0.87234,True,True,0.9890257942980052,True,1.0,True,0.9064396037407608,RandomForest,RandomForest,True,0.9989469178752733
0,0.0,False,False,0.10407423564949464,False,0.0724787732411798,False,0.4868419262672481,RandomForest,RandomForest,False,0.07681088869195948
3,0.8913040000000001,True,True,0.989388049197761,True,0.7,True,0.8191945531749666,RandomForest,RandomForest,True,0.7067101421609326
3,0.9534879999999999,True,True,0.9904965062144144,True,1.0,True,0.9097460020276952,RandomForest,RandomForest,True,0.9990052452776066
3,0.9534879999999999,True,True,0.9904965062144144,True,1.0,True,0.9097460020276952,RandomForest,RandomForest,True,0.9990052452776066
3,0.9534879999999999,True,True,0.9904965062144144,True,1.0,True,0.9097460020276952,RandomForest,RandomForest,True,0.9990052452776066
3,0.9534879999999999,True,True,0.9904965062144144,True,1.0,True,0.9097460020276952,RandomForest,RandomForest,True,0.9990052452776066
3,0.9534879999999999,True,True,0.9904965062144144,True,1.0,True,0.9097460020276952,RandomForest,RandomForest,True,0.9990052452776066
7,0.0,True,True,0.9992583913987344,True,0.9527777777777778,True,0.7960157457580579,RandomForest,RandomForest,True,0.9522776980903759
11,0.0,True,True,0.9999914252504598,True,1.0,True,0.9467654518757828,RandomForest,RandomForest,True,0.9995223738749555
3,0.911111,True,True,0.9897540521063846,True,1.0,True,0.8760108919072045,RandomForest,RandomForest,True,0.9986881948041746
2,0.8545450000000001,True,True,0.9682056114860881,True,1.0,True,0.9005482053086179,RandomForest,RandomForest,True,0.9984882348492956
3,0.931818,True,True,0.99012360883992,True,1.0,True,0.9097460020276952,RandomForest,RandomForest,True,0.9989979756007893
7,0.0,True,True,0.9992583913987344,True,0.9527777777777778,True,0.7960157457580579,RandomForest,RandomForest,True,0.9522776980903759
11,0.909091,True,True,0.9999983743855204,True,1.0,True,0.9370782581869136,RandomForest,RandomForest,True,0.9994356251450777
2,0.0,True,True,0.6117037892696956,True,0.9780740892695352,True,0.5215933762961041,RandomForest,RandomForest,True,0.9668378365983117
9,0.0,True,True,0.9999228923036292,True,0.955,True,0.8201003247299724,RandomForest,RandomForest,True,0.9546656413313153
7,0.909091,True,True,0.9998687205997276,True,1.0,True,0.9209267985902504,RandomForest,RandomForest,True,0.9992882411198192
2,0.0,True,True,0.6117037892696956,True,0.9780740892695352,True,0.5215933762961041,RandomForest,RandomForest,True,0.9668378365983117
6,0.0,True,True,0.9998011050667444,True,1.0,True,0.9178220395433676,RandomForest,RandomForest,True,0.999551585001831
0,0.0,True,False,0.0856815830104317,False,0.0635892017751884,False,0.4847654225042918,RandomForest,RandomForest,False,0.06625541690216606
2,0.959184,True,True,0.9805896359666502,True,1.0,True,0.8673851318679496,RandomForest,RandomForest,True,0.9989430046389793
2,0.8545450000000001,True,True,0.9774177278506864,True,1.0,True,0.8227520487665386,RandomForest,RandomForest,True,0.998645953070577
3,0.0,False,True,0.8296266309450456,True,0.8741190388558809,True,0.5068159083799494,RandomForest,RandomForest,True,0.8713533433285765
0,0.0,False,False,0.0856815830104317,False,0.0635892017751884,False,0.4847654225042918,RandomForest,RandomForest,False,0.06625541690216606
10,0.0,True,True,0.9999995869598096,True,0.95,True,0.9269974362730355,RandomForest,RandomForest,True,0.9507486216926357
6,0.0,False,True,0.9998011050667444,True,1.0,True,0.9178220395433676,RandomForest,RandomForest,True,0.999551585001831
2,0.0,True,True,0.6759839422882009,True,0.9678684549554358,True,0.5210052866362782,RandomForest,RandomForest,True,0.9603516958106707
6,0.428571,True,True,0.9999001859008716,True,1.0,True,0.9209114157318712,RandomForest,RandomForest,True,0.9995700423170455
7,0.0,True,True,0.9999583737371052,True,1.0,True,0.9139256065629958,RandomForest,RandomForest,True,0.9995332345072171
2,0.886792,True,True,0.9784433174878248,True,1.0,True,0.8215183806156657,RandomForest,RandomForest,True,0.9986571837398877
6,0.0,False,True,0.9998011050667444,True,1.0,True,0.9178220395433676,RandomForest,RandomForest,True,0.999551585001831
9,0.0,True,True,0.9999980785646686,True,0.8833333333333334,True,0.8193204442279711,RandomForest,RandomForest,True,0.8850241176090943
8,0.0,True,True,0.8333243948703911,False,0.4,False,0.498133079235966,Voting,RandomForest,False,0.40809869504446167
11,0.0,True,True,0.9999999112113556,True,1.0,True,0.946905111045039,RandomForest,RandomForest,True,0.9997125232938534
5,0.0,True,True,0.9511712835574868,True,0.8365800865800868,True,0.5116211617382633,RandomForest,RandomForest,True,0.8368217983433172
5,0.0,True,True,0.9511712835574868,True,0.8365800865800868,True,0.5116211617382633,RandomForest,RandomForest,True,0.8368217983433172
0,0.0,False,False,0.0856815830104317,False,0.0635892017751884,False,0.4847654225042918,RandomForest,RandomForest,False,0.06625541690216606
0,0.0,False,False,0.0856815830104317,False,0.0635892017751884,False,0.4847654225042918,RandomForest,RandomForest,False,0.06625541690216606
0,0.0,False,False,0.0856815830104317,False,0.0635892017751884,False,0.4847654225042918,RandomForest,RandomForest,False,0.06625541690216606
4,0.0,True,True,0.9872593556690582,True,1.0,True,0.9586556311305358,RandomForest,RandomForest,True,0.9995536512708932
0,0.0,False,False,0.0856815830104317,False,0.0635892017751884,False,0.4847654225042918,RandomForest,RandomForest,False,0.06625541690216606
3,0.0,True,True,0.8296266309450456,True,0.8741190388558809,True,0.5068159083799494,RandomForest,RandomForest,True,0.8713533433285765
2,0.9215690000000001,True,True,0.9744716688574218,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9990847473361099
2,0.0,True,True,0.6546481434833283,True,0.9748337477749244,True,0.5203709526970273,RandomForest,RandomForest,True,0.9668441960984969
0,0.0,False,False,0.08866636848164873,False,0.05547788325052595,False,0.4844694465652816,RandomForest,RandomForest,False,0.0582471144372211
5,0.0,True,True,0.9502198761633746,True,0.8448809523809523,True,0.5110035896300995,RandomForest,RandomForest,True,0.8450524294520189
0,0.0,False,False,0.08866636848164873,False,0.05547788325052595,False,0.4844694465652816,RandomForest,RandomForest,False,0.0582471144372211
3,0.0,False,True,0.8130205807805396,True,0.8191878954378954,True,0.5095722342780319,RandomForest,RandomForest,True,0.8175047535920525
2,0.94,True,True,0.9751271815546728,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9990963750471741
8,0.0,False,True,0.999974034418333,True,1.0,True,0.865667708713177,RandomForest,RandomForest,True,0.9993167419276187
0,0.0,False,False,0.08866636848164873,False,0.05547788325052595,False,0.4844694465652816,RandomForest,RandomForest,False,0.0582471144372211
0,0.0,True,False,0.08866636848164873,False,0.05547788325052595,False,0.4844694465652816,RandomForest,RandomForest,False,0.0582471144372211
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
0,0.0,False,False,0.08866636848164873,False,0.05547788325052595,False,0.4844694465652816,RandomForest,RandomForest,False,0.0582471144372211
2,0.0,True,True,0.6546481434833283,True,0.9748337477749244,True,0.5203709526970273,RandomForest,RandomForest,True,0.9668441960984969
0,0.0,False,False,0.08866636848164873,False,0.05547788325052595,False,0.4844694465652816,RandomForest,RandomForest,False,0.0582471144372211
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
3,0.979167,True,True,0.9938487439162909,True,1.0,True,0.9078478030440972,RandomForest,RandomForest,True,0.9994224867751762
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
2,0.979167,True,True,0.9764690681045756,True,1.0,True,0.9090239282869884,RandomForest,RandomForest,True,0.9991201778955355
5,0.0,True,True,0.9502198761633746,True,0.8448809523809523,True,0.5110035896300995,RandomForest,RandomForest,True,0.8450524294520189
6,0.0,True,True,0.8662343901297325,True,0.7066666666666668,True,0.5036794071664156,RandomForest,RandomForest,True,0.7084653759629606
0,0.0,False,False,0.1066401923239515,False,0.07760050554144747,False,0.4861176122697208,RandomForest,RandomForest,False,0.08019493492076198
2,0.9215690000000001,True,True,0.96895301880334,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9984808471152837
2,0.94,True,True,0.9698545214540928,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9984970223627435
2,0.94,True,True,0.9698545214540928,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9984970223627435
9,0.0,True,True,0.9999026220797876,True,1.0,True,0.8013879464948424,RandomForest,RandomForest,True,0.9989902201852746
2,0.979167,True,True,0.9716923563491638,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985299977895221
2,0.979167,True,True,0.9716923563491638,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985299977895221
0,0.0,False,False,0.1066401923239515,False,0.07760050554144747,False,0.4861176122697208,RandomForest,RandomForest,False,0.08019493492076198
2,0.94,True,True,0.9698545214540928,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9984970223627435
2,0.959184,True,True,0.9707677510987808,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985134080224153
2,0.959184,True,True,0.9707677510987808,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985134080224153
2,0.959184,True,True,0.9707677510987808,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985134080224153
2,0.959184,True,True,0.9707677510987808,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985134080224153
2,0.0,True,True,0.6067905642995707,True,0.9846767241379308,True,0.5211433899015355,RandomForest,RandomForest,True,0.9755438752912862
2,0.959184,True,True,0.9707677510987808,True,1.0,True,0.8104397604020773,RandomForest,RandomForest,True,0.9985134080224153
0,0.0,False,False,0.1066401923239515,False,0.07760050554144747,False,0.4861176122697208,RandomForest,RandomForest,False,0.08019493492076198
1,0.0,True,False,0.3071610176715468,False,0.361904761904762,False,0.4979065740995659,RandomForest,RandomForest,False,0.36161277823979887
0,0.0,False,False,0.1066401923239515,False,0.07760050554144747,False,0.4861176122697208,RandomForest,RandomForest,False,0.08019493492076198
0,0.0,False,False,0.1066401923239515,False,0.07760050554144747,False,0.4861176122697208,RandomForest,RandomForest,False,0.08019493492076198
5,0.0,True,True,0.9400948174389108,True,0.8785714285714284,True,0.5125255668941022,RandomForest,RandomForest,True,0.8778174938888784
2,0.0,True,True,0.6067905642995707,True,0.9846767241379308,True,0.5211433899015355,RandomForest,RandomForest,True,0.9755438752912862
0,0.0,False,False,0.1066401923239515,False,0.07760050554144747,False,0.4861176122697208,RandomForest,RandomForest,False,0.08019493492076198
2,0.0,True,True,0.6067905642995707,True,0.9846767241379308,True,0.5211433899015355,RandomForest,RandomForest,True,0.9755438752912862
4,0.0,True,True,0.9126302011373412,True,0.9625,True,0.954924053936047,RandomForest,RandomForest,True,0.9615667566527648
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
3,0.0,False,True,0.6921666942401467,True,0.7796428571428571,True,0.5040697241802805,RandomForest,RandomForest,True,0.7768230947530805
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
3,0.0,True,True,0.6921666942401467,True,0.7796428571428571,True,0.5040697241802805,RandomForest,RandomForest,True,0.7768230947530805
3,0.0,True,True,0.6921666942401467,True,0.7796428571428571,True,0.5040697241802805,RandomForest,RandomForest,True,0.7768230947530805
3,0.0,True,True,0.6921666942401467,True,0.7796428571428571,True,0.5040697241802805,RandomForest,RandomForest,True,0.7768230947530805
2,0.0,True,True,0.6246821043816001,True,0.9620100179305532,True,0.5199400133691661,RandomForest,RandomForest,True,0.9542335712501462
2,0.0,True,True,0.6246821043816001,True,0.9620100179305532,True,0.5199400133691661,RandomForest,RandomForest,True,0.9542335712501462
2,0.0,True,True,0.6246821043816001,True,0.9620100179305532,True,0.5199400133691661,RandomForest,RandomForest,True,0.9542335712501462
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
3,0.0,True,True,0.6921666942401467,True,0.7796428571428571,True,0.5040697241802805,RandomForest,RandomForest,True,0.7768230947530805
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
1,0.0,False,False,0.4030103510830643,True,0.5838888888888889,True,0.5028143298109172,Voting,RandomForest,True,0.5804974353005383
5,0.0,True,True,0.9389268048883724,True,0.8959523809523811,True,0.5099397477031133,RandomForest,RandomForest,True,0.8947355621920109
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
1,0.0,False,False,0.4030103510830643,True,0.5838888888888889,True,0.5028143298109172,Voting,RandomForest,True,0.5804974353005383
0,0.0,False,False,0.11985444433885092,False,0.059602312106460234,False,0.4864705287448688,RandomForest,RandomForest,False,0.0627276016019861
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
2,0.0,True,True,0.632803624222384,True,1.0,True,0.8894458862834664,RandomForest,RandomForest,True,0.9932977070603821
1,0.0,True,False,0.3482403609610176,False,0.4761080586080586,True,0.5014404731210305,AdaBoost,RandomForest,False,0.47406716342087835
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
5,0.0,True,True,0.935604521375312,True,0.7952777777777778,True,0.5110073889923034,RandomForest,RandomForest,True,0.7963400804622612
3,0.0,True,True,0.6589934741807559,True,0.7216287878787879,True,0.5030347762441953,RandomForest,RandomForest,True,0.7195685509581485
3,0.0,True,True,0.6589934741807559,True,0.7216287878787879,True,0.5030347762441953,RandomForest,RandomForest,True,0.7195685509581485
3,0.0,True,True,0.6589934741807559,True,0.7216287878787879,True,0.5030347762441953,RandomForest,RandomForest,True,0.7195685509581485
3,0.0,True,True,0.6589934741807559,True,0.7216287878787879,True,0.5030347762441953,RandomForest,RandomForest,True,0.7195685509581485
2,0.0,False,True,0.632803624222384,True,1.0,True,0.8894458862834664,RandomForest,RandomForest,True,0.9932977070603821
0,0.0,False,False,0.12272660575970824,False,0.07078784134970609,False,0.488030767467594,RandomForest,RandomForest,False,0.07357962575027992
1,0.0,False,False,0.3482403609610176,False,0.4761080586080586,True,0.5014404731210305,RandomForest,RandomForest,False,0.47406716342087835
5,0.0,False,True,0.9869171314963552,True,1.0,True,0.9107836745865164,RandomForest,RandomForest,True,0.999388246126036
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,True,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
6,0.0,True,True,0.8644879393113168,True,0.6119047619047621,True,0.5018752970540091,RandomForest,RandomForest,True,0.6157349711592458
3,0.0,True,True,0.7081797220361569,True,0.7063187547746371,True,0.5054985106287162,RandomForest,RandomForest,True,0.7054759191183946
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
2,0.0,True,True,0.6300599177919012,True,0.9786886082184068,True,0.5219805616588375,RandomForest,RandomForest,True,0.9707515532299488
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
2,0.0,True,True,0.6300599177919012,True,0.9786886082184068,True,0.5219805616588375,RandomForest,RandomForest,True,0.9707515532299488
2,0.0,True,True,0.6300599177919012,True,0.9786886082184068,True,0.5219805616588375,RandomForest,RandomForest,True,0.9707515532299488
2,0.0,True,True,0.6300599177919012,True,0.9786886082184068,True,0.5219805616588375,RandomForest,RandomForest,True,0.9707515532299488
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.10870882935361388,False,0.06307387838976754,False,0.4862755236572868,RandomForest,RandomForest,False,0.06569554137375463
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
1,0.0,True,False,0.2823991132481069,False,0.3273015873015873,False,0.4968707730206644,RandomForest,RandomForest,False,0.3271743765026447
1,0.0,True,False,0.2823991132481069,False,0.3273015873015873,False,0.4968707730206644,RandomForest,RandomForest,False,0.3271743765026447
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,True,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
0,0.0,False,False,0.11173609696844188,False,0.07357227077375042,False,0.486867352611855,RandomForest,RandomForest,False,0.07579486741597834
2,0.0,True,True,0.6124583306521366,True,0.9750665306915304,True,0.5211505888027258,RandomForest,RandomForest,True,0.9671230957052813
2,0.0,True,True,0.6124583306521366,True,0.9750665306915304,True,0.5211505888027258,RandomForest,RandomForest,True,0.9671230957052813
2,0.0,True,True,0.6124583306521366,True,0.9750665306915304,True,0.5211505888027258,RandomForest,RandomForest,True,0.9671230957052813
2,0.0,True,True,0.6124583306521366,True,0.9750665306915304,True,0.5211505888027258,RandomForest,RandomForest,True,0.9671230957052813
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
2,0.0,True,True,0.5784855895113168,True,0.9534141196967284,True,0.5181482407974617,RandomForest,RandomForest,True,0.9449185044342108
