wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Pred,Accuracy_Pred_Prob,FMeasure_Pred,FMeasure_Pred_Prob,GMean_Pred,GMean_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
7.0,6.0,0.0,4.0,40.0,21.0,4.0,3.0,2.0,0.833333,251.0,1.0,0.0,0.986301,0.314286,0.0,0.0,33.714286,1.0,0.8571,True,True,0.9,True,0.8,True,0.9,GMean,GMean,True,0.8999999999999999
7.0,1.0,0.0,18.0,57.0,0.0,1.0,17.0,7.0,0.5,639.0,1.0,1.0,0.0,0.571429,0.0,0.0,90.0,3.0,1.5714,True,True,0.9,True,0.8,True,0.8,GMean,GMean,True,0.800281470965693
8.0,6.0,0.0,4.0,52.0,18.0,3.0,3.0,1.0,0.532967,764.0,0.9615379999999999,1.0,0.9840549999999999,0.5,0.0,0.0,91.25,7.0,1.625,True,True,0.8,True,0.7,False,0.4,GMean,GMean,False,0.40106014944356705
8.0,6.0,0.0,6.0,65.0,8.0,4.0,5.0,1.0,0.728571,432.0,0.9,1.0,0.9840549999999999,0.583333,0.0,0.0,51.75,1.0,0.875,False,True,1.0,True,1.0,True,1.0,GMean,GMean,True,0.9999999999999999
3.100473,3.037199,0.0,2.658867,19.528876,1.763681,1.159578,1.554072,1.178099,0.5811810000000001,86.279258,1.0,0.0,0.8585010000000001,0.5767899999999999,0.0,0.0,20.889023,1.752055,0.820426,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
2.805228,1.0,0.523135,0.743984,3.142023,1.963457,0.544555,0.0,2.204914,1.0,19.70705,1.0,0.0,0.0,0.704967,0.0,0.0,5.7246559999999995,1.0,0.572016,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
2.958442,4.450998,0.0,2.887179,21.169584,0.048707,1.4137520000000001,1.037785,1.265155,0.42473599999999995,101.17643299999999,0.709268,0.0,0.9331889999999999,0.6592180000000001,0.277937,0.340915,28.524345,1.11667,0.784208,False,False,0.0,False,0.0,False,0.1,GMean,GMean,False,0.09999860230260954
3.0,1.0,0.790507,1.172649,7.842667999999999,1.8890630000000002,1.0,0.789191,3.0,0.897682,27.765109999999996,1.0,0.0,0.0,0.666667,0.0,0.0,14.687453,1.017521,1.087451,False,False,0.0,False,0.1,False,0.0,GMean,GMean,False,0.0
2.9105659999999998,1.695764,0.808241,1.572648,14.393660999999998,0.41884099999999996,1.0,0.052739999999999995,2.509387,0.654316,40.008632,0.265903,0.0,0.272753,0.726333,0.474209,0.741008,36.79916400000001,1.357618,0.882232,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
3.751796,4.230884,0.0,4.831626,17.672097,2.790253,2.730302,3.4967669999999997,1.5425870000000002,0.561755,109.22503,0.9043700000000001,0.5423,0.135357,0.6584939999999999,0.0,0.0,38.740789,2.998367,0.9033700000000001,False,False,0.1,False,0.4,False,0.4,GMean,GMean,False,0.3999967867694531
