wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Pred,Accuracy_Pred_Prob,FMeasure_Pred,FMeasure_Pred_Prob,GMean_Pred,GMean_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
2.0,2.0,2.0,16.0,30.0,1.0,2.0,14.0,1.0,2.0,373.0,0.0,0.0,0.857143,0.666667,0.0,0.0,185.5,25.0,12.5,False,False,0.5,False,0.4,False,0.5,Accuracy,Accuracy,False,0.4970715917529363
17.0,1.0,0.0,23.0,77.0,34.0,4.0,19.0,15.0,0.8482139999999999,673.0,0.714286,6.0,0.0,0.24218800000000001,0.0,0.0,37.764706,30.0,3.4118,False,True,0.8,True,1.0,True,0.9,Accuracy,Accuracy,True,0.8081701527647364
3.0,2.0,0.0,10.0,25.0,3.0,0.0,10.0,3.0,2.0,139.0,0.0,0.0,0.75,0.555556,0.0,0.0,45.333333,10.0,3.6667,False,False,0.0,False,0.1,False,0.3,Accuracy,Accuracy,False,0.010087604338249118
10.0,1.0,0.0,33.0,10.0,45.0,30.0,5.0,10.0,2.0,10.0,0.0,0.0,0.0,0.283333,0.0,0.0,0.0,1.0,1.0,False,False,0.4,False,0.2,False,0.1,Accuracy,Accuracy,False,0.38720317469404686
20.0,2.0,0.0,31.0,107.0,104.0,3.0,29.0,14.0,0.872807,844.0,0.833333,1.0,0.40625,0.185,0.0,0.0,40.6,39.0,3.5,True,True,1.0,True,1.0,True,0.8,Accuracy,Accuracy,True,0.995373327458783
15.0,2.0,0.0,12.0,73.0,67.0,0.0,12.0,11.0,0.761905,609.0,1.0,0.0,0.277778,0.27678600000000003,2.0,3.0,39.4,9.0,2.4,False,True,0.7,True,0.7,True,0.6,Accuracy,Accuracy,True,0.6976866637293915
3.0,2.0,0.0,8.0,24.0,3.0,0.0,8.0,3.0,2.0,114.0,0.0,0.0,0.75,0.555556,0.0,0.0,37.0,7.0,2.6667,False,False,0.1,False,0.0,False,0.2,Accuracy,Accuracy,False,0.09935247950141964
17.0,2.0,0.0,14.0,58.0,100.0,2.0,12.0,11.0,0.90625,444.0,1.0,2.0,0.464286,0.3,0.0,0.0,24.647059,12.0,2.0588,True,True,0.8,True,0.9,True,0.9,Accuracy,Accuracy,True,0.8052417445176725
3.0,2.0,0.0,11.0,25.0,3.0,0.0,11.0,3.0,2.0,156.0,0.0,0.0,0.75,0.555556,0.0,0.0,51.0,12.0,4.3333,False,False,0.1,False,0.1,False,0.5,Accuracy,Accuracy,False,0.10968336804522445
3.0,3.0,0.0,7.0,15.0,3.0,0.0,7.0,3.0,2.0,46.0,0.0,0.0,0.777778,0.555556,0.0,0.0,14.333332999999998,3.0,1.3333,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
2.0,3.0,0.0,5.0,30.0,1.0,3.0,3.0,1.0,2.0,183.0,0.0,0.0,0.9629629999999999,0.666667,2.0,5.0,90.5,9.0,4.5,True,True,0.7,True,0.9,True,0.7,Accuracy,Accuracy,True,0.7058734763588388
5.0,3.0,0.0,20.0,51.0,0.0,4.0,16.0,5.0,0.0,319.0,1.0,1.0,0.818182,0.666667,2.0,3.0,62.6,23.0,6.4,True,True,0.7,True,0.8,True,0.7,Accuracy,Accuracy,True,0.7029284083670545
12.0,1.0,0.0,10.0,12.0,66.0,7.0,3.0,12.0,2.0,12.0,0.0,0.0,0.0,0.28571399999999997,0.0,0.0,0.0,1.0,1.0,False,False,0.1,False,0.2,False,0.1,Accuracy,Accuracy,False,0.10292840824706383
10.0,2.0,7.0,14.0,35.0,0.0,7.0,7.0,10.0,0.0,176.0,1.0,0.0,0.590909,0.283333,0.0,0.0,16.5,3.0,1.5,True,True,0.9,True,0.9,True,0.8,Accuracy,Accuracy,True,0.8976866615221915
8.0,2.0,0.0,21.0,64.0,0.0,1.0,21.0,4.0,0.535714,570.0,1.0,1.0,0.333333,0.404762,1.0,2.0,69.75,4.0,1.625,False,True,0.8,True,0.7,True,0.8,Accuracy,Accuracy,True,0.7970715917529363
3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
9.0,1.0,0.0,38.0,102.0,30.0,1.0,37.0,3.0,0.625,620.0,1.0,0.0,0.0,0.196429,0.0,0.0,67.777778,6.0,2.2222,True,True,1.0,True,1.0,True,0.9,Accuracy,Accuracy,True,0.9976866637293916
11.0,3.0,0.0,18.0,71.0,1.0,3.0,16.0,9.0,0.814286,542.0,0.857143,1.0,0.6875,0.30303,1.0,3.0,47.636364,16.0,2.7273,True,True,1.0,True,0.8,True,0.9,Accuracy,Accuracy,True,0.991829847235264
3.0,1.0,0.0,5.0,8.0,1.0,0.0,5.0,2.0,0.5,21.0,1.0,0.0,0.0,0.5,0.0,0.0,5.6666669999999995,1.0,0.3333,False,False,0.3,False,0.1,False,0.0,Accuracy,Accuracy,False,0.28547583690456885
12.0,1.0,0.0,12.0,37.0,2.0,5.0,7.0,8.0,0.772727,319.0,1.0,0.0,0.0,0.25974,0.0,0.0,24.75,7.0,2.5833,True,True,0.7,True,0.9,False,0.5,Accuracy,Accuracy,True,0.701230143974006
26.0,1.0,0.0,17.0,31.0,245.0,13.0,4.0,24.0,0.943333,193.0,0.666667,1.0,0.0,0.194286,0.0,0.0,5.961538,4.0,1.3462,False,False,0.3,False,0.4,False,0.1,Accuracy,Accuracy,False,0.2983017357058468
4.0,1.0,0.0,7.0,16.0,4.0,1.0,6.0,2.0,0.333333,76.0,1.0,0.0,0.0,0.333333,0.0,0.0,17.75,5.0,1.5,True,False,0.1,False,0.2,False,0.5,Accuracy,Accuracy,False,0.11338898389573712
3.0,3.0,0.0,13.0,28.0,3.0,0.0,13.0,3.0,2.0,142.0,0.0,0.0,0.777778,0.555556,0.0,0.0,46.333333,9.0,3.3333,False,False,0.1,False,0.0,False,0.3,Accuracy,Accuracy,False,0.10168383282722449
23.0,1.0,0.0,18.0,70.0,143.0,2.0,17.0,22.0,0.8787879999999999,537.0,0.0,0.0,0.0,0.181818,0.0,0.0,21.956522,5.0,2.2174,False,True,0.6,True,0.7,True,0.8,Accuracy,Accuracy,True,0.6075550807882844
5.0,1.0,0.0,14.0,67.0,0.0,1.0,13.0,2.0,0.25,695.0,1.0,0.0,0.0,0.3125,0.0,0.0,137.8,50.0,10.4,False,False,0.4,False,0.3,False,0.3,Accuracy,Accuracy,False,0.39475825548232774
43.0,1.0,0.0,18.0,44.0,781.0,18.0,0.0,43.0,0.953515,274.0,1.0,0.0,0.0,0.297674,0.0,0.0,4.8837209999999995,1.0,0.9767,False,False,0.3,False,0.2,False,0.2,Accuracy,Accuracy,False,0.2986721301477909
15.0,1.0,0.0,28.0,84.0,99.0,0.0,28.0,6.0,0.357143,507.0,1.0,0.0,0.0,0.314286,0.0,0.0,32.733333,19.0,2.6,True,True,0.9,True,1.0,True,1.0,Accuracy,Accuracy,True,0.9013266691396932
6.0,3.0,0.0,71.0,45.0,13.0,50.0,21.0,3.0,0.9,219.0,1.0,0.0,0.8709680000000001,0.366667,2.0,5.0,35.166667,8.0,2.1667,True,True,0.9,True,0.8,True,0.9,Accuracy,Accuracy,True,0.8991563982996549
3.0,3.0,0.0,7.0,15.0,3.0,0.0,7.0,3.0,2.0,46.0,0.0,0.0,0.777778,0.555556,0.0,0.0,14.333332999999998,3.0,1.3333,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
5.0,1.0,0.0,13.0,26.0,0.0,7.0,6.0,4.0,0.5,151.0,1.0,0.0,0.0,0.583333,0.0,0.0,28.8,5.0,1.4,True,False,0.3,False,0.5,False,0.5,Accuracy,Accuracy,False,0.30265264935617603
6.0,1.0,0.0,12.0,22.0,3.0,2.0,10.0,5.0,0.4,194.0,1.0,0.0,0.0,0.6,0.0,0.0,31.0,9.0,3.3333,False,False,0.0,False,0.2,False,0.1,Accuracy,Accuracy,False,0.0021684267211262895
16.0,3.0,0.0,34.0,52.0,60.0,24.0,12.0,16.0,0.828571,428.0,1.0,0.0,0.594595,0.25,1.0,4.0,25.3125,29.0,2.8125,True,True,0.9,True,1.0,True,0.9,Accuracy,Accuracy,True,0.9008464891467794
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
4.0,2.0,0.0,6.0,16.0,2.0,0.0,6.0,3.0,1.047619,97.0,1.0,0.0,0.6,0.666667,0.0,0.0,21.5,7.0,2.0,False,False,0.3,False,0.2,False,0.3,Accuracy,Accuracy,False,0.29915815315261207
28.0,2.0,0.0,31.0,106.0,216.0,2.0,29.0,20.0,0.8774930000000001,828.0,0.692308,3.0,0.325,0.203571,0.0,0.0,28.107143,17.0,3.2143,True,True,0.9,True,1.0,True,0.9,Accuracy,Accuracy,True,0.9008463652098081
4.0,2.0,0.0,10.0,29.0,4.0,0.0,10.0,3.0,0.666667,133.0,1.0,0.0,0.6,0.666667,0.0,0.0,32.0,6.0,1.75,False,False,0.1,False,0.1,False,0.5,Accuracy,Accuracy,False,0.10193135389961042
3.0,5.0,0.0,6.0,6.0,3.0,2.0,5.0,3.0,2.0,18.0,0.0,0.0,0.99115,0.5,0.0,0.0,5.0,1.0,0.3333,False,False,0.0,False,0.2,False,0.4,Accuracy,Accuracy,False,0.0036243987747283826
7.0,1.0,0.0,8.0,17.0,9.0,3.0,5.0,5.0,0.5,151.0,1.0,0.0,0.0,0.566667,0.0,0.0,19.571429000000002,5.0,1.8571,False,False,0.5,False,0.4,True,0.6,Accuracy,Accuracy,False,0.4996400726564623
1.0,1.0,0.0,10.0,1.0,0.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.1,False,0.0,False,0.0,Accuracy,Accuracy,False,0.09867175683782743
3.0,4.0,0.0,83.0,6.0,3.0,83.0,0.0,3.0,1.5,17.0,1.0,0.0,1.0,0.777778,0.0,0.0,4.3333330000000005,0.0,0.0,True,False,0.3,False,0.2,False,0.5,Accuracy,Accuracy,False,0.30012309010525146
4.0,2.0,1.0,13.0,21.0,0.0,1.0,12.0,2.0,2.0,178.0,0.0,0.0,0.666667,0.5,2.0,3.0,43.5,9.0,3.25,False,False,0.1,False,0.4,False,0.5,Accuracy,Accuracy,False,0.10446951697865575
6.0,1.0,0.0,10.0,13.0,15.0,0.0,10.0,6.0,2.0,35.0,0.0,0.0,0.0,0.361111,0.0,0.0,4.8333330000000005,1.0,0.8333,False,False,0.2,False,0.2,False,0.1,Accuracy,Accuracy,False,0.19951715930117536
3.0,1.0,0.0,11.0,35.0,1.0,0.0,11.0,2.0,0.625,200.0,1.0,0.0,0.0,0.666667,0.0,0.0,64.333333,11.0,3.6667,False,False,0.4,False,0.1,False,0.0,Accuracy,Accuracy,False,0.3955381927838894
5.0,1.0,1.0,21.0,47.0,0.0,2.0,19.0,2.0,0.25,242.0,1.0,0.0,0.0,0.5,0.0,0.0,47.0,4.0,1.6,False,False,0.4,False,0.3,False,0.4,Accuracy,Accuracy,False,0.3991561395472723
8.0,3.0,0.0,3.0,42.0,8.0,0.0,3.0,3.0,0.785714,202.0,1.0,0.0,0.8064520000000001,0.357143,3.0,4.0,24.0,1.0,0.75,True,True,0.6,False,0.5,False,0.5,Accuracy,Accuracy,True,0.5986702369987733
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
4.0,3.0,0.0,11.0,29.0,2.0,0.0,11.0,3.0,0.666667,212.0,1.0,0.0,0.666667,0.666667,0.0,0.0,51.25,15.0,4.0,False,False,0.0,False,0.1,False,0.2,Accuracy,Accuracy,False,0.0018120465649696872
6.0,1.0,0.0,17.0,32.0,11.0,1.0,16.0,2.0,1.0444440000000002,242.0,0.777778,1.0,0.0,0.333333,0.0,0.0,37.833333,13.0,2.8333,True,True,0.9,True,0.9,True,0.9,Accuracy,Accuracy,True,0.9
5.0,1.0,0.0,7.0,18.0,0.0,1.0,6.0,3.0,0.5,153.0,1.0,2.0,0.0,0.5,0.0,0.0,28.8,4.0,1.6,False,False,0.2,False,0.4,False,0.3,Accuracy,Accuracy,False,0.2021707533891016
5.0,1.0,0.0,22.0,66.0,4.0,2.0,20.0,4.0,0.25,493.0,1.0,0.0,0.0,0.416667,0.0,0.0,96.8,1.0,0.6,True,False,0.4,True,0.7,False,0.2,Accuracy,Accuracy,False,0.40156493994115333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,0.0,False,0.1,Accuracy,Accuracy,False,0.0004846067383982522
4.0,3.0,0.0,9.0,29.0,2.0,0.0,9.0,3.0,0.666667,218.0,1.0,0.0,0.666667,0.666667,0.0,0.0,52.75,16.0,4.25,False,False,0.1,False,0.2,False,0.3,Accuracy,Accuracy,False,0.1018111084794643
3.0,1.0,0.0,5.0,7.0,1.0,1.0,4.0,3.0,0.5,40.0,1.0,2.0,0.0,0.5,0.0,0.0,11.666667,3.0,1.0,True,True,0.6,False,0.4,True,0.6,Accuracy,Accuracy,True,0.5983912481905737
5.0,1.0,0.0,12.0,10.0,0.0,3.0,9.0,4.0,0.583333,46.0,1.0,2.0,0.0,0.25,0.0,0.0,7.6,1.0,0.6,False,False,0.1,False,0.1,False,0.3,Accuracy,Accuracy,False,0.1009683116393099
11.0,1.0,0.0,16.0,45.0,11.0,3.0,13.0,10.0,0.616667,250.0,1.0,3.0,0.0,0.31666700000000003,0.0,0.0,21.181818,14.0,2.3636,False,True,1.0,True,1.0,True,1.0,Accuracy,Accuracy,True,1.0
3.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
2.0,1.0,0.0,6.0,7.0,0.0,1.0,5.0,2.0,0.0,36.0,1.0,1.0,0.0,0.625,0.0,0.0,16.0,1.0,0.5,False,False,0.3,False,0.1,False,0.0,Accuracy,Accuracy,False,0.2965353976790272
3.0,2.0,0.0,10.0,16.0,3.0,0.0,10.0,3.0,2.0,56.0,0.0,0.0,0.75,0.555556,0.0,0.0,17.666667,4.0,1.6667,False,False,0.0,False,0.1,False,0.2,Accuracy,Accuracy,False,0.0018563152656540121
3.0,3.0,0.0,11.0,27.0,3.0,0.0,11.0,3.0,2.0,145.0,0.0,0.0,0.777778,0.555556,0.0,0.0,47.333333,10.0,3.6667,False,False,0.2,False,0.1,False,0.2,Accuracy,Accuracy,False,0.199155483820891
8.0,2.0,0.0,8.0,32.0,0.0,2.0,6.0,8.0,0.571429,219.0,1.0,2.0,0.65,0.375,0.0,0.0,26.0,15.0,2.625,True,True,0.9,True,0.9,True,0.8,Accuracy,Accuracy,True,0.8995162697028573
3.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,5.3333330000000005,1.0,0.6667,False,False,0.1,False,0.1,False,0.3,Accuracy,Accuracy,False,0.10072477786627583
4.0,3.0,0.0,5.0,9.0,4.0,0.0,5.0,3.0,0.666667,31.0,1.0,0.0,0.818182,0.666667,0.0,0.0,6.5,1.0,0.5,False,False,0.0,False,0.0,False,0.2,Accuracy,Accuracy,False,0.0007211149399461805
4.0,1.0,0.0,24.0,17.0,0.0,15.0,9.0,2.0,0.333333,59.0,1.0,0.0,0.0,0.333333,0.0,0.0,13.5,1.0,0.5,False,False,0.3,False,0.1,False,0.0,Accuracy,Accuracy,False,0.2986536291826849
22.0,2.0,0.0,4.0,44.0,135.0,1.0,4.0,20.0,0.8787879999999999,388.0,1.0,1.0,0.130435,0.201058,0.0,0.0,16.136364,16.0,2.0,True,True,0.6,True,1.0,True,0.7,Accuracy,Accuracy,True,0.6008807310794042
6.0,1.0,0.0,4.0,26.0,9.0,1.0,4.0,3.0,0.9,171.0,1.0,0.0,0.0,0.2,0.0,0.0,27.166666999999997,1.0,0.6667,True,False,0.1,False,0.3,False,0.3,Accuracy,Accuracy,False,0.10098438701085212
5.0,1.0,0.0,11.0,28.0,8.0,1.0,10.0,3.0,0.25,122.0,1.0,0.0,0.0,0.3125,0.0,0.0,23.2,6.0,1.8,False,False,0.1,True,0.6,True,0.6,Accuracy,Accuracy,False,0.10245535430457339
10.0,1.0,0.0,8.0,20.0,9.0,7.0,1.0,10.0,0.666667,148.0,1.0,0.0,0.0,0.475,0.0,0.0,13.5,2.0,1.2,False,False,0.2,False,0.4,True,0.6,Accuracy,Accuracy,False,0.2017051533803257
2.0,1.0,0.0,8.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,False,False,0.2,False,0.0,False,0.0,Accuracy,Accuracy,False,0.19901689515500529
4.0,3.0,0.0,9.0,13.0,6.0,0.0,9.0,4.0,2.0,35.0,0.0,0.0,0.8,0.583333,2.0,2.0,7.75,1.0,0.75,False,False,0.1,False,0.3,False,0.2,Accuracy,Accuracy,False,0.10062179737817517
6.0,1.0,0.0,13.0,6.0,15.0,12.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.458333,0.0,0.0,0.0,1.0,1.0,False,False,0.1,False,0.2,True,0.8,Accuracy,Accuracy,False,0.10266855551021875
5.0,3.0,0.0,12.0,19.0,6.0,4.0,8.0,4.0,0.75,159.0,1.0,0.0,0.571429,0.75,0.0,0.0,30.6,9.0,3.2,False,False,0.4,False,0.4,False,0.4,Accuracy,Accuracy,False,0.4
6.0,1.0,0.0,6.0,22.0,0.0,4.0,3.0,5.0,0.0,154.0,1.0,0.0,0.0,0.5,0.0,0.0,24.5,7.0,3.0,False,False,0.3,False,0.3,False,0.3,Accuracy,Accuracy,False,0.3
5.0,2.0,0.0,9.0,42.0,4.0,0.0,9.0,3.0,0.803571,384.0,1.0,0.0,0.5,0.5,0.0,0.0,73.0,28.0,6.8,False,True,0.7,False,0.5,True,0.8,Accuracy,Accuracy,True,0.7001031509452524
7.0,1.0,0.0,9.0,51.0,5.0,1.0,9.0,4.0,0.708333,334.0,0.75,0.0,0.0,0.416667,0.0,0.0,46.142857,23.0,3.8571,False,True,0.6,False,0.5,True,0.6,Accuracy,Accuracy,True,0.5998702403682804
25.0,1.0,0.0,32.0,86.0,174.0,11.0,21.0,22.0,0.8680559999999999,740.0,1.0,2.0,0.0,0.333333,0.0,0.0,28.12,11.0,2.48,True,True,1.0,True,0.9,True,0.9,Accuracy,Accuracy,True,0.9995067350826905
8.0,2.0,0.0,10.0,29.0,0.0,2.0,8.0,8.0,0.5,167.0,1.0,1.0,0.65,0.270833,0.0,0.0,19.625,6.0,2.125,True,True,0.9,True,1.0,True,1.0,Accuracy,Accuracy,True,0.9004925320934936
10.0,1.0,0.0,7.0,11.0,35.0,4.0,3.0,10.0,0.851852,46.0,0.666667,1.0,0.0,0.266667,0.0,0.0,3.3,1.0,0.9,False,False,0.3,False,0.1,False,0.2,Accuracy,Accuracy,False,0.2993798086940744
2.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,10.0,0.0,0.0,0.923077,0.75,0.0,0.0,4.0,1.0,0.5,False,False,0.0,False,0.1,False,0.1,Accuracy,Accuracy,False,0.0004903355144117985
6.0,1.0,0.0,10.0,21.0,3.0,2.0,8.0,5.0,1.0,232.0,1.0,0.0,0.0,0.6,0.0,0.0,37.0,10.0,4.5,False,False,0.3,False,0.4,True,0.8,Accuracy,Accuracy,False,0.30194013753026117
15.0,2.0,1.0,14.0,53.0,61.0,3.0,11.0,11.0,0.8,307.0,1.0,2.0,0.277778,0.333333,1.0,1.0,19.133333,18.0,2.6,False,True,0.7,True,0.8,False,0.4,GMean,GMean,False,0.4017459568786877
27.0,3.0,0.0,11.0,90.0,349.0,1.0,11.0,26.0,1.030769,845.0,1.0,0.0,0.6190479999999999,0.16483499999999998,1.0,2.0,29.740740999999996,11.0,1.6296,False,True,0.6,True,0.7,True,0.9,Accuracy,Accuracy,True,0.6012205712839137
3.0,2.0,0.0,7.0,13.0,3.0,0.0,7.0,3.0,2.0,41.0,0.0,0.0,0.75,0.555556,0.0,0.0,12.666667,3.0,1.3333,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
3.0,3.0,0.0,8.0,14.0,3.0,0.0,8.0,3.0,2.0,45.0,0.0,0.0,0.777778,0.555556,0.0,0.0,14.0,3.0,1.3333,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
4.0,3.0,0.0,5.0,9.0,4.0,0.0,5.0,3.0,0.666667,30.0,1.0,0.0,0.666667,0.666667,0.0,0.0,6.25,1.0,0.5,False,False,0.0,False,0.0,False,0.1,Accuracy,Accuracy,False,0.0003544240070759855
4.0,2.0,0.0,8.0,25.0,2.0,0.0,8.0,3.0,0.666667,218.0,1.0,0.0,0.6,0.666667,0.0,0.0,51.5,14.0,3.75,False,False,0.1,False,0.1,False,0.0,Accuracy,Accuracy,False,0.09963692920769668
2.0,3.0,0.0,8.0,4.0,1.0,6.0,2.0,2.0,2.0,9.0,0.0,0.0,0.956522,0.75,0.0,0.0,3.5,1.0,0.5,False,False,0.3,False,0.1,False,0.1,Accuracy,Accuracy,False,0.2990182343284514
4.0,2.0,0.0,10.0,31.0,6.0,0.0,10.0,3.0,2.0,456.0,0.0,0.0,0.666667,0.4,0.0,0.0,113.0,18.0,5.75,False,False,0.5,False,0.4,True,0.7,Accuracy,Accuracy,False,0.5005962647784704
4.0,2.0,0.0,11.0,29.0,2.0,0.0,11.0,3.0,0.666667,191.0,1.0,0.0,0.6,0.666667,0.0,0.0,46.25,14.0,3.75,False,False,0.0,False,0.1,False,0.0,Accuracy,Accuracy,False,0.0001296254001514785
3.0,2.0,0.0,11.0,31.0,3.0,0.0,11.0,3.0,2.0,225.0,0.0,0.0,0.75,0.555556,0.0,0.0,74.0,13.0,4.6667,False,False,0.5,False,0.1,False,0.2,Accuracy,Accuracy,False,0.49838910579523804
8.0,1.0,0.0,27.0,64.0,20.0,0.0,27.0,6.0,0.785714,313.0,1.0,1.0,0.0,0.333333,0.0,0.0,37.875,2.0,0.875,True,True,0.8,False,0.5,True,0.8,Accuracy,Accuracy,True,0.79961338782039
2.0,1.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,False,False,0.0,False,0.0,False,0.0,Accuracy,Accuracy,False,0.0
7.0,1.0,0.0,13.0,50.0,0.0,1.0,12.0,5.0,0.625,488.0,0.75,1.0,0.0,0.270833,0.0,0.0,68.14285699999999,39.0,6.4286,True,False,0.5,False,0.4,True,0.7,GMean,GMean,True,0.6986967676588833
12.0,2.0,0.0,15.0,28.0,54.0,1.0,14.0,12.0,0.590909,117.0,1.0,1.0,0.47618999999999995,0.21875,1.0,3.0,8.583333,1.0,0.9167,False,False,0.4,True,0.6,False,0.3,Accuracy,Accuracy,False,0.39989586634979807
6.0,1.0,0.0,7.0,12.0,1.0,6.0,2.0,6.0,0.666667,56.0,0.0,0.0,0.0,0.555556,0.0,0.0,7.8333330000000005,1.0,0.8333,False,False,0.1,False,0.2,False,0.3,Accuracy,Accuracy,False,0.10085511466101868
6.0,3.0,0.0,12.0,56.0,13.0,1.0,11.0,3.0,0.7,606.0,1.0,0.0,0.848485,0.4,2.0,4.0,99.333333,15.0,5.5,True,True,0.7,True,0.8,True,0.8,Accuracy,Accuracy,True,0.7002271558646851
9.0,1.0,0.0,10.0,12.0,26.0,8.0,2.0,8.0,0.9285709999999999,70.0,0.428571,1.0,0.0,0.375,0.0,0.0,6.0,1.0,0.7778,False,False,0.2,False,0.2,False,0.4,Accuracy,Accuracy,False,0.2002123727493033
10.0,2.0,0.0,15.0,39.0,0.0,2.0,13.0,9.0,0.5,210.0,1.0,0.0,0.590909,0.24285700000000002,0.0,0.0,19.8,9.0,1.9,True,True,0.8,True,1.0,True,0.8,Accuracy,Accuracy,True,0.8002415364739522
8.0,1.0,0.0,4.0,8.0,28.0,4.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.0,False,0.2,False,0.1,Accuracy,Accuracy,False,0.00034719916108120623
