wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Pred,Accuracy_Pred_Prob,FMeasure_Pred,FMeasure_Pred_Prob,GMean_Pred,GMean_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
4,2,0,10,10,6,4,8,4,2.0,37,0.0,0,0.9375,0.392857143,1,1,8.25,1,0.5,False,False,0.4,False,0.4,True,0.8,GMean,GMean,True,0.7917774877146297
5,2,0,10,11,10,4,8,5,2.0,32,0.0,0,0.909090909,0.371428571,1,2,5.4,1,0.6,False,False,0.2,False,0.3,True,1.0,GMean,GMean,True,0.9850369393805194
5,1,0,6,19,10,2,4,5,2.0,247,0.0,0,0.0,0.3,0,0,48.4,12,4.2,False,False,0.3,True,0.7,False,0.4,GMean,GMean,False,0.40431440233982124
3,1,0,1,10,1,1,0,2,0.5,84,0.0,0,0.0,0.5,0,0,26.66666667,10,3.3333,False,False,0.3,False,0.5,False,0.29,GMean,GMean,False,0.2934285188806245
15,1,0,18,63,9,1,17,8,0.6031746029999999,830,1.0,3,0.0,0.333333333,0,0,53.73333333,12,3.6,False,True,0.8,True,0.7,False,0.4,GMean,GMean,False,0.4067968344327265
4,3,0,8,11,6,4,5,3,2.0,46,0.0,0,0.945945946,0.458333333,2,3,10.5,5,1.5,False,False,0.3,False,0.1,False,0.2,GMean,GMean,False,0.1988896084968925
9,2,0,12,29,34,2,10,7,0.75,199,1.0,0,0.5625,0.263888889,0,0,21.0,5,1.4444,True,False,0.5,True,0.8,False,0.5,GMean,GMean,False,0.5048121670149007
41,1,0,48,41,820,43,41,41,2.0,41,0.0,0,0.0,0.069767442,0,0,0.0,1,1.0,True,True,1.0,True,0.8,True,0.9,GMean,GMean,True,0.8988887665093522
7,1,0,1,26,1,0,1,6,0.0,149,1.0,0,0.0,0.464285714,0,0,20.14285714,4,1.0,False,False,0.3,False,0.2,False,0.4,GMean,GMean,False,0.3962940154728725
1,5,0,4,2,0,3,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
4,3,0,4,21,4,1,3,3,0.5555555560000001,206,0.333333333,0,0.5,0.458333333,1,1,49.0,21,5.75,False,False,0.4,False,0.4,False,0.5,GMean,GMean,False,0.49788904195528527
6,2,0,6,9,13,4,4,5,0.8,28,1.0,0,0.909090909,0.4,0,0,3.5,1,0.5,False,False,0.0,False,0.3,False,0.2,GMean,GMean,False,0.20071195936270134
6,1,0,3,6,15,2,1,6,2.0,6,0.0,0,0.0,0.916666667,0,0,0.0,1,1.0,False,False,0.13333333333333333,False,0.1,True,0.6,GMean,GMean,True,0.5977628459981834
8,2,0,9,39,8,0,9,5,0.5,288,1.0,0,0.6315789470000001,0.375,1,1,34.75,7,2.25,False,True,0.7,False,0.5,False,0.5,FMeasure,FMeasure,False,0.5024808943725906
4,1,0,0,12,6,0,0,4,2.0,50,0.0,0,0.0,0.5,0,0,11.5,2,1.0,False,False,0.3,False,0.0,False,0.1,GMean,GMean,False,0.09997496822005396
3,2,0,2,6,3,0,2,1,2.0,12,0.0,0,0.7142857140000001,0.666666667,1,2,3.0,1,0.6667,False,False,0.1,False,0.0,False,0.0,GMean,GMean,False,0.00014975797775842577
6,1,0,8,30,0,0,8,4,0.333333333,163,1.0,1,0.0,0.4166666670000001,0,0,25.66666667,2,1.3333,False,False,0.4,False,0.2,False,0.4,GMean,GMean,False,0.399349183922795
32,1,39,65,56,418,54,14,31,0.913978495,405,0.916666667,7,0.0,0.175,1,1,11.28125,4,1.3438,True,False,0.2,False,0.4,True,0.7,GMean,GMean,True,0.6982689234988749
15,2,0,28,83,25,7,23,13,0.735294118,1221,0.941176471,1,0.697674419,0.251851852,1,2,79.26666667,18,2.2,True,True,0.9,False,0.5,False,0.3,Accuracy,Accuracy,True,0.8978877906694644
6,4,0,6,14,0,2,4,5,0.9,239,1.0,0,0.75,0.375,1,3,38.5,10,3.0,True,False,0.3,False,0.0,False,0.45,GMean,GMean,False,0.44830687524169377
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
4,2,0,7,17,0,1,6,3,0.166666667,94,1.0,1,0.666666667,0.5,0,0,22.0,1,0.5,False,True,0.6,False,0.2,False,0.0,FMeasure,FMeasure,False,0.20487881441764016
5,2,0,9,10,10,5,6,5,2.0,53,0.0,0,0.909090909,0.4,1,1,9.6,1,0.6,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
7,1,0,3,9,11,3,0,7,0.611111111,43,1.0,0,0.0,0.523809524,0,0,4.714285714,1,0.8571,False,True,0.7,False,0.2,False,0.4,FMeasure,FMeasure,False,0.20626427265547717
5,1,1,3,6,10,1,2,5,2.0,13,0.0,0,0.0,0.48,0,0,1.6,1,0.8,True,False,0.1,False,0.0,False,0.5,GMean,GMean,False,0.4977805234812153
5,2,0,14,31,10,0,14,5,2.0,239,0.0,0,0.692307692,0.44,0,0,46.8,1,0.8,True,True,0.6,True,0.8,True,0.9,GMean,GMean,True,0.899224969957389
2,2,0,2,4,1,0,2,2,2.0,10,0.0,0,0.8888888890000001,0.666666667,0,0,4.0,1,0.5,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
16,1,0,11,52,112,11,0,12,0.826666667,854,0.533333333,0,0.0,0.226666667,0,0,51.4375,18,4.5625,False,True,0.7,False,0.5,False,0.3,FMeasure,FMeasure,False,0.5024052920290057
8,2,0,7,41,2,0,7,6,0.6,425,0.8,0,0.6315789470000001,0.325,1,2,51.5,6,1.875,False,True,0.7,True,0.7,False,0.3,GMean,GMean,False,0.3019031693444565
40,1,0,19,78,0,3,16,39,0.025641026,208,1.0,1,0.0,0.105128205,0,0,4.175,1,0.95,True,True,0.7,True,0.6,True,0.8,GMean,GMean,True,0.7991959790322274
3,1,0,2,3,3,1,2,3,2.0,3,0.0,0,0.0,0.5555555560000001,0,0,0.0,1,1.0,False,False,0.30248917748917753,False,0.2,False,0.1,GMean,GMean,False,0.10042115028818861
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
5,2,0,6,11,8,4,4,5,0.875,37,0.5,0,0.909090909,0.4,0,0,6.0,1,0.6,True,False,0.2,False,0.4,True,1.0,GMean,GMean,True,0.9970413219974112
3,1,0,6,3,3,6,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,False,False,0.30248917748917753,False,0.0,False,0.1,GMean,GMean,False,0.09975109554832752
5,1,0,15,5,10,11,4,5,2.0,5,0.0,0,0.0,0.68,0,0,0.0,1,1.0,True,False,0.03333333333333333,False,0.0,False,0.5,GMean,GMean,False,0.497667422933399
4,1,0,9,14,6,9,0,3,2.0,66,0.0,0,0.0,0.4166666670000001,0,0,15.5,5,1.75,True,True,0.6,False,0.4,False,0.2,Accuracy,Accuracy,True,0.5981522271434853
2,2,0,2,5,1,1,1,1,2.0,11,0.0,0,0.941176471,0.833333333,1,2,4.5,1,0.5,False,False,0.3,False,0.0,False,0.0,GMean,GMean,False,0.0006530791557548029
3,1,0,6,3,3,6,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,False,False,0.25388278388278385,False,0.0,False,0.1,GMean,GMean,False,0.09979226266333785
12,1,0,4,12,66,4,0,12,2.0,12,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,False,True,0.6571428571428571,False,0.3,False,0.0,FMeasure,FMeasure,False,0.30157660706694117
3,1,0,25,4,3,25,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,False,False,0.11428571428571427,False,0.1,False,0.4,GMean,GMean,False,0.3986082482004454
3,2,0,2,6,3,0,2,1,2.0,12,0.0,0,0.7142857140000001,0.666666667,1,2,3.0,1,0.6667,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
5,2,0,9,10,10,5,6,5,2.0,53,0.0,0,0.909090909,0.4,1,1,9.6,1,0.6,False,False,0.0,False,0.2,False,0.0,GMean,GMean,False,0.0005146729228596829
12,1,0,2,25,0,1,1,12,0.436363636,253,1.0,0,0.0,0.395833333,0,0,19.66666667,3,1.3333,False,True,0.6,False,0.5,False,0.3,FMeasure,FMeasure,False,0.5004282669201124
4,1,0,8,4,6,8,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.4976190476190476,True,0.6,True,0.6,Accuracy,Accuracy,False,0.49851209908426203
6,1,0,5,34,0,1,4,6,0.4,211,1.0,1,0.0,0.5,0,0,33.5,2,1.1667,False,False,0.1,False,0.5,False,0.1,GMean,GMean,False,0.10103006396466119
14,1,0,7,33,47,1,6,9,0.721153846,344,1.0,0,0.0,0.384615385,0,0,23.0,9,2.5714,True,False,0.4,False,0.5,False,0.4,GMean,GMean,False,0.4002567959831236
5,5,0,28,7,0,25,3,5,0.6875,45,1.0,0,0.8235294120000001,0.5,0,0,7.2,1,0.6,False,False,0.3,False,0.2,True,0.6,GMean,GMean,True,0.5983207646828345
3,2,1,16,13,3,11,5,3,2.0,74,0.0,0,0.666666667,0.444444444,0,0,23.66666667,1,0.3333,False,False,0.2,True,0.6,False,0.2,GMean,GMean,False,0.20102688694193843
10,1,9,26,11,31,19,8,10,0.7777777779999999,54,1.0,1,0.0,0.271428571,0,0,4.0,1,0.9,True,False,0.4,False,0.4,True,0.8,GMean,GMean,True,0.7981002341932594
2,2,0,2,3,1,0,2,2,2.0,6,0.0,0,0.8,0.666666667,0,0,2.0,1,0.5,False,False,0.0,False,0.1,False,0.0,GMean,GMean,False,0.0002482036559914054
5,2,0,5,10,8,0,5,5,0.75,31,0.0,0,0.692307692,0.44,0,0,5.0,1,0.8,True,False,0.4,True,0.6,True,1.0,FMeasure,FMeasure,True,0.5991366063034546
4,2,0,4,18,0,1,3,2,0.5555555560000001,128,0.333333333,0,0.571428571,0.45,0,0,30.25,7,2.25,True,False,0.5,False,0.3,True,0.725,GMean,GMean,True,0.7234198446161335
6,2,0,14,38,1,1,13,5,0.6,297,1.0,1,0.642857143,0.361111111,0,0,47.66666667,5,1.6667,True,False,0.0,True,0.6,True,0.7,FMeasure,FMeasure,True,0.5973081417436102
1,1,0,6,1,0,2,4,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
3,3,0,7,6,3,4,4,3,2.0,16,0.0,0,0.972222222,0.533333333,1,1,4.333333333,1,0.3333,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
6,1,1,21,8,9,21,1,5,0.6,41,1.0,0,0.0,0.444444444,0,0,5.333333333,1,0.6667,False,False,0.4,True,0.7,True,0.6,Accuracy,Accuracy,False,0.40257711165075594
20,1,1,7,31,110,2,5,19,0.8815789470000001,160,1.0,2,0.0,0.18125,0,0,6.6,2,1.05,True,False,0.3,False,0.3,True,0.6,GMean,GMean,True,0.5985771275726779
44,1,1,44,86,946,1,43,44,1.0,344,1.0,1,0.0,0.064646465,0,0,6.772727272999999,1,0.9773,True,True,0.6,True,1.0,True,0.8,GMean,GMean,True,0.8000810929470239
1,1,0,6,1,0,5,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.0,False,0.0,False,0.0,GMean,GMean,False,0.0
2,2,0,11,16,1,6,6,2,2.0,87,0.0,0,0.947368421,1.0,1,1,42.5,1,0.5,False,True,0.7,False,0.0,False,0.1,FMeasure,FMeasure,False,0.0025452317287227686
4,3,0,1,8,0,1,0,4,0.0,31,1.0,0,0.918918919,0.666666667,2,9,6.5,1,0.75,False,False,0.4,False,0.1,False,0.1,GMean,GMean,False,0.10019236281902659
5,2,0,5,10,10,1,4,5,2.0,32,0.0,0,0.8620689659999999,0.666666667,0,0,5.4,1,0.8,False,False,0.2,False,0.1,False,0.2,GMean,GMean,False,0.19980253770998688
18,1,0,3,36,133,2,3,18,0.764705882,298,0.0,1,0.0,0.333333333,0,0,15.5,4,1.3889,False,False,0.3,False,0.1,False,0.3,GMean,GMean,False,0.29959267317275684
5,1,0,2,6,0,2,0,4,0.4166666670000001,103,1.0,0,0.0,0.466666667,0,0,19.0,3,1.4,False,False,0.3,False,0.1,False,0.2,GMean,GMean,False,0.19986006608945175
3,1,0,3,11,3,1,2,2,2.0,41,0.0,0,0.0,0.666666667,0,0,12.66666667,2,1.0,False,False,0.2309523809523809,False,0.1,False,0.0,GMean,GMean,False,0.00035132493534328587
4,1,0,1,7,0,1,0,4,0.333333333,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75,False,False,0.2,True,0.7,False,0.2,GMean,GMean,False,0.20102333826464164
13,1,6,17,33,48,12,6,12,0.8472222220000001,255,0.833333333,2,0.0,0.241758242,0,0,18.15384615,7,1.4615,True,False,0.3,False,0.5,True,0.6,GMean,GMean,True,0.5996031699700509
10,1,1,12,46,0,1,11,7,0.814814815,357,0.5,1,0.0,0.422222222,0,0,34.1,2,1.1,True,True,0.7,True,0.7,True,0.6,GMean,GMean,True,0.6002684726493249
22,3,0,12,84,177,0,12,20,0.928571429,565,1.0,0,0.637931034,0.309090909,1,1,24.13636364,5,1.1364,False,False,0.2,False,0.2,False,0.1,GMean,GMean,False,0.1002687455177933
3,2,0,4,7,3,0,4,3,2.0,18,0.0,0,0.7142857140000001,0.5,0,0,5.0,1,0.6667,False,False,0.0,False,0.2,False,0.1,GMean,GMean,False,0.10013973531565803
2,1,0,4,2,1,2,2,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,False,True,0.76,False,0.1,False,0.18,FMeasure,FMeasure,False,0.10273060655994189
5,2,0,11,18,10,4,9,5,2.0,130,0.0,0,0.909090909,0.4,1,1,25.0,1,0.6,True,True,1.0,True,1.0,True,1.0,GMean,GMean,True,1.0
2,1,0,1,10,1,0,1,2,2.0,42,0.0,0,0.0,0.75,0,0,20.0,4,2.0,False,True,0.8,False,0.4,False,0.08,FMeasure,FMeasure,False,0.40140102544214934
6,1,1,5,17,3,3,2,5,0.4,121,1.0,0,0.0,0.388888889,0,0,18.83333333,5,1.8333,True,False,0.5,False,0.2,True,0.9,GMean,GMean,True,0.8983135187762751
6,2,0,18,48,13,0,18,5,0.8,325,1.0,1,0.642857143,0.35714285700000004,0,0,52.0,1,0.8333,True,True,0.8,False,0.4,False,0.5,Accuracy,Accuracy,True,0.7933765591007326
3,1,0,5,3,3,5,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.20404761904761906,True,0.9,False,0.2,GMean,GMean,False,0.2013707914056572
5,2,0,8,13,0,4,6,5,0.25,62,1.0,0,0.909090909,0.433333333,0,0,11.2,1,0.6,False,True,0.6,False,0.3,False,0.5,FMeasure,FMeasure,False,0.3011145219957008
30,1,0,10,60,435,0,10,30,2.0,133,0.0,0,0.0,0.133333333,0,0,3.433333333,1,0.9667,False,True,0.9,True,1.0,True,0.9,GMean,GMean,True,0.9002041929618089
9,1,0,3,29,30,1,2,4,1.0,465,0.75,0,0.0,0.236111111,0,0,50.22222222,17,5.1111,True,False,0.2,False,0.4,True,0.8,GMean,GMean,True,0.7987947352743937
9,1,2,26,45,10,2,24,8,0.8,374,0.4,2,0.0,0.365079365,0,0,40.0,1,0.8889,True,True,0.7,True,0.6,True,0.8,GMean,GMean,True,0.7995255717869233
5,1,0,32,5,10,32,0,5,2.0,5,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,False,False,0.4166666666666667,True,0.7,False,0.4,GMean,GMean,False,0.4006247474723334
5,2,0,17,38,0,4,15,5,0.4166666670000001,310,1.0,1,0.909090909,0.466666667,0,0,60.4,1,0.6,False,True,1.0,True,0.9,False,0.3,GMean,GMean,False,0.30000762597711494
4,2,0,8,12,6,4,6,4,2.0,43,0.0,0,0.9375,0.4166666670000001,1,1,9.75,1,0.5,False,False,0.2,False,0.1,False,0.0,GMean,GMean,False,1.7971771695227258e-06
4,1,0,2,12,6,2,0,3,1.0,437,0.0,0,0.0,0.375,0,0,106.25,63,23.0,False,False,0.5,True,0.8,True,0.9,Accuracy,Accuracy,False,0.50323565957438
